n,factor_type,max_nonzero_word_length,ordered_word_counts,bar_endpoint_coefficient,expected_minus_mu,bar_coefficient_exact,determinant_coefficient,expected_mu,determinant_coefficient_exact,independent_inverse_coefficient,independent_inverse_exact
300,mixed_prime,5,1;16;57;72;30;0;0;0;0,0,0,True,0,0,True,0,True
301,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
302,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
303,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
304,mixed_prime,5,1;8;18;16;5;0;0;0;0,0,0,True,0,0,True,0,True
305,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
306,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
307,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
308,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
309,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
310,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
311,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
312,mixed_prime,5,1;14;45;52;20;0;0;0;0,0,0,True,0,0,True,0,True
313,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
314,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
315,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
316,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
317,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
318,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
319,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
320,mixed_prime,7,1;12;45;80;75;36;7;0;0,0,0,True,0,0,True,0,True
321,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
322,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
323,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
324,mixed_prime,6,1;13;48;76;55;15;0;0;0,0,0,True,0,0,True,0,True
325,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
326,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
327,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
328,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
329,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
330,mixed_prime,4,1;14;36;24;0;0;0;0;0,-1,-1,True,1,1,True,1,True
331,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
332,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
333,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
334,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
335,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
336,mixed_prime,6,1;18;78;136;105;30;0;0;0,0,0,True,0,0,True,0,True
337,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
338,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
339,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
340,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
341,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
342,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
343,prime_power,3,1;2;1;0;0;0;0;0;0,0,0,True,0,0,True,0,True
344,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
345,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
346,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
347,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
348,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
349,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
350,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
351,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
352,mixed_prime,6,1;10;30;40;25;6;0;0;0,0,0,True,0,0,True,0,True
353,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
354,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
355,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
356,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
357,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
358,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
359,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
360,mixed_prime,6,1;22;111;220;190;60;0;0;0,0,0,True,0,0,True,0,True
361,prime_power,2,1;1;0;0;0;0;0;0;0,0,0,True,0,0,True,0,True
362,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
363,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
364,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
365,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
366,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
367,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
368,mixed_prime,5,1;8;18;16;5;0;0;0;0,0,0,True,0,0,True,0,True
369,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
370,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
371,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
372,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
373,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
374,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
375,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
376,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
377,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
378,mixed_prime,5,1;14;45;52;20;0;0;0;0,0,0,True,0,0,True,0,True
379,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
380,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
381,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
382,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
383,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
384,mixed_prime,8,1;14;63;140;175;126;49;8;0,0,0,True,0,0,True,0,True
385,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
386,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
387,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
388,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
389,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
390,mixed_prime,4,1;14;36;24;0;0;0;0;0,-1,-1,True,1,1,True,1,True
391,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
392,mixed_prime,5,1;10;27;28;10;0;0;0;0,0,0,True,0,0,True,0,True
393,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
394,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
395,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
396,mixed_prime,5,1;16;57;72;30;0;0;0;0,0,0,True,0,0,True,0,True
397,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
398,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
399,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
400,mixed_prime,6,1;13;48;76;55;15;0;0;0,0,0,True,0,0,True,0,True
401,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
402,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
403,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
404,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
405,mixed_prime,5,1;8;18;16;5;0;0;0;0,0,0,True,0,0,True,0,True
406,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
407,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
408,mixed_prime,5,1;14;45;52;20;0;0;0;0,0,0,True,0,0,True,0,True
409,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
410,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
411,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
412,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
413,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
414,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
415,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
416,mixed_prime,6,1;10;30;40;25;6;0;0;0,0,0,True,0,0,True,0,True
417,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
418,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
419,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
420,mixed_prime,5,1;22;93;132;60;0;0;0;0,0,0,True,0,0,True,0,True
421,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
422,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
423,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
424,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
425,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
426,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
427,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
428,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
429,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
430,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
431,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
432,mixed_prime,7,1;18;93;216;255;150;35;0;0,0,0,True,0,0,True,0,True
433,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
434,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
435,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
436,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
437,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
438,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
439,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
440,mixed_prime,5,1;14;45;52;20;0;0;0;0,0,0,True,0,0,True,0,True
441,mixed_prime,4,1;7;12;6;0;0;0;0;0,0,0,True,0,0,True,0,True
442,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
443,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
444,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
445,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
446,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
447,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
448,mixed_prime,7,1;12;45;80;75;36;7;0;0,0,0,True,0,0,True,0,True
449,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
450,mixed_prime,5,1;16;57;72;30;0;0;0;0,0,0,True,0,0,True,0,True
451,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
452,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
453,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
454,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
455,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
456,mixed_prime,5,1;14;45;52;20;0;0;0;0,0,0,True,0,0,True,0,True
457,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
458,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
459,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
460,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
461,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
462,mixed_prime,4,1;14;36;24;0;0;0;0;0,-1,-1,True,1,1,True,1,True
463,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
464,mixed_prime,5,1;8;18;16;5;0;0;0;0,0,0,True,0,0,True,0,True
465,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
466,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
467,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
468,mixed_prime,5,1;16;57;72;30;0;0;0;0,0,0,True,0,0,True,0,True
469,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
470,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
471,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
472,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
473,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
474,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
475,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
476,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
477,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
478,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
479,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
480,mixed_prime,7,1;22;120;280;325;186;42;0;0,0,0,True,0,0,True,0,True
481,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
482,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
483,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
484,mixed_prime,4,1;7;12;6;0;0;0;0;0,0,0,True,0,0,True,0,True
485,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
486,mixed_prime,6,1;10;30;40;25;6;0;0;0,0,0,True,0,0,True,0,True
487,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
488,mixed_prime,4,1;6;9;4;0;0;0;0;0,0,0,True,0,0,True,0,True
489,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
490,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
491,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
492,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
493,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
494,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
495,mixed_prime,4,1;10;21;12;0;0;0;0;0,0,0,True,0,0,True,0,True
496,mixed_prime,5,1;8;18;16;5;0;0;0;0,0,0,True,0,0,True,0,True
497,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
498,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
499,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
500,mixed_prime,5,1;10;27;28;10;0;0;0;0,0,0,True,0,0,True,0,True
501,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
502,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
503,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
504,mixed_prime,6,1;22;111;220;190;60;0;0;0,0,0,True,0,0,True,0,True
505,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
506,mixed_prime,3,1;6;6;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
507,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
508,mixed_prime,3,1;4;3;0;0;0;0;0;0,0,0,True,0,0,True,0,True
509,prime_power,1,1;0;0;0;0;0;0;0;0,1,1,True,-1,-1,True,-1,True
510,mixed_prime,4,1;14;36;24;0;0;0;0;0,-1,-1,True,1,1,True,1,True
511,mixed_prime,2,1;2;0;0;0;0;0;0;0,-1,-1,True,1,1,True,1,True
512,prime_power,9,1;8;28;56;70;56;28;8;1,0,0,True,0,0,True,0,True
