family,name,dimension,repetition,tau_real,tau_imag,ordinary_trace_real,ordinary_trace_imag,distance_tau_from_one,expected_tau,expected_residual
cycle,cycle_m4,4,4,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,8,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,12,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,16,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,20,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,24,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,28,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m4,4,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m4,4,32,1.0,0.0,4.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,5,1.0,0.0,5.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,10,1.0,0.0,5.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,15,1.0,0.0,5.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,20,1.0,0.0,5.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,25,1.0,0.0,5.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,30,1.0,0.0,5.0,0.0,0.0,1.0,0.0
cycle,cycle_m5,5,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m5,5,32,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,6,1.0,0.0,6.0,0.0,0.0,1.0,0.0
cycle,cycle_m6,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,12,1.0,0.0,6.0,0.0,0.0,1.0,0.0
cycle,cycle_m6,6,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,18,1.0,0.0,6.0,0.0,0.0,1.0,0.0
cycle,cycle_m6,6,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,24,1.0,0.0,6.0,0.0,0.0,1.0,0.0
cycle,cycle_m6,6,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,30,1.0,0.0,6.0,0.0,0.0,1.0,0.0
cycle,cycle_m6,6,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m6,6,32,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,7,1.0,0.0,7.0,0.0,0.0,1.0,0.0
cycle,cycle_m7,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,14,1.0,0.0,7.0,0.0,0.0,1.0,0.0
cycle,cycle_m7,7,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,21,1.0,0.0,7.0,0.0,0.0,1.0,0.0
cycle,cycle_m7,7,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,28,1.0,0.0,7.0,0.0,0.0,1.0,0.0
cycle,cycle_m7,7,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m7,7,32,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,8,1.0,0.0,8.0,0.0,0.0,1.0,0.0
cycle,cycle_m8,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,16,1.0,0.0,8.0,0.0,0.0,1.0,0.0
cycle,cycle_m8,8,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,24,1.0,0.0,8.0,0.0,0.0,1.0,0.0
cycle,cycle_m8,8,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cycle,cycle_m8,8,32,1.0,0.0,8.0,0.0,0.0,1.0,0.0
