word,hecke_prime,a_p,branch_count,cycle_count,cycle_degree_pattern,all_cycle_owners_primitive_exact,base_period_real,base_period_imag,hecke_period_sum_real,hecke_period_sum_imag,expected_period_real,expected_period_imag,complex_eigen_residual,comparison_complex_eigen_residual,cross_configuration_base_difference,cross_configuration_hecke_sum_difference,closed_control_base_period,closed_control_hecke_sum,closed_control_expected,closed_control_residual,nonmodular_control_base_period_real,nonmodular_control_base_period_imag,nonmodular_control_hecke_sum_real,nonmodular_control_hecke_sum_imag,nonmodular_control_residual,comparison_nonmodular_control_residual,cross_configuration_nonmodular_residual_difference,same_owner_closed_control_status,nonmodular_control_owner_status,correspondence_relation_status,primitive_euler_factor_status
LLLRRRLRR,5,1,6,4,2|1|1|2,true,0.6346046521397767,1.4588166169384955,0.6346046521397755,1.458816616938494,0.6346046521397767,1.4588166169384955,1.976695897494813e-15,2.0740677722252305e-15,1.1102230246251565e-15,2.531698018113677e-15,7.739080424173312,7.739080424173302,7.739080424173312,9.769962616701378e-15,1.2537829481058196,2.372549625430218,1.0356308642209187,3.558695126015939,1.206039584865719,1.2060397577679238,1.7290220477583773e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLLRRRLRR,7,-2,8,2,7|1,true,0.6346046521397767,1.4588166169384955,-1.2692093042795538,-2.9176332338769866,-1.2692093042795534,-2.917633233876991,4.463041323674983e-15,2.220446049250313e-15,1.1102230246251565e-15,1.6011864169946884e-15,7.739080424173312,-15.478160848346608,-15.478160848346624,1.5987211554602254e-14,1.2537829481058196,2.372549625430218,-2.0100278522312034,-3.7431006300712335,1.1187248729117192,1.118725047333397,1.74421677767711e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLLRRRLRR,13,4,14,6,1|3|3|1|3|3,true,0.6346046521397767,1.4588166169384955,2.5384186085591156,5.835266467753978,2.5384186085591067,5.835266467753982,9.930136612989092e-15,1.468183375303104e-14,1.1102230246251565e-15,5.8410815908364745e-15,7.739080424173312,30.95632169669326,30.956321696693248,1.0658141036401503e-14,1.2537829481058196,2.372549625430218,0.7693850760863052,0.4966680230845039,9.945348442837359,9.945348798494164,3.5565680533977684e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRLRRRRR,2,-2,3,2,2|1,true,-1.2692093042795543,-5.817106056108893e-16,2.538418608559107,5.551115123125783e-17,2.5384186085591085,1.1634212112217786e-15,1.7327439908351944e-15,1.5674068984501018e-15,1.688464183284092e-16,5.551115123125783e-17,-3.8076279128386648,7.6152558256773215,7.6152558256773295,7.993605777301127e-15,-2.3732932576548977,-1.2871094604911362,6.562989917358372,-1.1646730346953686,4.156757675785855,4.156757759772291,8.398643647211657e-08,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRLRRRRR,3,-1,4,2,2|2,true,-1.2692093042795543,-5.817106056108893e-16,1.2692093042795545,-1.8596235662471372e-15,1.2692093042795543,5.817106056108893e-16,2.4514110926684714e-15,1.466985397650723e-15,1.688464183284092e-16,3.278449303197517e-15,-3.8076279128386648,3.807627912838656,3.8076279128386648,8.881784197001252e-15,-2.3732932576548977,-1.2871094604911362,-2.1890407797306453,-0.34304295651032435,4.844820819322669,4.844820973189158,1.5386648932746994e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRLRRRRR,5,1,6,4,1|2|2|1,true,-1.2692093042795543,-5.817106056108893e-16,-1.269209304279553,2.275957200481571e-15,-1.2692093042795543,-5.817106056108893e-16,3.1529672257612466e-15,1.2515089150042327e-15,1.688464183284092e-16,2.130545537163258e-15,-3.8076279128386648,-3.80762791283865,-3.8076279128386648,1.4654943925052066e-14,-2.3732932576548977,-1.2871094604911362,-2.369827077267938,1.9233337191762745,3.2104450508114084,3.2104452170380835,1.6622667509125222e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRLRRRRR,7,-2,8,2,7|1,true,-1.2692093042795543,-5.817106056108893e-16,2.538418608559108,6.3696877633523385e-18,2.5384186085591085,1.1634212112217786e-15,1.2393479956181468e-15,2.9830472971078635e-15,1.688464183284092e-16,2.9111699152626255e-15,-3.8076279128386648,7.615255825677324,7.6152558256773295,5.329070518200751e-15,-2.3732932576548977,-1.2871094604911362,3.2472848922493704,0.5085133785663459,2.5524585686900974,2.5524586003283956,3.1638298203517934e-08,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRLRRRRR,13,4,14,4,6|1|6|1,true,-1.2692093042795543,-5.817106056108893e-16,-5.076837217118217,4.8189533960463216e-15,-5.076837217118217,-2.326842422443557e-15,7.145795818489878e-15,1.641012043869254e-14,1.688464183284092e-16,1.0330621999923009e-14,-3.8076279128386648,-15.23051165135463,-15.230511651354659,2.842170943040401e-14,-2.3732932576548977,-1.2871094604911362,-0.8117301252658778,-1.2454670809221415,9.518436409435544,9.51843676219383,3.52758284805077e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRRRRRLR,2,-2,3,2,2|1,true,1.2692093042795525,-1.6190752442450199e-16,-2.538418608559107,9.43689570931383e-16,-2.538418608559105,3.2381504884900397e-16,2.305347062972988e-15,6.701732707565293e-16,1.115420450384655e-15,5.551115123125783e-16,3.8076279128386568,-7.615255825677318,-7.6152558256773135,4.440892098500626e-15,2.3732932576549004,-1.2871094604911348,-6.562989917358373,-1.1646730346953693,4.156757675785851,4.156757759772293,8.398644180118708e-08,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRRRRRLR,3,-1,4,2,2|2,true,1.2692093042795525,-1.6190752442450199e-16,-1.2692093042795531,8.049116928532385e-16,-1.2692093042795525,1.6190752442450199e-16,9.25844814104151e-16,8.319738934991427e-16,1.115420450384655e-15,1.2685846686484803e-15,3.8076279128386568,-3.8076279128386563,-3.8076279128386568,4.440892098500626e-16,2.3732932576549004,-1.2871094604911348,2.1890407797306466,-0.34304295651032657,4.844820819322672,4.84482097318916,1.538664875511131e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRRRRRLR,5,1,6,4,2|2|1|1,true,1.2692093042795525,-1.6190752442450199e-16,1.269209304279553,9.020562075079397e-16,1.2692093042795525,-1.6190752442450199e-16,1.1529241298424028e-15,2.6264548565366863e-15,1.115420450384655e-15,3.7280398134510375e-15,3.8076279128386568,3.8076279128386625,3.8076279128386568,5.773159728050814e-15,2.3732932576549004,-1.2871094604911348,2.369827077267939,1.9233337191762692,3.210445050811402,3.2104452170380764,1.662266742030738e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRRRRRLR,7,-2,8,2,7|1,true,1.2692093042795525,-1.6190752442450199e-16,-2.5384186085591063,-3.5561831257524545e-16,-2.538418608559105,3.2381504884900397e-16,1.4955155396596624e-15,1.986796988686718e-15,1.115420450384655e-15,2.745733557230897e-15,3.8076279128386568,-7.615255825677321,-7.6152558256773135,7.105427357601002e-15,2.3732932576549004,-1.2871094604911348,-3.2472848922493602,0.5085133785663672,2.552458568690087,2.5524586003283845,3.1638297315339514e-08,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
LLRRRRRLR,13,4,14,4,1|6|6|1,true,1.2692093042795525,-1.6190752442450199e-16,5.076837217118211,-1.3066479322143554e-14,5.07683721711821,-6.476300976980079e-16,1.2450569342995234e-14,1.375791525119945e-14,1.115420450384655e-15,2.8061399716857148e-15,3.8076279128386568,15.23051165135458,15.230511651354627,4.618527782440651e-14,2.3732932576549004,-1.2871094604911348,0.8117301252658634,-1.2454670809221509,9.518436409435562,9.518436762193835,3.527582723705791e-07,PASS_BY_GENUS_ONE_COHOMOLOGY,FAILS_RELATION_BUT_NO_GAMMA0_11_QUOTIENT_OWNER,PROVED,NOT_ESTABLISHED
