q,euler_phi,sqrt_minus_one_count,unoriented_open_count
1640,640,0,320
1641,1092,0,546
1642,820,2,411
1643,1560,0,780
1644,544,0,272
1645,1104,0,552
1646,822,0,411
1647,1080,0,540
1648,816,0,408
1649,1536,4,770
1650,400,0,200
1651,1512,0,756
1652,696,0,348
1653,1008,0,504
1654,826,0,413
1655,1320,0,660
1656,528,0,264
1657,1656,2,829
1658,828,2,415
1659,936,0,468
1660,656,0,328
1661,1500,0,750
1662,552,0,276
1663,1662,0,831
1664,768,0,384
1665,864,0,432
1666,672,0,336
1667,1666,0,833
1668,552,0,276
1669,1668,2,835
1670,664,0,332
1671,1112,0,556
1672,720,0,360
1673,1428,0,714
1674,540,0,270
1675,1320,0,660
1676,836,0,418
1677,1008,0,504
1678,838,0,419
1679,1584,0,792
1680,384,0,192
1681,1640,2,821
1682,812,2,407
1683,960,0,480
1684,840,0,420
1685,1344,4,674
1686,560,0,280
1687,1440,0,720
1688,840,0,420
1689,1124,0,562
1690,624,4,314
1691,1584,0,792
1692,552,0,276
1693,1692,2,847
1694,660,0,330
1695,896,0,448
1696,832,0,416
1697,1696,2,849
1698,564,0,282
1699,1698,0,849
1700,640,0,320
1701,972,0,486
1702,792,0,396
1703,1560,0,780
1704,560,0,280
1705,1200,0,600
1706,852,2,427
1707,1136,0,568
1708,720,0,360
1709,1708,2,855
1710,432,0,216
1711,1624,0,812
1712,848,0,424
1713,1140,0,570
1714,856,2,429
1715,1176,0,588
1716,480,0,240
1717,1600,4,802
1718,858,0,429
1719,1140,0,570
1720,672,0,336
1721,1720,2,861
1722,480,0,240
1723,1722,0,861
1724,860,0,430
1725,880,0,440
1726,862,0,431
1727,1560,0,780
1728,576,0,288
1729,1296,0,648
1730,688,4,346
1731,1152,0,576
1732,864,0,432
1733,1732,2,867
1734,544,0,272
1735,1384,0,692
1736,720,0,360
1737,1152,0,576
1738,780,0,390
1739,1656,0,828
1740,448,0,224
1741,1740,2,871
1742,792,0,396
1743,984,0,492
1744,864,0,432
1745,1392,4,698
1746,576,0,288
1747,1746,0,873
1748,792,0,396
1749,1040,0,520
1750,600,0,300
1751,1632,0,816
1752,576,0,288
1753,1752,2,877
1754,876,2,439
1755,864,0,432
1756,876,0,438
1757,1500,0,750
1758,584,0,292
1759,1758,0,879
1760,640,0,320
1761,1172,0,586
1762,880,2,441
1763,1680,0,840
1764,504,0,252
1765,1408,4,706
1766,882,0,441
1767,1080,0,540
1768,768,0,384
1769,1680,4,842
1770,464,0,232
1771,1320,0,660
1772,884,0,442
1773,1176,0,588
1774,886,0,443
1775,1400,0,700
1776,576,0,288
1777,1776,2,889
1778,756,0,378
1779,1184,0,592
1780,704,0,352
1781,1632,4,818
1782,540,0,270
1783,1782,0,891
1784,888,0,444
1785,768,0,384
1786,828,0,414
1787,1786,0,893
1788,592,0,296
1789,1788,2,895
1790,712,0,356
1791,1188,0,594
1792,768,0,384
1793,1620,0,810
1794,528,0,264
1795,1432,0,716
1796,896,0,448
1797,1196,0,598
1798,840,0,420
1799,1536,0,768
1800,480,0,240
1801,1800,2,901
1802,832,4,418
1803,1200,0,600
1804,800,0,400
1805,1368,0,684
1806,504,0,252
1807,1656,0,828
1808,896,0,448
1809,1188,0,594
1810,720,4,362
1811,1810,0,905
1812,600,0,300
1813,1512,0,756
1814,906,0,453
1815,880,0,440
1816,904,0,452
1817,1716,0,858
1818,600,0,300
1819,1696,0,848
1820,576,0,288
1821,1212,0,606
1822,910,0,455
1823,1822,0,911
1824,576,0,288
1825,1440,4,722
1826,820,0,410
1827,1008,0,504
1828,912,0,456
1829,1740,0,870
1830,480,0,240
1831,1830,0,915
1832,912,0,456
1833,1104,0,552
1834,780,0,390
1835,1464,0,732
1836,576,0,288
1837,1660,0,830
1838,918,0,459
1839,1224,0,612
1840,704,0,352
1841,1572,0,786
1842,612,0,306
1843,1728,0,864
1844,920,0,460
1845,960,0,480
1846,840,0,420
1847,1846,0,923
1848,480,0,240
1849,1806,0,903
1850,720,4,362
1851,1232,0,616
1852,924,0,462
1853,1728,4,866
1854,612,0,306
1855,1248,0,624
1856,896,0,448
1857,1236,0,618
1858,928,2,465
1859,1560,0,780
1860,480,0,240
1861,1860,2,931
1862,756,0,378
1863,1188,0,594
1864,928,0,464
1865,1488,4,746
1866,620,0,310
1867,1866,0,933
1868,932,0,466
1869,1056,0,528
1870,640,0,320
1871,1870,0,935
1872,576,0,288
1873,1872,2,937
1874,936,2,469
1875,1000,0,500
1876,792,0,396
1877,1876,2,939
1878,624,0,312
1879,1878,0,939
1880,736,0,368
1881,1080,0,540
1882,940,2,471
1883,1608,0,804
1884,624,0,312
1885,1344,8,676
1886,880,0,440
1887,1152,0,576
1888,928,0,464
1889,1888,2,945
1890,432,0,216
1891,1800,0,900
1892,840,0,420
1893,1260,0,630
1894,946,0,473
1895,1512,0,756
1896,624,0,312
1897,1620,0,810
1898,864,4,434
1899,1260,0,630
1900,720,0,360
1901,1900,2,951
1902,632,0,316
1903,1720,0,860
1904,768,0,384
1905,1008,0,504
1906,952,2,477
1907,1906,0,953
1908,624,0,312
1909,1804,0,902
1910,760,0,380
1911,1008,0,504
1912,952,0,476
1913,1912,2,957
1914,560,0,280
1915,1528,0,764
1916,956,0,478
1917,1260,0,630
1918,816,0,408
1919,1800,0,900
1920,512,0,256
1921,1792,4,898
1922,930,0,465
1923,1280,0,640
1924,864,0,432
1925,1200,0,600
1926,636,0,318
1927,1840,0,920
1928,960,0,480
1929,1284,0,642
1930,768,4,386
1931,1930,0,965
1932,528,0,264
1933,1932,2,967
1934,966,0,483
1935,1008,0,504
1936,880,0,440
1937,1776,4,890
1938,576,0,288
1939,1656,0,828
1940,768,0,384
1941,1292,0,646
1942,970,0,485
1943,1848,0,924
1944,648,0,324
1945,1552,4,778
1946,828,0,414
1947,1160,0,580
1948,972,0,486
1949,1948,2,975
1950,480,0,240
1951,1950,0,975
1952,960,0,480
1953,1080,0,540
1954,976,2,489
1955,1408,0,704
1956,648,0,324
1957,1836,0,918
1958,880,0,440
1959,1304,0,652
1960,672,0,336
1961,1872,4,938
1962,648,0,324
1963,1800,0,900
1964,980,0,490
1965,1040,0,520
1966,982,0,491
1967,1680,0,840
1968,640,0,320
1969,1780,0,890
1970,784,4,394
1971,1296,0,648
1972,896,0,448
1973,1972,2,987
1974,552,0,276
1975,1560,0,780
1976,864,0,432
1977,1316,0,658
1978,924,0,462
1979,1978,0,989
1980,480,0,240
1981,1692,0,846
1982,990,0,495
1983,1320,0,660
1984,960,0,480
1985,1584,4,794
1986,660,0,330
1987,1986,0,993
1988,840,0,420
1989,1152,0,576
1990,792,0,396
1991,1800,0,900
1992,656,0,328
1993,1992,2,997
1994,996,2,499
1995,864,0,432
1996,996,0,498
1997,1996,2,999
1998,648,0,324
1999,1998,0,999
2000,800,0,400
