n,final_residue,accepts,independent_prime_audit,cycle_length_if_accepted,residue_path_sha256
3204,0,0,0,0,85093953aa7ebdfbe9416455c40ed062175d27c27be1e9e491ce888c4b5a3800
3205,0,0,0,0,b5847d21c89f59a8fc9ec7b2d5f8de10a1d530b270f638154232cdba0be3ed29
3206,0,0,0,0,1363407cfd8b73dc89657fb42b355df043985964de0577dbbe756a6256f8327a
3207,0,0,0,0,c141658cde3edd70fb496ce26c4e7c168dc5a2b028803a518852af60a4310f97
3208,0,0,0,0,0d28df6aff98396fb54d0a96a04069b7a766312e9fe7dfc58cd90e9ba3573cc7
3209,3208,1,1,3208,53b41fc536590143f8edbc56171a91b97a2ec7569a14884825b6df53f2d9ec91
3210,0,0,0,0,a4deb2604c12fdc8a021bb2fd86728ea076464aa2666b70ae925c5b1b5c82d35
3211,0,0,0,0,d6d9692a5ac39cfadcfc83ac3da029f2ccd55ee6de653bbbe1af1539a53d1362
3212,0,0,0,0,2ac0409077315873ec7dc9004a77556b96b1ea6ed149f80b0365005011d5d909
3213,0,0,0,0,b264dfa775f110fdb58ac72812e5b96e3143f3e63ee68f64abf4c01524c42a6c
3214,0,0,0,0,be0d3f39b8711547749b4dc07dd3b8cd33db944fd516baf417e2ac3de6b8e754
3215,0,0,0,0,3299fed709b099cc43748ea7efda4ae7278c22a5651e1aa9aabaa81e614a4d6b
3216,0,0,0,0,5c1c16d54f256134075a8c17c85c370b6286ff50e669aad3ad8307c5c720966f
3217,3216,1,1,3216,8c28fbc9b6e305f94e22acdae2df7c193fef40301061a86625ec39a3739bc8a3
3218,0,0,0,0,90e30f39c474f6a9046b0990d0c24932cc6c1ae924748545618bed587463df61
3219,0,0,0,0,173ef2dc04358bcb929eb2f3952afbd0b8fcd2fe604f28c65b175d8986b2221e
3220,0,0,0,0,ff24fba685c8174934c43652ad6c2c2834840ce47cf40b72e4dc0469c7e4b42b
3221,3220,1,1,3220,186f8d9793269f13ba66f08e3e3b6eb2262c777a5a6e70fcafab066294c76b1d
3222,0,0,0,0,ea53367cc12b4f4986a79d2496c94f62f659377362a8099e869f2f3b95604524
3223,0,0,0,0,642b5cc72a03e4f075a496377c0b40a416351c603bb9d7bfe553546c52a00f3c
3224,0,0,0,0,ae6eac0564f6409f7f7989f92bd1ee3b14fc58403cec643d720408ab5775d45a
3225,0,0,0,0,3f27e9cdb2160c1afc06464c5969d09f046dc7cdcf5ac1e6eddd4dbd9eac3582
3226,0,0,0,0,5d077d445eb3946f8f9fa7679fffedde524e685f425e548aa0acd1db410dee61
3227,0,0,0,0,f53e043c7a1677a27ba910184752b0f94e4a0fa7c02e487d857008832a8c4638
3228,0,0,0,0,1a40e23def08dc817d4b51dc1144de8c6bc48b92a7939e6fce014ee68e69d85c
3229,3228,1,1,3228,6a8e5f9826d3e4a6c9b933271514462cc32a39fb1a2cc7afc71eddbe868a9a86
3230,0,0,0,0,3481c3d8b4b075dcdbb45d863a79a78952845b2ff9df73b844d1c2db69fa34a8
3231,0,0,0,0,859cd19455de38865b5cd16da50088795cb10fef2b7b06e0dd448abf724490d7
3232,0,0,0,0,fce558db09eb43a8e011be982f265edce81bd7692eee65568a87f7c93befd958
3233,0,0,0,0,2ca309d5688d7a9e1ccfe56c7930d44c5e099ead139f7f3e498a2b8be7749490
3234,0,0,0,0,920930994b6be6f2f512214c1669c3aa599923f63b4edec4c95701ab5c4303e2
3235,0,0,0,0,f17cf492633dab0523216c6b4a508b5a61f163d184403df71dd0247cfef2d216
3236,0,0,0,0,e01a93b16f060582dbf360372673081528eb1a74bf1a623bece7da2c35653568
3237,0,0,0,0,54e4d8a01d0e8f2d0266e233ee399508288333f488d1915f24ab281cffb40bae
3238,0,0,0,0,ada73c3468d0761e14cb95698777fa1ce4310cdd8eb38f33a912eebc39f849f9
3239,0,0,0,0,e35f0601e23f376bdc8d82d431fdd5e05c4003f98ed298a0918296bfae9a7301
3240,0,0,0,0,c2034ff897e8af220ff9fb6b5a07ae5740bde6656f3840273603be7bddf35569
3241,0,0,0,0,953a5428470319d8ccd20dee8f8166c234a2a5c4b8df2ae42a5db0295227f02c
3242,0,0,0,0,4a82bb0afee4146fc7ba29e4296d3fccac981d9506feff74ad205dfce56207c1
3243,0,0,0,0,d9656e3b832f9982fafdf787e91e8cf6ac6cf6216d03a92a9afddc6d497fc5ae
3244,0,0,0,0,7c12c99c89de6e72a0c0431e5a272bb72c3807eb728c10e8d327fcd3a43f2c98
3245,0,0,0,0,3ffd0afd643cae2da3b239207400cd2576b30230c5d678305f9753b57ab95471
3246,0,0,0,0,b193e76849e3352b53f863274968a1badcbd58c069c64def8474bc9bc5c0b763
3247,0,0,0,0,2a79a58a06ca944ac00900d509ce143b8b43e4e3ea71f45da327a067cd6456c9
3248,0,0,0,0,75eaea99001cb4355ba4aa647b20cdd9552bec33bdb85c9403a5e39c1ac8df92
3249,0,0,0,0,23e3d73d3cdb26669b8afe94a8f096f39ae4aa4f6868c170cd79330869f9462b
3250,0,0,0,0,a3a4063287627471d45cced3e635455ff6aca2fd6120121c54802a2332420fbc
3251,3250,1,1,3250,cf4ec3cc1b4f8300a1bc1b5564a2c88d9fe37a483796fb7d3ab0934f8e2f2683
3252,0,0,0,0,c2449f47bc3484e4211433288010d9631874e169ec4f389955a90a6ca634c28c
3253,3252,1,1,3252,31e88a69f1008678422c23bc36b8430916ad1f43209af541af799f1eb06282a1
3254,0,0,0,0,5949bdb66e8242a7205852c792322bdfd4df388cf7eacb402372858c65c53092
3255,0,0,0,0,cc53499b68e59171e2c52a2e655e08a5ef871d885b7e56d3ce00b45ec306beec
3256,0,0,0,0,4c6c891e803714a0d1d0fcf30f74074195c7a715de23080a2701b068e29c916a
3257,3256,1,1,3256,128c30ca8115e88129b3b403708627e4fb2373dc5960daf661655a0a49febe37
3258,0,0,0,0,4266543aa94f8c138c925133ed13724d87469a83b5e1d6bd7ec7f4d50b72a225
3259,3258,1,1,3258,4ba8e25af149d0738bb387c2759edf442ce1c41db19b0841105b6cded8eec494
3260,0,0,0,0,fa4d1a04cc95e54f39ce42471aa2f08f8015c258887fb987c7aebf8fd2f96f85
3261,0,0,0,0,cb961f9a1b2a7d96d117d8445232d3a67645c32a6d379d9ab24b08f639c6b1e4
3262,0,0,0,0,3669c7801d73209f4f04f79c6cd71ed4a0b88dbdd2c32ef23d48938b90ba820f
3263,0,0,0,0,cdef4d70774c147d5c7ba476aa3be6816b246fc12b3db8a448880891f37009c3
3264,0,0,0,0,6a118808ca1a5684f9d2b168cbccc663057bb1dd13efc0a9f34de73c1902468b
3265,0,0,0,0,b346a1081796fa7ba37466ba3728af3cae395936564cf16dc02b267161b63bae
3266,0,0,0,0,89b08766e746cc188fe92b1616faee3e4b1d7fc2b179d13df26a1cbdcf92136c
3267,0,0,0,0,289bfc619f02c0d6916e75b246506c9728b6dc3370340705f2ccd74a2a57f528
3268,0,0,0,0,a015ed1490177751e7f9b49e0fae8aecf90bb25046e0969f9d5492696f8809ec
3269,0,0,0,0,e19c61b35bdacbe8785bd64a9373ce9d7b780392c4056cb333534e17bf16a224
3270,0,0,0,0,d33ed2097933c1e6acd785e8cc727e3a2572cb4bc458eed74c807e0a1da844be
3271,3270,1,1,3270,f6a06994eabea31c47c9815621f50abd3ed7606765ad742aa37dbeb2eee024aa
3272,0,0,0,0,5cd2bf739eb1fde06d29a925689ffabfd3808f267b17c3d192ca5a3108fb0cc4
3273,0,0,0,0,abc34f8624f57d5f674c71a5fe16b972cbc2d8642a5aa56afd06dc5f631ca777
3274,0,0,0,0,33a3455cb5efa55a4fd25b8e338814506c73c97ac82fc51ca3563aeedbc5407b
3275,0,0,0,0,d9d3f7473ad7dd6b8cdc90b090a8e133241ce058fdbe8a63abba02da99c5622e
3276,0,0,0,0,1137407f6f2785574497e90a46ea82690a9837846d406cabf28588519449ba22
3277,0,0,0,0,d375f2a6b1ae01a3400ede012e5fd8ddd1339f5669ea8df82f9bb2f0acab3260
3278,0,0,0,0,4de9f2703b3ceb836d3ba34363b60d06ab656ab7e9a198ea0d308a7f05fe8ed5
3279,0,0,0,0,4ca265916d0c94d42c9fc8d7f9a2a2849e7d4d95f177f3f40d864823f67de935
3280,0,0,0,0,177e3c4b0ea6c42d904c8fd43694f5ea82ad478f09ecb2358a1a5d01aae80e73
3281,0,0,0,0,91b305af430b2b25fd027c13783624834908ab80cd5985b7bdbbecae2ef9ed9f
3282,0,0,0,0,262c32181563fceb492e159819218b3536189ae48c5a574afd4ae4a273475c91
3283,0,0,0,0,d5e5112d346793a040347f0a4c7870f2dd4f87be36a4bff1b2d3f987c0717344
3284,0,0,0,0,5fe1dc65c1dc1e4c7a052ced9d7cb738590f396638198be0fbb53126187eaa04
3285,0,0,0,0,3f6ba0f10fdaf8a8ff07b6c8161f90e81a24eaa02364a2ac8cfe3d7b581a48f4
3286,0,0,0,0,8e442e65830c532b8ea1bf9db809755c058b97a232292696d137fc856efa9aed
3287,0,0,0,0,21a4010a9c955bc72d99aa42434ca4f0f311304532bbc85994d7c66d1391f3c5
3288,0,0,0,0,402f780522085e2e57063cd53757aa70d3f4178930086ad3c177aa57ca4e6efa
3289,0,0,0,0,89f5d82a150eff1e304eccb8729e606353143308787b9cc42801a543dd2b8507
3290,0,0,0,0,32fea8de876ba9362bfafe350cb76c3da3715de54ded2d8e157af17ff443b4fc
3291,0,0,0,0,a3428c033d79b6f1c1f977b9480ef7415aee571b0ff3442925a62b52aea0d828
3292,0,0,0,0,0b1fd7e08323f9224060e596aba1cb23c640673af97d0805ed859728eb2323c0
3293,0,0,0,0,9417790e17a74bb6b5fc91a795bf3055767b5a30b4e81edef7104ea842c51f79
3294,0,0,0,0,c57654010baa26ea796f8c2bb9f172ec150dd60e9faae61c1bbe2d36d0317a67
3295,0,0,0,0,f6cc90874d9256afcc401e6d74af92c9ac4bb5db8d71201b90c6f543bbcc74ac
3296,0,0,0,0,c32d960a77125f17aa801aa3f14f199f184fe6e629bbbdf166417dfacb8357a8
3297,0,0,0,0,98ae92629eb9c9d39939d78c0a04080f9590ad206b77d9e13dfb1a0f6c49806b
3298,0,0,0,0,290a869def2e22af0cb6149b0ee3ee24399d086f96eb95b7cf694687d2c78293
3299,3298,1,1,3298,977a0d68eb99a71fe5fcc431b9a5e1015aae9d20595016b1523487a6fa3c6d77
3300,0,0,0,0,5b6d4ec9a0b2765f1245e157c81b810e91d0721a178f1f9ad46a9de96d2d60ee
3301,3300,1,1,3300,e4f97fb0f8a1b6b7f939ff6c996d6ead0e63501747fad6af647400f82429fcf4
3302,0,0,0,0,1e6a246839c760f13bfc548834f294d8da178a6afa927f7db87d6d6c3d6844b6
3303,0,0,0,0,cfd7bdc2d98cd0bb6ee1616c2439aa58166a7778ba11395d8554fe7bd4b1cfd2
3304,0,0,0,0,c685e59d47d4e538fb36a3a7c45db0f4eaf4ead9222c53e1f450a2899772763e
3305,0,0,0,0,2aab38bf7f3fe061d9a74a0bf06f2e7b59ab80a473bfaf04521ae43e7c0cc4f5
3306,0,0,0,0,db86eb23eb8df1eac89a50056afb330c886b465cfa0a6735130575bd9a9ee590
3307,3306,1,1,3306,43e9c2c3b1f90ad828ae66d5a2c73806b260e2c87d354ab2ecea4182790a8d67
3308,0,0,0,0,33098c27f7d82e3e1265dc54131040beb3eabc01edb8a826473938256b6ddc61
3309,0,0,0,0,26e2176adc8418cbfb2ef89c059da5ce7193fdb78e75e9e6d6514f5013bcda8d
3310,0,0,0,0,fb6dedc317d1aafdff4feed8f84e1f3ee9f6fe81c59c3c012938775f78e29471
3311,0,0,0,0,0904640d09a6b7dbeb2eb9776879b35ab167981bb164b40de204f471fb611ebe
3312,0,0,0,0,5e013c58785e9d3acc751aebff86cbedeccf05afdcd70b6d0e175aae82218646
3313,3312,1,1,3312,13a528ae9d177bcf2397f76546bceeb0d0587cd137b91ca917405d509fff1c3f
3314,0,0,0,0,132b00618672f3446bf633d63f55979453f4b047059070ee688dd5d25340c970
3315,0,0,0,0,c5d7451292f94d8a5d05ec75e18a1d93ac7536b94a63f36f0550802889e4f6ad
3316,0,0,0,0,774b602a63d60dd802fe46b055e7b909f5de866af9e93f197ff1b6af32474261
3317,0,0,0,0,2e35094cb7d207b208feabd76dad00081a98a0faa7df1a78bf2daa6bb50ce1f8
3318,0,0,0,0,761a725da36fe3f0b0bb47b4cfc418c899697f707969f5a880ea3588fd49ceb3
3319,3318,1,1,3318,c27fd6a8cb23964ca8868951879fe3df1a8de69601873baa4a4a673c83d7aeb7
3320,0,0,0,0,85c644e3a9dfd86022c525e6dc709a95e526303d455e530f850c8501dfe31632
3321,0,0,0,0,3ef729ff2c58c37643b7bec1bf5ca5c7acbff79ba6d979dcf6751b4e9f35208a
3322,0,0,0,0,068d5319c7a644d71cf5b40876e8cd3554667dca9e8b9cec11c9c6f76d7bb437
3323,3322,1,1,3322,93857009aeb61e6fa039e0eac121ae2c35d66ea6d03521a743095fdb00eeb3bb
3324,0,0,0,0,a0b10b6d913bed3e11a8164d259684a269ce20d27621bf39d8b2b11c49fc02a4
3325,0,0,0,0,43e327500637d174f69f3e33f3ecf91f4cf73e6b66c0f856e47d7a73684c7f3d
3326,0,0,0,0,aac3efc32f86be0d68f025af92f4868e22ae86cf039882bbb89d5e81febff3f6
3327,0,0,0,0,cf9b3e844dd27f8554b3ee4af13808bbc0b5acba7079ef6f67f90e926aaad23b
3328,0,0,0,0,165a644d3da135ed4b631da96ab466f33e4f84abc5fb6df478f76d75566b93f6
3329,3328,1,1,3328,cc957aaa34b2ccb2c3cd08bab34bdb44e23da42b5110563586b83f6381bafcb1
3330,0,0,0,0,c922bea3d616dbeea90a423a6305193bfa87e242fa6ba9e2058d100ca3c22132
3331,3330,1,1,3330,0aab90536e75582b70c3f3010d7caba25e0b10adbc13e5e3222ec06bab8dc9c7
3332,0,0,0,0,9fec22f90a3e1c77fc75bb27650d5df08ba04aa420a7b180e8f9242758c79fb8
3333,0,0,0,0,1aed8f9198249abb460e89c6087b3cd36b15ee35a56f627262981f7b01d46e1f
3334,0,0,0,0,a77f33767b814f4cec05327d148ea284cd67405f6d6c5e4e9772f2e78f9db759
3335,0,0,0,0,5af4d41b3429e0f006aca90f8e8f68be8b1a765cc01ba26218fbe025e8ad4e4c
3336,0,0,0,0,93f25cd23f3092fb4e7b466a9b9c1b89312bfdf1acbf55bb8a308399b464b5a7
3337,0,0,0,0,4bb1f8ab0782dbc93ff2971fbb2db8d8b9e497e11dc7f576804e0aafd2e4cfa6
3338,0,0,0,0,c975ec50396f8dd8e0c539d9c8924a8e82cef7e8aba2915fa7b29928e178b714
3339,0,0,0,0,827fad17aa1adc389b856486f1a7bffdf3280accf4a5269ecce662707aa0662b
3340,0,0,0,0,2cb31a664c5daab763b83810363b8f5e74cb51b97a22de7bb304540cccf4e34d
3341,0,0,0,0,29e356ab4a4fd57aa1a34cd4190b22486def2f12a097144f56b674d757013e16
3342,0,0,0,0,5ef552deb0cd32388e6971e3b9f74cf1c9970e64a16866d650ff9267e3a6b3ae
3343,3342,1,1,3342,4a60363322d1aa85a4c6c0b7ffe7e32fd3eedd520a747de5b6bdd4b0a0cff184
3344,0,0,0,0,2459dd99b052b8edd733f940157073460323026481cb4c5230558492da326dcc
3345,0,0,0,0,2182137ee542e5180f2b90bbb5cd71a90631acde4b60f39f77e99b97efc25be2
3346,0,0,0,0,aeebe8b8dbe5649ef4e2415fe60294f2de9530df8c59433443660df0f32f8851
3347,3346,1,1,3346,017d93bd7abd1c6cbfadad2a54a1ff791140f12d47fa7fc0306d421d78984f08
3348,0,0,0,0,d918e535af7e068acea9f7b1a4d4f7d7d07058feb4257cf7ad4a78fdbaced7a3
3349,0,0,0,0,9c5b7695787c888d99cb93f06a915f286d27800bffb16996de1cbd463397743d
3350,0,0,0,0,e2fa920e30aea1b5d3d033b4b7799d3c4d2a837b5e501cecbf07cacfef259af3
3351,0,0,0,0,9cf7803cffad29efe589ef0535ec8990fd9affbc53136c39abfdb8a1e55c296e
3352,0,0,0,0,dfbd10613a0816eea422556bdb79e570dfbfa838f65d79086c414a02954dd342
3353,0,0,0,0,99459ffd46c0a1567c743b9eaacfe61d6ed70d4a4ad56e93380703c2447368c9
3354,0,0,0,0,a855c7fdb11eb6fc1d44e12f611dc7fdbba02945d195d97c40d4ea73135f5114
3355,0,0,0,0,364edc3c67251c2d074a2732f3a62ad6dadd9e4a3b6e8a9b9c821fea93edf944
3356,0,0,0,0,cf37f26df835d9b177a5a1f22261c4c517d4ed4fe43db0dd04e08a5ad0b779f2
3357,0,0,0,0,a4e0816366c3ae684bd320846533854ca012d7246bc53bc9c0d8f270d99437f8
3358,0,0,0,0,4c04e2bbe38149baa47b6097cdd777700107cde7b4982dc0b388c56ebed14d8a
3359,3358,1,1,3358,24a1dcf26f489da836bd95c9af8f69104dcd2f9823e32017631beb9ad6dc4768
3360,0,0,0,0,5cedceaae933c5a092c0c90620f5ec6b47270ccd3db6ea173d012de5ef472100
3361,3360,1,1,3360,7b79e8d8cc9f1364d757c5a7044408e5a20d5666170ab0f081bb9d7a64bad4fe
3362,0,0,0,0,968805b91fea9c4fc3341fce988289c1c8846c9b8e56421278406760b18ba12f
3363,0,0,0,0,59617b4562660cc88255b4bb67effbfbbe55f0c84afd5d600771fd1125ddda1f
3364,0,0,0,0,9416371712fde0560c207e0801c0bc7e47ba9bb58b2305283fb5f47be8fa1db5
3365,0,0,0,0,4b4541781e6782010eab2e0a8799cda00411b3437acabea5e0332eae479ff791
3366,0,0,0,0,5a77750039069a3336f3a3430b794db3b7ae5b65d60d5c31dda46c78f2cd2e51
3367,0,0,0,0,6583c5bbf848e40b9159304e27c5ecc00aae4d2a86d0d623b2db1b9148373df6
3368,0,0,0,0,32c088d02ee63ac4cf169fd0413b0dc094c679cd82f07a28f78c4f3fac7cdaee
3369,0,0,0,0,70b0c2ab5ada9d8c26de5968a94ebfc4542d9e51dff6b112fd473863cb4312e6
3370,0,0,0,0,b0eaf10800d0d819e79d0db529924fa1c65c4d813e1e081a697d7098adbb8a4a
3371,3370,1,1,3370,ffd1092a79b996554f552425e5883a44221d412f66b5d99375037c59ed1251cd
3372,0,0,0,0,43e2a127015e72021935106c434a006c11fc5b9ca53bc9bc95b4dda446e6e18e
3373,3372,1,1,3372,73ad7b04cafbb0ac5617f5ed3dbb386f892493a44365a12a6b31b48d0f415332
3374,0,0,0,0,e83b62ed2582509f58b7b9ca2ff607503677a9e7b5627cc651aed6e244c7969d
3375,0,0,0,0,e79447e3bfd99362628125ac5baa71c56075435f83c347e7d30bfc18660e2bfb
3376,0,0,0,0,8000dfb4f61f66776906c4bbf4df55ce7b27d76eee3e2b2824a3fc036dd0a7ce
3377,0,0,0,0,609eae84680402b7fbeb1014d3fc18602e7cc6c6714a44f881cc5a819f7f7cc6
3378,0,0,0,0,2acb01e16a69a3106cb8221b948d2d808654535ab610c193a71e43a38790c640
3379,0,0,0,0,a8b29fe4ad1a9daace38f32ca3df16cb47960741dbe8d2443a0f443e6a1a94d2
3380,0,0,0,0,caa82ce984c31f7802c62fa050efe4ebf389850cdfc0e62f3db60a061b59917d
3381,0,0,0,0,4913f9d7e579e0779c07b35d4a958af6832fd43439f4aa8d594ca8762015d058
3382,0,0,0,0,290bd0a8eced4c60c29b8f80ae3ba999ba1eee2df2dd5240e5fabf1651b94738
3383,0,0,0,0,1b5444d5d96fc54eae7c67cbc1caae0fc5efe650d4335dbd7990c46d26516532
3384,0,0,0,0,8cd88e3e476fb769752223dfdf676d956c802ab031c52384915e65515bbda352
3385,0,0,0,0,e1bf8ce1b62b061735e8da3cd8adebe0e482b5647e530633451e601b6c24ed5b
3386,0,0,0,0,0127a8e2fab9dc4c1c4755e4cb90a2c7647dcc86089f1faa327fa656a7fd8fc8
3387,0,0,0,0,7714550a12862a0931aaa0aa5f90de5022e347eb82a7c3310b14c927261e990e
3388,0,0,0,0,d0e4c8828600f3ce1cc1f1d0254dc985c29cfdb7ccf8908e48240f1fbc967155
3389,3388,1,1,3388,ed9a9812061116a73b5d0b33b95186fbf9f26ccf7746523ca41400fbc78b4683
3390,0,0,0,0,0bf8cee903d9603e8bf467a7df3de0029851b28edb8dd0b7594c60ffcc5f3f11
3391,3390,1,1,3390,05a32600ff507e246fb30659d2f46ded962bcb187475af318603b7f0f6b855cc
3392,0,0,0,0,a80b872ed6fa9f5a4e93df9f447c5d420638a2dbc9062c707706e5d9596375d9
3393,0,0,0,0,cc73c2ffc8ca0fe7307eb49df1966e5ff63a6ffc9b08daa6da62f76bf6d34100
3394,0,0,0,0,547ce41e1f1a08b6a0675b3f7691215433ee1a5f983a663272b05738c764867d
3395,0,0,0,0,3873d79e0358a28eb3127628a8cecddb73718a3eee2fdc6125eb44082213831d
3396,0,0,0,0,994301076402fcf64216fe74de9da9217001b8e2ea124e70d50f8c390d3a3c9d
3397,0,0,0,0,e0eb777513020845f8b54813fda725f94b19707349551954f7c8ea510238215f
3398,0,0,0,0,82b1ecedf0a92321270a1e0b9b2c951105bc4b4c11ca6bb0e7d34744e220bcbd
3399,0,0,0,0,a372027da4e74f7a48b947e28189baaa11d59732e10ecca3a3ee303001f0ebf9
3400,0,0,0,0,9ca60fcf71ee0ab6ae0ca3de986f29bd6a6891364a491571b663742cc7825ae2
3401,0,0,0,0,c074eeb446d37c8997804366c4e2e3832f14db1bcb1cea30ca8c04979852f7d7
3402,0,0,0,0,0963d0e602428e8ba1f03f89c25dcb655cc9b8d55307d1e94f357ce10a52759b
3403,0,0,0,0,496907c42b7122e230921e212e1f96c7b77147bdaa1b74b32c21fd3171bd84fd
3404,0,0,0,0,cc77b3e7385c4095e916cbc0d9f2e2e171e5413f01cf969af187efb99cf65644
3405,0,0,0,0,498f3d9eca622da36f772f46258e33633b93f7cde80cbf23385c2ebf49d16c2b
3406,0,0,0,0,989930ba1c1605eb9b679221df2d7553fae9ca757c9b8c42ac7af276d3cadcb9
3407,3406,1,1,3406,dc8c4a100922b2badf0e0e11fe4955dd020b91acfa9950f1473cd66a91d1d7e8
3408,0,0,0,0,8ef00d21ee911cd1486042d03a89a0d86c03726bf3f6fd642d9470a042e878ef
3409,0,0,0,0,d09b43eefcc4db7c1b65296d04d02b07f7a7ddb8f6e20f4c6c1f5788c6a763f6
3410,0,0,0,0,eef1e9bc99570a2a5cf9f2c534c29b2a1a6e5e6909232c9d0d4fc369d4fc9792
3411,0,0,0,0,23bdc8d2652f78fe930c5028c79c2b0f52b6e991f0bce4e5059f764e42cde031
3412,0,0,0,0,a702b3a47f55d4c3c2d671bf3e5868964e5d9ee8f5e6a5e8644d2dc56f79a1b5
3413,3412,1,1,3412,5128f0f87fbf3be3bebba8719f4590567b5b519cd1ceb2a15004b22243e552bb
3414,0,0,0,0,d7e1d3f286d2e9cc36464653cbee71d04a6afe15e4a39a5a14232a4a7a6959f3
3415,0,0,0,0,fb4ed9209af2016427871a182d3ca3cc0ab18aa1947afcc67c6fc64942cb14c3
3416,0,0,0,0,63b587b55551ce7c247513048159760bd9351058544ea9d3f73f6de7cdc66f50
3417,0,0,0,0,8fa2f139d5bfe10e63a767cd34c036cf25649dfee659add42857ba6754f8e9cb
3418,0,0,0,0,2f417a5762c239cf9151ce32ab5764f3a3543576b4d993310336e128fbf3ec58
3419,0,0,0,0,7867c435f7e79e06662fa7019451af02f02fd674c00aaaf69ef7311cb4b0816f
3420,0,0,0,0,fe41e5c6e8594e74a4cc3c5f6723ab2aa5dcf2345184696d4105ede5886c6036
3421,0,0,0,0,c2035e48bacd78aa763a559bf23ee98ab9222db8844b21939163ef1c1d0413d7
3422,0,0,0,0,f8e793175870f9ba486a830529618884cd243358de6b154897e04abfce62abcb
3423,0,0,0,0,8bbcd6dc16ff9a4522d835e55009b4ee401c8e80ac0a159ede565c12ec92b678
3424,0,0,0,0,e86c5719fd5efbfcce1306a0021b331f48438b3d4cd6cd5e1f1f1a387c2ac1e2
3425,0,0,0,0,bb84ce0b2bc8888ca44a51d4caec6ea3bdffe772e2c394f3bb5a1b74b9041d6e
3426,0,0,0,0,62d9ca510e1155468c67636b30274330c97b367431a77109a43ab54539f7ccb1
3427,0,0,0,0,882caf5c5995971c28e041509369fa8e69fca10e1aa8739108ae39903660f95c
3428,0,0,0,0,4ff11739017de48e8755294c5353a09f6a093d9960dbe8265dd90acba9113377
3429,0,0,0,0,9aa7f855247d5c4f77c4b28cc1d06ba7d3b7f1ba5b8325e826191ead209da75b
3430,0,0,0,0,c5efcdd8549534578bfeac70ffb9ffe9d187382701b75761cbb5c0ef3f9e7e0c
3431,0,0,0,0,bce6098b7ccef8e6bb59ccb5c6e0c24942f024ebd74eb9b8cbc920d7bdd3a588
3432,0,0,0,0,30d85e5d38e988b45ea60b7b42703afecd7914682008e990257d465bd542eb39
3433,3432,1,1,3432,a909b851cdbcf4b5c1b0da5330dc309839e66ebc40d52447c876e1e47e776291
3434,0,0,0,0,61819eef4dd17075e23db00baf481424c1f4b5b078da9017def71fa284e080b8
3435,0,0,0,0,774913b4bbca28fe52554f32b6727dfbc29ed32b29939007550e74007a32d286
3436,0,0,0,0,b4bd976f052809d5ff06c2767df39fa78d3f8f0a4865388e06d46f9d1f6feac8
3437,0,0,0,0,2181feed2e2288216f371f648940d15eb54d779cc569b4b0d6ecda0313ba0700
3438,0,0,0,0,98ed7cbccfce6270ffdf6eafdd358344ef1447981fc0ed553a6b500db8176849
3439,0,0,0,0,548679bc823e781542e7f8c4bf1245e5794cc40bd2b1ee2ed211cc2f1dc74f02
3440,0,0,0,0,0065ef137e81916b59993366695f86d0093a0db511fbd165dc975cdccafd3af5
3441,0,0,0,0,6275c6f3655d094c406f19f715b35a4d4c6e76f70634596a033313572efc4eed
3442,0,0,0,0,985f53422dc329d781df61afb2f33f73b9aeb6a84a0671da9386bbbe90adb713
3443,0,0,0,0,633fb859bcf998a1bbc17378bdc84193b365c8eee9cac023e80f3a1676ccabe2
3444,0,0,0,0,e304a90af8d7e22cf57da646f14c18a10a09013be02ad5a2a4b2ce50c5cfaf31
3445,0,0,0,0,79d32e7ec87abc79cd7b90b975cf4d724538b0a7aa510053ed25b410bf68368f
3446,0,0,0,0,3db7f952eace3821a7f4cf598c23db8cfcde99caf70aae3911437c4ea1e7350a
3447,0,0,0,0,54b30d748bc21c057b541baef0e363b5be693e67f170d75655dabb197036e941
3448,0,0,0,0,2d07aebb7d8191bd3c9b9ad8881242c92aca32ee33999f0b7514941ebcf51b0e
3449,3448,1,1,3448,2646b862b55bb6e4169d623285a50cb2cac6f9f6f2036cf98af7a8134da5a19e
3450,0,0,0,0,1b2e247fd7bc9afe1904a530261dc4726d7ef615ef862f904b52934bf4b66add
3451,0,0,0,0,5e73f248d564f9da7e97e4e0f9857084c8095643f2300fd09c29314ed3620aca
3452,0,0,0,0,572484edd0c773cbb29cb76404420c40181e9c36d042f2f8cc615cf86fd5d5e1
3453,0,0,0,0,5d5ec1598c76bd86f3a6ddf5dfa50a2db3574ae0b8465e2e6bcec299f289fb7f
3454,0,0,0,0,358bee6991c6f7ac65f22be8b267cc3f7330b6ad11bc4c275f79081d5dfafebc
3455,0,0,0,0,c6ed896afd6a92e8d4d27c207dad239b5741336440b59f8176525a2a2f574039
3456,0,0,0,0,2af07f9010a2043d9bd7ccda7d0c8c861f95e5c33b247bc2dcb04952f1f0e479
3457,3456,1,1,3456,3db9c9f7090f9531c18ee191bcf2c2d806c6adf104c614382f7946d2ac9e2c9d
3458,0,0,0,0,24f2fd012ac76c8668505c85370c0f2d6a2dced248b15afd04c06c8d2faf801b
3459,0,0,0,0,cecd86ab2e9a50772675a0c511a8cd915c636199ad60164fb2b45413c247531b
3460,0,0,0,0,e8bbf42c61074b5c8e238d83fedc78b842139b9274156a9202baf352f8be3b82
