form,index,window,target,predicted,percent_error
D,28,train,95.8706,116.80017588921497,21.83106801168969
D,29,train,98.8311,117.66228632914387,19.053907453366257
D,30,train,101.3178,117.86216584515658,16.329179912272647
D,31,train,103.7255,120.38022500568754,16.05653865798433
D,32,train,105.4466,120.39847403075719,14.179569593289097
D,33,train,107.1686,120.68078968748186,12.608347675981458
D,34,train,111.0295,123.81760953984725,11.517758379392193
D,35,train,111.8746,124.01705412472631,10.853629085356564
D,36,train,114.3202,124.24298292496817,8.679815924891816
D,37,train,116.2266,124.39423045504202,7.027333205171634
D,38,train,118.7907,124.85069122150533,5.1014020638865905
D,39,train,121.3701,128.98530553134864,6.2743670239611316
D,40,train,122.9468,130.11601415232136,5.831151483667211
D,41,train,124.2568,131.3329635733228,5.694789800898452
D,42,train,127.5166,132.99556668594906,4.2966693637918985
D,43,train,129.5787,133.9742710216489,3.3922018214790635
D,44,train,131.0876,134.1640228273454,2.3468450313724536
D,45,train,133.4977,134.8594845523696,1.0200809095359582
D,46,train,134.7565,136.00415140936536,0.9258561994155198
D,47,train,138.116,136.13591111306152,1.4336419292033429
D,48,train,139.7362,138.46302720292303,0.911125962404135
D,49,train,141.1237,138.9738055924617,1.5234113104590596
D,50,train,143.1118,140.66823560209474,1.7074513757113312
D,51,train,146.0009,143.8507662342648,1.4726852818956633
D,52,train,147.4427,144.65653698132272,1.8896581646139725
D,53,train,150.0515,144.9004639761995,3.4328454056110833
D,54,train,150.9252,147.13341505510596,2.512360391037437
D,55,train,153.0246,152.1149761512658,0.5944298163394546
D,56,train,156.1129,155.16195686147773,0.6091380907806226
D,57,train,157.5975,155.5343218144096,1.3091439810849808
D,58,train,158.8499,160.53824623741383,1.0628563426315276
D,59,train,161.1889,161.99560000647907,0.5004687087504637
D,60,train,163.0306,163.11002777188693,0.04871954828537768
D,61,train,165.5373,163.6585367389583,1.134948595296458
D,62,train,167.1844,164.4235472081411,1.6513818226215622
D,63,train,169.0945,166.6198486197315,1.4634724253411622
D,64,train,169.9119,167.32148057141305,1.5245662184855535
D,65,train,173.4115,168.37970973028627,2.9016473934622122
D,66,train,174.7541,169.0110129731485,3.286381851327951
D,67,train,176.4414,169.37566014569333,4.00458160857183
D,68,train,178.3774,170.97284577613826,4.151060741922316
D,69,train,179.9164,171.8223704171235,4.498772531507142
D,70,train,182.207,174.04771353827175,4.478031284049594
D,71,train,184.8744,174.91195452306766,5.388764197169724
D,72,train,185.9589,176.4650927982692,5.105325532540141
D,73,train,187.2289,176.87477410372708,5.530196404653839
D,74,train,189.4161,177.93583093114233,6.060872897740828
D,75,train,192.0266,178.15284771644167,7.224911696378696
D,76,train,193.0797,181.56922301133207,5.961515886272836
D,77,train,195.2658,183.6596974129546,5.943745697938603
D,78,train,196.8764,183.97462783068232,6.553234501096966
D,79,train,198.0153,184.5852965484258,6.7823059387704925
D,80,train,201.2647,184.86194162037125,8.149843653471647
D,81,train,202.4935,185.60827928870984,8.338648258482456
D,82,train,204.1896,185.94550945680717,8.934877458593796
D,83,train,205.3946,187.58428556221017,8.671267130581732
D,84,train,207.9062,189.24902997270237,8.973840139109674
D,85,train,209.5765,189.59944696668168,9.532105476195245
D,86,train,211.3289,190.27920283221616,9.960633480694712
D,87,train,213.3479,192.23499216676802,9.895999835588718
D,88,train,214.547,193.14189627848117,9.976883257057347
D,89,train,216.1695,195.34506709769306,9.633381629835355
D,90,train,219.0675,196.07876774166704,10.493903595162658
D,91,train,220.7149,197.85324713045972,10.358001598233866
D,92,train,221.3952,197.90947071686404,10.608057122799389
D,93,train,224.007,198.1397116703521,11.547535715244564
D,94,train,224.9833,198.19213583239326,11.908067917755119
D,95,train,227.4214,201.4627583348945,11.414335530915523
D,96,train,229.3374,201.59159273917194,12.098247935499426
D,97,train,231.2882,204.7636614066192,11.468176324335088
D,98,train,231.9872,205.26778949464781,11.517622741837561
D,99,train,233.6934,206.2882004344881,11.726989108597808
D,100,train,236.5242,207.13210357335748,12.42667618224373
D,101,extrapolation,237.7698204809252,207.40280982004347,12.771600112857001
D,102,extrapolation,239.55547757332764,207.68439893820238,13.304257935562989
D,103,extrapolation,241.04915779621658,211.22672754205934,12.37192883261147
D,104,extrapolation,242.8232719342226,211.37912887053344,12.949394353028456
D,105,extrapolation,244.07089849707816,211.46842890902226,13.357786523839174
D,106,extrapolation,247.1369900748975,211.59075177797186,14.38321243863696
D,107,extrapolation,248.10199006014847,212.21965937463946,14.462733925193382
D,108,extrapolation,249.5736896447072,214.18848587642296,14.178258861604592
D,109,extrapolation,251.014947795016,214.7813727556359,14.434827629854611
D,110,extrapolation,253.06998674799948,215.39921774962207,14.88551427312832
D,111,extrapolation,255.30625645491403,218.213146575024,14.528868346177996
D,112,extrapolation,256.38071369443446,218.29278310552056,14.856004587891402
D,113,extrapolation,258.6104394915314,219.14319069216174,15.261274400588176
D,114,extrapolation,259.874406989678,222.78681583363164,14.27135191404956
D,115,extrapolation,260.8050845045969,223.46003072558577,14.319143298125727
D,116,extrapolation,263.57389390487015,223.98375057118972,15.020510091932481
D,117,extrapolation,265.55785183887633,224.30863067044714,15.5330452038212
D,118,extrapolation,266.6149737815011,224.6249789102248,15.749301052268857
D,119,extrapolation,267.92191508282406,225.442604211427,15.855108701453258
D,120,extrapolation,269.9704490239976,226.12216289559603,16.24188361612271
D,121,extrapolation,271.494055641645,227.98330694180848,16.026409343292567
D,122,extrapolation,273.4596091884033,228.66061987983707,16.38230576044648
D,123,extrapolation,275.58749264934386,229.07512824512756,16.87753096378666
D,124,extrapolation,276.4520495031329,229.54468129950564,16.9676326465779
D,125,extrapolation,278.25074352984194,230.9641370591864,16.994242628352264
D,126,extrapolation,279.22925092774517,231.32368211882553,17.156357598551143
D,127,extrapolation,282.4651147650521,232.92091164322363,17.539936980550028
D,128,extrapolation,283.2111857332339,234.46519047723586,17.211889117230527
D,129,extrapolation,284.83596398090475,237.73788246778952,16.535159695028067
D,130,extrapolation,286.6674453630029,241.87989208613504,15.623522657117212
D,131,extrapolation,287.9119205014222,242.33313945159506,15.830807203275201
D,132,extrapolation,289.5798549292188,243.37900612137526,15.954441588879275
D,133,extrapolation,291.8462913290674,243.63833555729863,16.51826910399644
D,134,extrapolation,293.5584341393563,243.88254640783038,16.921975986540406
D,135,extrapolation,294.9653696192655,245.8404291798583,16.654477270608602
D,136,extrapolation,295.57325487895827,246.0136295243405,16.767290184936787
D,137,extrapolation,297.97927706194344,247.141629496092,17.060799686175287
D,138,extrapolation,299.8403260537213,247.2496362872337,17.539565294184317
D,139,extrapolation,301.64932546219416,247.61837711924161,17.911841261426677
D,140,extrapolation,302.6967495896069,248.97866173462958,17.74650303573056
D,141,extrapolation,304.8643713408573,250.75265094588673,17.749440564988262
D,142,extrapolation,305.7289126020368,251.42157173302567,17.76323358062712
D,143,extrapolation,307.2194961281701,252.25796401010788,17.88998836686217
D,144,extrapolation,310.1094631467019,252.32703153426297,18.63291465733314
D,145,extrapolation,311.165141530356,253.13551507559336,18.64914115037577
D,146,extrapolation,312.4278011806009,256.7241884598106,17.829275279055746
D,147,extrapolation,313.9852857311589,256.85523332589236,18.195136842871854
D,148,extrapolation,315.47561608947575,258.1373410444844,18.17518442652917
D,149,extrapolation,317.7348059423702,259.2342453000385,18.411757084284428
D,150,extrapolation,318.8531042563166,260.0351696666929,18.446718505943004
E,1,train,14.1347,14.1347,0.0
E,2,train,21.022,14.831415158579693,29.44812501864859
E,3,train,25.0108,25.554323171994092,2.1731538854978343
E,4,train,30.4248,25.77370775343908,15.287174431913837
E,5,train,32.935,28.4664155720291,13.567889564204958
E,6,train,37.5861,29.397184608483382,21.787084564550774
E,7,train,40.9187,30.292578069793745,25.96886492045509
E,8,train,43.327,40.38775118245746,6.78387337582233
E,9,train,48.0051,41.92750599717147,12.660309014726616
E,10,train,49.7738,43.89751560318551,11.805979042818693
E,11,train,52.9703,49.73818327886443,6.101752720176341
E,12,train,56.4462,60.621885451696535,7.397637842222395
E,13,train,59.347,66.95980072532019,12.82760834636998
E,14,train,60.8317,67.3168872358702,10.66086799459854
E,15,train,65.1125,73.5796374150468,13.003858575614217
E,16,train,67.0798,78.89580509773606,17.614848430877924
E,17,train,69.5464,80.89223879937228,16.314056226306857
E,18,train,72.0671,81.06679320028917,12.487935826874084
E,19,train,75.7046,84.0172571677396,10.98038582561641
E,20,train,77.1448,88.94114071981151,15.291167674051277
E,21,train,79.3373,100.13599842224397,26.215535973929004
E,22,train,82.9103,102.09317278766578,23.136899501830015
E,23,train,84.7354,104.7234082098298,23.588734118007114
E,24,train,87.4252,106.36465907705227,21.6636153844112
E,25,train,88.8091,109.4573222482426,23.250119918164472
E,26,train,92.4918,109.83244076768347,18.748300679285588
E,27,train,94.6513,112.89792494133296,19.277733048920567
E,28,train,95.8706,114.29898287566373,19.222142007730973
E,29,train,98.8311,116.92664029158574,18.309560747159278
E,30,train,101.3178,119.91265178262258,18.352996001317212
E,31,train,103.7255,120.56832985584178,16.237887362164354
E,32,train,105.4466,120.66180377482436,14.429297649070108
E,33,train,107.1686,120.97404313872899,12.8819851511814
E,34,train,111.0295,122.4150976077025,10.254569828471269
E,35,train,111.8746,123.41370150676842,10.314317554447943
E,36,train,114.3202,126.80425077756564,10.92024924516021
E,37,train,116.2266,127.30501117058519,9.531734706672298
E,38,train,118.7907,130.92028480399844,10.21088755601107
E,39,train,121.3701,133.28572301766087,9.817593474555
E,40,train,122.9468,133.93163218392456,8.934622278843019
E,41,train,124.2568,138.19648572845477,11.21844899309718
E,42,train,127.5166,138.29729085839247,8.454343088188107
E,43,train,129.5787,138.98052048980375,7.255683603712457
E,44,train,131.0876,140.20279468489196,6.95351405082704
E,45,train,133.4977,140.98041270856163,5.605124813806995
E,46,train,134.7565,143.53082812462816,6.511246674281516
E,47,train,138.116,145.99350168787348,5.703540276197878
E,48,train,139.7362,147.40627828280068,5.488970132865133
E,49,train,141.1237,149.0122425329402,5.589807050793164
E,50,train,143.1118,149.46087762156895,4.436445926589538
E,51,train,146.0009,152.09817885067915,4.176192647222822
E,52,train,147.4427,152.20989496340408,3.23325262180093
E,53,train,150.0515,153.0664016696725,2.00924460580034
E,54,train,150.9252,154.14185548374857,2.1312911851358036
E,55,train,153.0246,155.10614345323003,1.3602672075143736
E,56,train,156.1129,156.0428012232815,0.04490261645162554
E,57,train,157.5975,156.4375938876986,0.7359927107355128
E,58,train,158.8499,159.97525779027336,0.708440981249198
E,59,train,161.1889,160.32129095947963,0.5382560713053839
E,60,train,163.0306,161.44186282817037,0.9745024380880772
E,61,train,165.5373,162.0965809309398,2.078515880747227
E,62,train,167.1844,164.09648068939694,1.8470140220038889
E,63,train,169.0945,165.4639725196975,2.1470405485113377
E,64,train,169.9119,166.9778055403622,1.72683282315
E,65,train,173.4115,167.25330194413988,3.5512051137670295
E,66,train,174.7541,176.57936642209935,1.0444770234857785
E,67,train,176.4414,177.1802571475921,0.4187549790423982
E,68,train,178.3774,177.5602582936821,0.4580971055290064
E,69,train,179.9164,177.77311949772493,1.1912646664089963
E,70,train,182.207,177.924593773473,2.3502973137843233
E,71,train,184.8744,178.57641326330662,3.4066299805129256
E,72,train,185.9589,183.6557922031925,1.2385036676424175
E,73,train,187.2289,184.46945068885307,1.4738372714612635
E,74,train,189.4161,184.99303325373356,2.335106015943968
E,75,train,192.0266,186.2082088375856,3.0299922835765463
E,76,train,193.0797,187.1518760004343,3.070143572610535
E,77,train,195.2658,189.48002171397994,2.963026954039097
E,78,train,196.8764,191.45313261876095,2.7546559065683054
E,79,train,198.0153,191.88130484421782,3.09773798074299
E,80,train,201.2647,192.00218748089196,4.6021545353497375
E,81,train,202.4935,193.4900177896128,4.446306775470425
E,82,train,204.1896,194.46785087432175,4.761138239008381
E,83,train,205.3946,194.5699565718771,5.270169433920316
E,84,train,207.9062,197.62884420811963,4.943265661091579
E,85,train,209.5765,197.84998219674884,5.595340032518517
E,86,train,211.3289,198.6382340364668,6.005172961924851
E,87,train,213.3479,199.38162020915766,6.546246666052185
E,88,train,214.547,201.38178527105038,6.136284697035904
E,89,train,216.1695,202.1210112306459,6.498830209328371
E,90,train,219.0675,204.20817251280315,6.782990396657127
E,91,train,220.7149,205.87170784304655,6.725052163199426
E,92,train,221.3952,206.7020070632721,6.636635725041863
E,93,train,224.007,207.48305933803485,7.376528707569476
E,94,train,224.9833,207.68811816291364,7.687318052978321
E,95,train,227.4214,207.8580003251864,8.602268596892644
E,96,train,229.3374,207.87959295087032,9.356435997412408
E,97,train,231.2882,211.72198082607693,8.459670304807188
E,98,train,231.9872,211.79217649995175,8.705231797292372
E,99,train,233.6934,213.0123104207112,8.849667803750041
E,100,train,236.5242,214.74256248936143,9.20905239744541
E,101,extrapolation,237.7698204809252,214.78317046900113,9.667606244320712
E,102,extrapolation,239.55547757332764,214.87268543755567,10.303580776280345
E,103,extrapolation,241.04915779621658,215.1876674754026,10.728720464013124
E,104,extrapolation,242.8232719342226,217.08600671720023,10.599175693503636
E,105,extrapolation,244.07089849707816,218.27170324524937,10.570369270033085
E,106,extrapolation,247.1369900748975,218.77275515251708,11.477130523352391
E,107,extrapolation,248.10199006014847,219.18787069607694,11.654126336133679
E,108,extrapolation,249.5736896447072,220.96884187208664,11.461483705811453
E,109,extrapolation,251.014947795016,221.30990797742334,11.833972469978333
E,110,extrapolation,253.06998674799948,222.08798502377027,12.24246388216722
E,111,extrapolation,255.30625645491403,222.83819783259403,12.717298460742468
E,112,extrapolation,256.38071369443446,223.78455936233726,12.713965049237945
E,113,extrapolation,258.6104394915314,224.28848762197472,13.271680732239194
E,114,extrapolation,259.874406989678,224.90295772089218,13.457057843396967
E,115,extrapolation,260.8050845045969,224.9798185893338,13.736413913599005
E,116,extrapolation,263.57389390487015,225.2084954629863,14.555841579565085
E,117,extrapolation,265.55785183887633,230.27473713705737,13.286413659960811
E,118,extrapolation,266.6149737815011,231.89708963239258,13.0217307965459
E,119,extrapolation,267.92191508282406,232.0660708170966,13.382945644682763
E,120,extrapolation,269.9704490239976,234.00850034478654,13.32069817612313
E,121,extrapolation,271.494055641645,234.9200836419097,13.47137119201262
E,122,extrapolation,273.4596091884033,235.6784970765416,13.815975318618978
E,123,extrapolation,275.58749264934386,235.99235061360946,14.367539562513839
E,124,extrapolation,276.4520495031329,239.12753694841865,13.501260931795436
E,125,extrapolation,278.25074352984194,239.520871523193,13.919054272893698
E,126,extrapolation,279.22925092774517,240.08727256093883,14.017864617247756
E,127,extrapolation,282.4651147650521,240.41880840812112,14.885486440300458
E,128,extrapolation,283.2111857332339,242.12814892253897,14.506149078939421
E,129,extrapolation,284.83596398090475,242.98253956527773,14.693869352267905
E,130,extrapolation,286.6674453630029,244.40144430938486,14.743913805802825
E,131,extrapolation,287.9119205014222,246.0945671618305,14.524356361057691
E,132,extrapolation,289.5798549292188,246.37308740148575,14.92050182092051
E,133,extrapolation,291.8462913290674,246.51080979009475,15.534026947032618
E,134,extrapolation,293.5584341393563,249.37376736244994,15.051404299265087
E,135,extrapolation,294.9653696192655,249.61511190642304,15.374773578125303
E,136,extrapolation,295.57325487895827,251.22832728361124,15.003024415557137
E,137,extrapolation,297.97927706194344,252.7000102145121,15.195441540056743
E,138,extrapolation,299.8403260537213,255.5682713347992,14.76521030429711
E,139,extrapolation,301.64932546219416,255.76207224312398,15.21211862441948
E,140,extrapolation,302.6967495896069,256.830867372843,15.152419799336595
E,141,extrapolation,304.8643713408573,256.8937525532673,15.735068869020408
E,142,extrapolation,305.7289126020368,257.16696389990034,15.88398960661889
E,143,extrapolation,307.2194961281701,257.4601769063043,16.196667154582695
E,144,extrapolation,310.1094631467019,257.99325586191844,16.805745544156164
E,145,extrapolation,311.165141530356,258.49488185019277,16.926786664188388
E,146,extrapolation,312.4278011806009,260.2598903623874,16.697589209757137
E,147,extrapolation,313.9852857311589,261.6451402017348,16.66961730628322
E,148,extrapolation,315.47561608947575,262.4780995899572,16.799243363546456
E,149,extrapolation,317.7348059423702,264.6816572895815,16.697304689499873
E,150,extrapolation,318.8531042563166,266.9060216699742,16.291854114922984
