candidate_id,graph_variant,cutoff,length,rotation_canonical_word,primitive_root_length,repetition_number,orientation_convention,mass,edge_quotient_word,source_oracle_free
SD-C23,full,31,13,4 5 6 7 4 5 6 7 8 9 5 6 7,13,1,directed_rotations_only_no_reflection,10668672000,1 1 1 2 1 1 1 1 1 2 1 1 2,True
SD-C23,full,31,13,4 5 6 7 8 9 5 6 7 8 9 10 11,13,1,directed_rotations_only_no_reflection,100590336000,1 1 1 1 1 2 1 1 1 1 1 1 3,True
SD-C23,full,31,13,5 6 7 8 9 10 11 12 13 14 15 8 9,13,1,directed_rotations_only_no_reflection,3923023104000,1 1 1 1 1 1 1 1 1 1 2 1 2,True
SD-C23,full,31,13,6 7 8 9 10 11 12 13 7 8 9 10 11,13,1,directed_rotations_only_no_reflection,2876883609600,1 1 1 1 1 1 1 2 1 1 1 1 2,True
SD-C23,full,31,13,13 14 15 16 17 18 19 20 21 22 23 24 25,13,1,directed_rotations_only_no_reflection,32382376266240000,1 1 1 1 1 1 1 1 1 1 1 1 2,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 2 3 2 3 4 5,14,1,directed_rotations_only_no_reflection,933120,1 2 1 2 1 2 1 2 1 2 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 2 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,6531840,1 2 1 2 1 2 1 2 1 1 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 4 5 2 3 4 5,14,1,directed_rotations_only_no_reflection,3110400,1 2 1 2 1 2 1 1 1 3 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 4 5 3 4 5 3,14,1,directed_rotations_only_no_reflection,4665600,1 2 1 2 1 2 1 1 1 2 1 1 2 2,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,21772800,1 2 1 2 1 2 1 1 1 1 1 2 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 4 5 6 7 8 3,14,1,directed_rotations_only_no_reflection,26127360,1 2 1 2 1 2 1 1 1 1 1 1 3 2,True
SD-C23,full,31,14,2 3 2 3 2 3 2 3 4 5 6 7 8 9,14,1,directed_rotations_only_no_reflection,78382080,1 2 1 2 1 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 2 3 2 3 4 5,14,1,directed_rotations_only_no_reflection,3110400,1 2 1 2 1 1 1 3 1 2 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 2 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,21772800,1 2 1 2 1 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 3 2 3 4 5 3,14,1,directed_rotations_only_no_reflection,4665600,1 2 1 2 1 1 1 2 2 1 1 1 2 2,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 3 4 5 3 4 5,14,1,directed_rotations_only_no_reflection,15552000,1 2 1 2 1 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 6 7 2 3 4 5,14,1,directed_rotations_only_no_reflection,21772800,1 2 1 2 1 1 1 1 1 4 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 6 7 4 5 6 7,14,1,directed_rotations_only_no_reflection,152409600,1 2 1 2 1 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 6 7 8 3 4 5,14,1,directed_rotations_only_no_reflection,87091200,1 2 1 2 1 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 6 7 8 9 5 3,14,1,directed_rotations_only_no_reflection,195955200,1 2 1 2 1 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,14,2 3 2 3 2 3 4 5 6 7 8 9 10 11,14,1,directed_rotations_only_no_reflection,1437004800,1 2 1 2 1 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,14,2 3 2 3 4 5 2 3 2 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,21772800,1 2 1 1 1 3 1 2 1 1 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 4 5 2 3 4 5 2 3 4 5,14,1,directed_rotations_only_no_reflection,10368000,1 2 1 1 1 3 1 1 1 3 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 2 3 4 5 3 4 5 3,14,1,directed_rotations_only_no_reflection,15552000,1 2 1 1 1 3 1 1 1 2 1 1 2 2,True
SD-C23,full,31,14,2 3 2 3 4 5 2 3 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,72576000,1 2 1 1 1 3 1 1 1 1 1 2 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 2 3 4 5 6 7 8 3,14,1,directed_rotations_only_no_reflection,87091200,1 2 1 1 1 3 1 1 1 1 1 1 3 2,True
SD-C23,full,31,14,2 3 2 3 4 5 2 3 4 5 6 7 8 9,14,1,directed_rotations_only_no_reflection,261273600,1 2 1 1 1 3 1 1 1 1 1 1 1 5,True
SD-C23,full,31,14,2 3 2 3 4 5 3 2 3 4 5 3 4 5,14,1,directed_rotations_only_no_reflection,15552000,1 2 1 1 1 2 2 1 1 1 2 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 3 4 5 2 3 4 5 3,14,1,directed_rotations_only_no_reflection,15552000,1 2 1 1 1 2 1 1 3 1 1 1 2 2,True
SD-C23,full,31,14,2 3 2 3 4 5 3 4 5 3 2 3 4 5,14,1,directed_rotations_only_no_reflection,15552000,1 2 1 1 1 2 1 1 2 2 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 3 4 5 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,108864000,1 2 1 1 1 2 1 1 2 1 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 4 5 3 4 5 6 7 4 5 3,14,1,directed_rotations_only_no_reflection,108864000,1 2 1 1 1 2 1 1 1 1 2 1 2 2,True
SD-C23,full,31,14,2 3 2 3 4 5 3 4 5 6 7 8 9 5,14,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 2 1 1 1 1 1 1 2 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 2 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,152409600,1 2 1 1 1 1 1 4 1 1 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 4 5 2 3 4 5,14,1,directed_rotations_only_no_reflection,72576000,1 2 1 1 1 1 1 2 1 3 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 4 5 3 4 5 3,14,1,directed_rotations_only_no_reflection,108864000,1 2 1 1 1 1 1 2 1 2 1 1 2 2,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,508032000,1 2 1 1 1 1 1 2 1 1 1 2 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 4 5 6 7 8 3,14,1,directed_rotations_only_no_reflection,609638400,1 2 1 1 1 1 1 2 1 1 1 1 3 2,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 4 5 6 7 8 9,14,1,directed_rotations_only_no_reflection,1828915200,1 2 1 1 1 1 1 2 1 1 1 1 1 5,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 3 2 3 4 5,14,1,directed_rotations_only_no_reflection,87091200,1 2 1 1 1 1 1 1 3 2 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,609638400,1 2 1 1 1 1 1 1 3 1 1 1 1 4,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 9 2 3 4 5,14,1,directed_rotations_only_no_reflection,261273600,1 2 1 1 1 1 1 1 1 5 1 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 9 5 3 4 5,14,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 1 1 1 1 2 2 1 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 9 10 11 4 5,14,1,directed_rotations_only_no_reflection,4790016000,1 2 1 1 1 1 1 1 1 1 1 3 1 3,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 9 10 11 6 7,14,1,directed_rotations_only_no_reflection,10059033600,1 2 1 1 1 1 1 1 1 1 1 2 1 4,True
SD-C23,full,31,14,2 3 2 3 4 5 6 7 8 9 10 11 12 13,14,1,directed_rotations_only_no_reflection,37362124800,1 2 1 1 1 1 1 1 1 1 1 1 1 7,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 2 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,72576000,1 1 1 3 1 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 3 2 3 4 5 3,14,1,directed_rotations_only_no_reflection,15552000,1 1 1 3 1 1 1 2 2 1 1 1 2 2,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 3 4 5 3 4 5,14,1,directed_rotations_only_no_reflection,51840000,1 1 1 3 1 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 6 7 4 5 6 7,14,1,directed_rotations_only_no_reflection,508032000,1 1 1 3 1 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 6 7 8 3 4 5,14,1,directed_rotations_only_no_reflection,290304000,1 1 1 3 1 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 6 7 8 9 5 3,14,1,directed_rotations_only_no_reflection,653184000,1 1 1 3 1 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,14,2 3 4 5 2 3 4 5 6 7 8 9 10 11,14,1,directed_rotations_only_no_reflection,4790016000,1 1 1 3 1 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,14,2 3 4 5 3 2 3 4 5 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,108864000,1 1 1 2 2 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 3 2 3 4 5 6 7 4 5 3,14,1,directed_rotations_only_no_reflection,108864000,1 1 1 2 2 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,14,2 3 4 5 3 2 3 4 5 6 7 8 9 5,14,1,directed_rotations_only_no_reflection,653184000,1 1 1 2 2 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,14,2 3 4 5 3 4 5 3 2 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,108864000,1 1 1 2 1 1 2 2 1 1 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 3 4 5 3 4 5 3 4 5 3,14,1,directed_rotations_only_no_reflection,77760000,1 1 1 2 1 1 2 1 1 2 1 1 2 2,True
SD-C23,full,31,14,2 3 4 5 3 4 5 3 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,362880000,1 1 1 2 1 1 2 1 1 1 1 2 1 3,True
SD-C23,full,31,14,2 3 4 5 3 4 5 3 4 5 6 7 8 3,14,1,directed_rotations_only_no_reflection,435456000,1 1 1 2 1 1 2 1 1 1 1 1 3 2,True
SD-C23,full,31,14,2 3 4 5 3 4 5 3 4 5 6 7 8 9,14,1,directed_rotations_only_no_reflection,1306368000,1 1 1 2 1 1 2 1 1 1 1 1 1 5,True
SD-C23,full,31,14,2 3 4 5 3 4 5 6 7 4 5 3 4 5,14,1,directed_rotations_only_no_reflection,362880000,1 1 1 2 1 1 1 1 2 1 2 1 1 3,True
SD-C23,full,31,14,2 3 4 5 3 4 5 6 7 8 3 4 5 3,14,1,directed_rotations_only_no_reflection,435456000,1 1 1 2 1 1 1 1 1 3 1 1 2 2,True
SD-C23,full,31,14,2 3 4 5 3 4 5 6 7 8 9 5 6 7,14,1,directed_rotations_only_no_reflection,4572288000,1 1 1 2 1 1 1 1 1 1 2 1 1 4,True
SD-C23,full,31,14,2 3 4 5 3 4 5 6 7 8 9 10 11 3,14,1,directed_rotations_only_no_reflection,7185024000,1 1 1 2 1 1 1 1 1 1 1 1 4 2,True
SD-C23,full,31,14,2 3 4 5 6 7 2 3 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,508032000,1 1 1 1 1 4 1 1 1 1 1 2 1 3,True
SD-C23,full,31,14,2 3 4 5 6 7 2 3 4 5 6 7 8 3,14,1,directed_rotations_only_no_reflection,609638400,1 1 1 1 1 4 1 1 1 1 1 1 3 2,True
SD-C23,full,31,14,2 3 4 5 6 7 2 3 4 5 6 7 8 9,14,1,directed_rotations_only_no_reflection,1828915200,1 1 1 1 1 4 1 1 1 1 1 1 1 5,True
SD-C23,full,31,14,2 3 4 5 6 7 4 5 3 4 5 3 4 5,14,1,directed_rotations_only_no_reflection,362880000,1 1 1 1 1 2 1 2 1 1 2 1 1 3,True
SD-C23,full,31,14,2 3 4 5 6 7 4 5 6 7 4 5 6 7,14,1,directed_rotations_only_no_reflection,3556224000,1 1 1 1 1 2 1 1 1 2 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 6 7 4 5 6 7 8 3 4 5,14,1,directed_rotations_only_no_reflection,2032128000,1 1 1 1 1 2 1 1 1 1 3 1 1 3,True
SD-C23,full,31,14,2 3 4 5 6 7 4 5 6 7 8 9 5 3,14,1,directed_rotations_only_no_reflection,4572288000,1 1 1 1 1 2 1 1 1 1 1 2 2 2,True
SD-C23,full,31,14,2 3 4 5 6 7 4 5 6 7 8 9 10 11,14,1,directed_rotations_only_no_reflection,33530112000,1 1 1 1 1 2 1 1 1 1 1 1 1 6,True
SD-C23,full,31,14,2 3 4 5 6 7 8 3 4 5 3 4 5 3,14,1,directed_rotations_only_no_reflection,435456000,1 1 1 1 1 1 3 1 1 2 1 1 2 2,True
SD-C23,full,31,14,2 3 4 5 6 7 8 3 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,2032128000,1 1 1 1 1 1 3 1 1 1 1 2 1 3,True
SD-C23,full,31,14,2 3 4 5 6 7 8 3 4 5 6 7 8 3,14,1,directed_rotations_only_no_reflection,2438553600,1 1 1 1 1 1 3 1 1 1 1 1 3 2,True
SD-C23,full,31,14,2 3 4 5 6 7 8 3 4 5 6 7 8 9,14,1,directed_rotations_only_no_reflection,7315660800,1 1 1 1 1 1 3 1 1 1 1 1 1 5,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 5 3 4 5 6 7,14,1,directed_rotations_only_no_reflection,4572288000,1 1 1 1 1 1 1 2 2 1 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 5 6 7 4 5 3,14,1,directed_rotations_only_no_reflection,4572288000,1 1 1 1 1 1 1 2 1 1 2 1 2 2,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 5 6 7 8 9 5,14,1,directed_rotations_only_no_reflection,27433728000,1 1 1 1 1 1 1 2 1 1 1 1 2 3,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 3 4 5 3,14,1,directed_rotations_only_no_reflection,7185024000,1 1 1 1 1 1 1 1 1 4 1 1 2 2,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 4 5 6 7,14,1,directed_rotations_only_no_reflection,33530112000,1 1 1 1 1 1 1 1 1 3 1 1 1 4,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 6 7 4 5,14,1,directed_rotations_only_no_reflection,33530112000,1 1 1 1 1 1 1 1 1 2 1 2 1 3,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 6 7 8 3,14,1,directed_rotations_only_no_reflection,40236134400,1 1 1 1 1 1 1 1 1 2 1 1 3 2,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 6 7 8 9,14,1,directed_rotations_only_no_reflection,120708403200,1 1 1 1 1 1 1 1 1 2 1 1 1 5,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 12 13 14 3,14,1,directed_rotations_only_no_reflection,261534873600,1 1 1 1 1 1 1 1 1 1 1 1 5 2,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 12 13 14 5,14,1,directed_rotations_only_no_reflection,435891456000,1 1 1 1 1 1 1 1 1 1 1 1 3 3,True
SD-C23,full,31,14,2 3 4 5 6 7 8 9 10 11 12 13 14 15,14,1,directed_rotations_only_no_reflection,1307674368000,1 1 1 1 1 1 1 1 1 1 1 1 1 8,True
SD-C23,full,31,14,3 4 5 3 4 5 3 4 5 6 7 8 9 5,14,1,directed_rotations_only_no_reflection,3265920000,1 1 2 1 1 2 1 1 1 1 1 1 2 2,True
SD-C23,full,31,14,3 4 5 3 4 5 6 7 4 5 6 7 4 5,14,1,directed_rotations_only_no_reflection,2540160000,1 1 2 1 1 1 1 2 1 1 1 2 1 2,True
SD-C23,full,31,14,3 4 5 3 4 5 6 7 8 9 5 6 7 8,14,1,directed_rotations_only_no_reflection,18289152000,1 1 2 1 1 1 1 1 1 2 1 1 1 3,True
SD-C23,full,31,14,3 4 5 3 4 5 6 7 8 9 10 11 4 5,14,1,directed_rotations_only_no_reflection,23950080000,1 1 2 1 1 1 1 1 1 1 1 3 1 2,True
SD-C23,full,31,14,3 4 5 6 7 4 5 6 7 4 5 6 7 8,14,1,directed_rotations_only_no_reflection,14224896000,1 1 1 1 2 1 1 1 2 1 1 1 1 3,True
SD-C23,full,31,14,3 4 5 6 7 8 3 4 5 6 7 8 9 5,14,1,directed_rotations_only_no_reflection,18289152000,1 1 1 1 1 3 1 1 1 1 1 1 2 2,True
SD-C23,full,31,14,3 4 5 6 7 8 9 5 6 7 8 9 10 11,14,1,directed_rotations_only_no_reflection,301771008000,1 1 1 1 1 1 2 1 1 1 1 1 1 4,True
SD-C23,full,31,14,3 4 5 6 7 8 9 10 11 4 5 6 7 8,14,1,directed_rotations_only_no_reflection,134120448000,1 1 1 1 1 1 1 1 3 1 1 1 1 3,True
SD-C23,full,31,14,3 4 5 6 7 8 9 10 11 6 7 8 9 5,14,1,directed_rotations_only_no_reflection,301771008000,1 1 1 1 1 1 1 1 2 1 1 1 2 2,True
SD-C23,full,31,14,3 4 5 6 7 8 9 10 11 12 13 7 4 5,14,1,directed_rotations_only_no_reflection,435891456000,1 1 1 1 1 1 1 1 1 1 2 2 1 2,True
SD-C23,full,31,14,3 4 5 6 7 8 9 10 11 12 13 14 15 8,14,1,directed_rotations_only_no_reflection,5230697472000,1 1 1 1 1 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,14,4 5 6 7 4 5 6 7 8 9 10 11 6 7,14,1,directed_rotations_only_no_reflection,234710784000,1 1 1 2 1 1 1 1 1 1 1 2 1 2,True
SD-C23,full,31,14,4 5 6 7 8 9 5 6 7 8 9 5 6 7,14,1,directed_rotations_only_no_reflection,192036096000,1 1 1 1 1 2 1 1 1 1 2 1 1 2,True
SD-C23,full,31,14,4 5 6 7 8 9 10 11 6 7 8 9 10 11,14,1,directed_rotations_only_no_reflection,2212987392000,1 1 1 1 1 1 1 2 1 1 1 1 1 3,True
SD-C23,full,31,14,4 5 6 7 8 9 10 11 12 13 14 5 6 7,14,1,directed_rotations_only_no_reflection,3051240192000,1 1 1 1 1 1 1 1 1 1 3 1 1 2,True
SD-C23,full,31,14,5 6 7 8 9 10 11 12 13 14 15 16 17 9,14,1,directed_rotations_only_no_reflection,133382785536000,1 1 1 1 1 1 1 1 1 1 1 1 2 2,True
SD-C23,full,31,14,6 7 8 9 10 11 12 13 14 15 8 9 10 11,14,1,directed_rotations_only_no_reflection,86306508288000,1 1 1 1 1 1 1 1 1 2 1 1 1 2,True
SD-C23,full,31,14,7 8 9 10 11 12 13 14 15 16 17 18 19 20,14,1,directed_rotations_only_no_reflection,3379030566912000,1 1 1 1 1 1 1 1 1 1 1 1 1 3,True
SD-C23,full,31,14,14 15 16 17 18 19 20 21 22 23 24 25 26 27,14,1,directed_rotations_only_no_reflection,1748648318376960000,1 1 1 1 1 1 1 1 1 1 1 1 1 2,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 2 3 2 3 4 5 3,15,1,directed_rotations_only_no_reflection,2799360,1 2 1 2 1 2 1 2 1 2 1 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 2 3 4 5 3 4 5,15,1,directed_rotations_only_no_reflection,9331200,1 2 1 2 1 2 1 2 1 1 1 2 1 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 4 5 2 3 4 5 3,15,1,directed_rotations_only_no_reflection,9331200,1 2 1 2 1 2 1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 4 5 3 2 3 4 5,15,1,directed_rotations_only_no_reflection,9331200,1 2 1 2 1 2 1 1 1 2 2 1 1 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 4 5 3 4 5 6 7,15,1,directed_rotations_only_no_reflection,65318400,1 2 1 2 1 2 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 4 5 6 7 4 5 3,15,1,directed_rotations_only_no_reflection,65318400,1 2 1 2 1 2 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 2 3 4 5 6 7 8 9 5,15,1,directed_rotations_only_no_reflection,391910400,1 2 1 2 1 2 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 2 3 2 3 4 5 3,15,1,directed_rotations_only_no_reflection,9331200,1 2 1 2 1 1 1 3 1 2 1 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 2 3 4 5 3 4 5,15,1,directed_rotations_only_no_reflection,31104000,1 2 1 2 1 1 1 3 1 1 1 2 1 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 2 3 2 3 4 5,15,1,directed_rotations_only_no_reflection,9331200,1 2 1 2 1 1 1 2 2 1 2 1 1 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 2 3 4 5 6 7,15,1,directed_rotations_only_no_reflection,65318400,1 2 1 2 1 1 1 2 2 1 1 1 1 1 4,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 4 5 2 3 4 5,15,1,directed_rotations_only_no_reflection,31104000,1 2 1 2 1 1 1 2 1 1 3 1 1 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 4 5 3 4 5 3,15,1,directed_rotations_only_no_reflection,46656000,1 2 1 2 1 1 1 2 1 1 2 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 4 5 6 7 4 5,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 2 1 1 1 2 1 1 1 1 2 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 4 5 6 7 8 3,15,1,directed_rotations_only_no_reflection,261273600,1 2 1 2 1 1 1 2 1 1 1 1 1 3 2,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 3 4 5 6 7 8 9,15,1,directed_rotations_only_no_reflection,783820800,1 2 1 2 1 1 1 2 1 1 1 1 1 1 5,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 6 7 2 3 4 5 3,15,1,directed_rotations_only_no_reflection,65318400,1 2 1 2 1 1 1 1 1 4 1 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 6 7 4 5 3 4 5,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 2 1 1 1 1 1 2 1 2 1 1 3,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 6 7 8 3 4 5 3,15,1,directed_rotations_only_no_reflection,261273600,1 2 1 2 1 1 1 1 1 1 3 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 6 7 8 9 5 6 7,15,1,directed_rotations_only_no_reflection,2743372800,1 2 1 2 1 1 1 1 1 1 1 2 1 1 4,True
SD-C23,full,31,15,2 3 2 3 2 3 4 5 6 7 8 9 10 11 3,15,1,directed_rotations_only_no_reflection,4311014400,1 2 1 2 1 1 1 1 1 1 1 1 1 4 2,True
SD-C23,full,31,15,2 3 2 3 4 5 2 3 2 3 4 5 3 4 5,15,1,directed_rotations_only_no_reflection,31104000,1 2 1 1 1 3 1 2 1 1 1 2 1 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 2 3 4 5 2 3 4 5 3,15,1,directed_rotations_only_no_reflection,31104000,1 2 1 1 1 3 1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 4 5 2 3 4 5 3 2 3 4 5,15,1,directed_rotations_only_no_reflection,31104000,1 2 1 1 1 3 1 1 1 2 2 1 1 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 2 3 4 5 3 4 5 6 7,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 1 1 3 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,15,2 3 2 3 4 5 2 3 4 5 6 7 4 5 3,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 1 1 3 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,15,2 3 2 3 4 5 2 3 4 5 6 7 8 9 5,15,1,directed_rotations_only_no_reflection,1306368000,1 2 1 1 1 3 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,15,2 3 2 3 4 5 3 2 3 2 3 4 5 6 7,15,1,directed_rotations_only_no_reflection,65318400,1 2 1 1 1 2 2 1 2 1 1 1 1 1 4,True
SD-C23,full,31,15,2 3 2 3 4 5 3 2 3 4 5 2 3 4 5,15,1,directed_rotations_only_no_reflection,31104000,1 2 1 1 1 2 2 1 1 1 3 1 1 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 3 2 3 4 5 3 4 5 3,15,1,directed_rotations_only_no_reflection,46656000,1 2 1 1 1 2 2 1 1 1 2 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 4 5 3 2 3 4 5 6 7 4 5,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 1 1 2 2 1 1 1 1 1 2 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 3 2 3 4 5 6 7 8 3,15,1,directed_rotations_only_no_reflection,261273600,1 2 1 1 1 2 2 1 1 1 1 1 1 3 2,True
SD-C23,full,31,15,2 3 2 3 4 5 3 2 3 4 5 6 7 8 9,15,1,directed_rotations_only_no_reflection,783820800,1 2 1 1 1 2 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 2 3 4 5 6 7,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 1 1 2 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 3 2 3 4 5 3,15,1,directed_rotations_only_no_reflection,46656000,1 2 1 1 1 2 1 1 2 2 1 1 1 2 2,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 3 4 5 3 4 5,15,1,directed_rotations_only_no_reflection,155520000,1 2 1 1 1 2 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 6 7 2 3 4 5,15,1,directed_rotations_only_no_reflection,217728000,1 2 1 1 1 2 1 1 1 1 4 1 1 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 6 7 4 5 6 7,15,1,directed_rotations_only_no_reflection,1524096000,1 2 1 1 1 2 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 6 7 8 3 4 5,15,1,directed_rotations_only_no_reflection,870912000,1 2 1 1 1 2 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,15,2 3 2 3 4 5 3 4 5 6 7 8 9 5 3,15,1,directed_rotations_only_no_reflection,1959552000,1 2 1 1 1 2 1 1 1 1 1 1 2 2 2,True
