kappa,cutoff,root_index,real,imag,high_precision_real,high_precision_imag,high_precision_residual
1,7,13,-0.1437561317660118,-8.81458411600771,-0.1437561317659984384291677163977537300776456381529382168006205651247220975875801,-8.8145841160077077431627841304694096987437258288058069860747835378792824707204763,1.5416965203392854797e-78
1,7,14,-0.20765073836054918,-8.153897824571446,-0.20765073836054557335905015239772376831004207742745359463840887943599423631659836,-8.1538978245714314752811967166960451182519034995574719261665731771462456561315309,4.2904963520148848006e-78
1,7,15,0.09468423270228916,-6.745163697527169,0.094684232702291011976006846015375882638151842218244066425769956724805667905780373,-6.7451636975271696083677837679694925675129050026625359173610372223251772162905215,2.5930378356654110702e-80
1,7,16,0.2036341079664011,-5.944321516849682,0.20363410796640101157937389068221056609070979822066993688907436546406982681394566,-5.9443215168496817687947699248414567037057888163065795974172040751756207170158317,1.3027321427819754855e-80
1,7,17,-0.13054788459584854,-4.846953703331728,-0.1305478845958510272907926633262643537458935252578776769726433442420246623978963,-4.846953703331722548265328066791556605442561956358446609912726756761890404448278,9.3261993684747189854e-79
1,7,18,-0.24155381122797065,-3.8412821393663914,-0.24155381122797103457731246249491012252295331652949797764457248295121035518125572,-3.8412821393663732993160491391736402882789018703506451211706379083187457995021954,1.8483019664894048818e-78
1,7,19,0.24412075142980325,-3.111601284308036,0.24412075142980317188992158485066346758057822219162861427230754492481196048824748,-3.1116012843080362366900858957448830638257940716402717575901901527565433274457249,2.6758048101474681747e-81
1,7,20,0.0448044937204191,-2.0454836566893166,0.044804493720419515250653560483368944529196885728254475191832679542746764194914327,-2.0454836566893165679267075863714025773322008758414018382833361661023619056235289,3.4794244425611999961e-80
1,7,21,-0.06921130580621207,-0.6813734533824681,-0.069211305806211807406271728349746956483304686337770247710564324441244554669856203,-0.68137345338246890742617626956263700172159115076073297892684425267763475206715341,6.1471049072914248759e-81
1,7,22,0.0,0.0,0.0,0.0,0.0
1,7,23,-0.06921130580621239,0.6813734533824681,-0.069211305806211807406271728349746956483304686337770247710564324441244554669856205,0.6813734533824689074261762695626370017215911507607329789268442526776347520671534,2.4452445759299535619e-80
1,7,24,0.04480449372041904,2.0454836566893166,0.044804493720419515250653560483368944529196885728254475191832679542746764194914326,2.0454836566893165679267075863714025773322008758414018382833361661023619056235289,3.7908877492653669997e-80
1,7,25,0.24412075142980322,3.111601284308036,0.24412075142980317188992158485066346758057822219162861427230754492481196048824748,3.1116012843080362366900858957448830638257940716402717575901901527565433274457249,4.8462946611613812398e-81
