alphabet_size,label_atoms,length,canonical_label_word,canonical_atom_word,content_vector,primitive,mixed,word_weight,connected_log_first_repetition,shared_included,disjoint_included,de_rham_cancels_word
4,2|3|5|7,1,2,5,2:0|3:0|5:1|7:0,True,False,1/25,1/25,True,True,False
4,2|3|5|7,1,3,7,2:0|3:0|5:0|7:1,True,False,1/49,1/49,True,True,False
4,2|3|5|7,2,0|1,2|3,2:1|3:1|5:0|7:0,True,True,1/36,1/36,True,False,False
4,2|3|5|7,2,0|2,2|5,2:1|3:0|5:1|7:0,True,True,1/100,1/100,True,False,False
4,2|3|5|7,2,0|3,2|7,2:1|3:0|5:0|7:1,True,True,1/196,1/196,True,False,False
4,2|3|5|7,2,1|2,3|5,2:0|3:1|5:1|7:0,True,True,1/225,1/225,True,False,False
4,2|3|5|7,2,1|3,3|7,2:0|3:1|5:0|7:1,True,True,1/441,1/441,True,False,False
4,2|3|5|7,2,2|3,5|7,2:0|3:0|5:1|7:1,True,True,1/1225,1/1225,True,False,False
4,2|3|5|7,3,0|0|1,2|2|3,2:2|3:1|5:0|7:0,True,True,1/144,1/144,True,False,False
4,2|3|5|7,3,0|0|2,2|2|5,2:2|3:0|5:1|7:0,True,True,1/400,1/400,True,False,False
4,2|3|5|7,3,0|0|3,2|2|7,2:2|3:0|5:0|7:1,True,True,1/784,1/784,True,False,False
4,2|3|5|7,3,0|1|1,2|3|3,2:1|3:2|5:0|7:0,True,True,1/324,1/324,True,False,False
4,2|3|5|7,3,0|1|2,2|3|5,2:1|3:1|5:1|7:0,True,True,1/900,1/900,True,False,False
4,2|3|5|7,3,0|1|3,2|3|7,2:1|3:1|5:0|7:1,True,True,1/1764,1/1764,True,False,False
4,2|3|5|7,3,0|2|1,2|5|3,2:1|3:1|5:1|7:0,True,True,1/900,1/900,True,False,False
4,2|3|5|7,3,0|2|2,2|5|5,2:1|3:0|5:2|7:0,True,True,1/2500,1/2500,True,False,False
4,2|3|5|7,3,0|2|3,2|5|7,2:1|3:0|5:1|7:1,True,True,1/4900,1/4900,True,False,False
4,2|3|5|7,3,0|3|1,2|7|3,2:1|3:1|5:0|7:1,True,True,1/1764,1/1764,True,False,False
4,2|3|5|7,3,0|3|2,2|7|5,2:1|3:0|5:1|7:1,True,True,1/4900,1/4900,True,False,False
4,2|3|5|7,3,0|3|3,2|7|7,2:1|3:0|5:0|7:2,True,True,1/9604,1/9604,True,False,False
4,2|3|5|7,3,1|1|2,3|3|5,2:0|3:2|5:1|7:0,True,True,1/2025,1/2025,True,False,False
4,2|3|5|7,3,1|1|3,3|3|7,2:0|3:2|5:0|7:1,True,True,1/3969,1/3969,True,False,False
4,2|3|5|7,3,1|2|2,3|5|5,2:0|3:1|5:2|7:0,True,True,1/5625,1/5625,True,False,False
4,2|3|5|7,3,1|2|3,3|5|7,2:0|3:1|5:1|7:1,True,True,1/11025,1/11025,True,False,False
4,2|3|5|7,3,1|3|2,3|7|5,2:0|3:1|5:1|7:1,True,True,1/11025,1/11025,True,False,False
4,2|3|5|7,3,1|3|3,3|7|7,2:0|3:1|5:0|7:2,True,True,1/21609,1/21609,True,False,False
4,2|3|5|7,3,2|2|3,5|5|7,2:0|3:0|5:2|7:1,True,True,1/30625,1/30625,True,False,False
4,2|3|5|7,3,2|3|3,5|7|7,2:0|3:0|5:1|7:2,True,True,1/60025,1/60025,True,False,False
4,2|3|5|7,4,0|0|0|1,2|2|2|3,2:3|3:1|5:0|7:0,True,True,1/576,1/576,True,False,False
4,2|3|5|7,4,0|0|0|2,2|2|2|5,2:3|3:0|5:1|7:0,True,True,1/1600,1/1600,True,False,False
4,2|3|5|7,4,0|0|0|3,2|2|2|7,2:3|3:0|5:0|7:1,True,True,1/3136,1/3136,True,False,False
4,2|3|5|7,4,0|0|1|1,2|2|3|3,2:2|3:2|5:0|7:0,True,True,1/1296,1/1296,True,False,False
4,2|3|5|7,4,0|0|1|2,2|2|3|5,2:2|3:1|5:1|7:0,True,True,1/3600,1/3600,True,False,False
4,2|3|5|7,4,0|0|1|3,2|2|3|7,2:2|3:1|5:0|7:1,True,True,1/7056,1/7056,True,False,False
4,2|3|5|7,4,0|0|2|1,2|2|5|3,2:2|3:1|5:1|7:0,True,True,1/3600,1/3600,True,False,False
4,2|3|5|7,4,0|0|2|2,2|2|5|5,2:2|3:0|5:2|7:0,True,True,1/10000,1/10000,True,False,False
4,2|3|5|7,4,0|0|2|3,2|2|5|7,2:2|3:0|5:1|7:1,True,True,1/19600,1/19600,True,False,False
4,2|3|5|7,4,0|0|3|1,2|2|7|3,2:2|3:1|5:0|7:1,True,True,1/7056,1/7056,True,False,False
4,2|3|5|7,4,0|0|3|2,2|2|7|5,2:2|3:0|5:1|7:1,True,True,1/19600,1/19600,True,False,False
4,2|3|5|7,4,0|0|3|3,2|2|7|7,2:2|3:0|5:0|7:2,True,True,1/38416,1/38416,True,False,False
4,2|3|5|7,4,0|1|0|2,2|3|2|5,2:2|3:1|5:1|7:0,True,True,1/3600,1/3600,True,False,False
4,2|3|5|7,4,0|1|0|3,2|3|2|7,2:2|3:1|5:0|7:1,True,True,1/7056,1/7056,True,False,False
4,2|3|5|7,4,0|1|1|1,2|3|3|3,2:1|3:3|5:0|7:0,True,True,1/2916,1/2916,True,False,False
4,2|3|5|7,4,0|1|1|2,2|3|3|5,2:1|3:2|5:1|7:0,True,True,1/8100,1/8100,True,False,False
4,2|3|5|7,4,0|1|1|3,2|3|3|7,2:1|3:2|5:0|7:1,True,True,1/15876,1/15876,True,False,False
4,2|3|5|7,4,0|1|2|1,2|3|5|3,2:1|3:2|5:1|7:0,True,True,1/8100,1/8100,True,False,False
4,2|3|5|7,4,0|1|2|2,2|3|5|5,2:1|3:1|5:2|7:0,True,True,1/22500,1/22500,True,False,False
4,2|3|5|7,4,0|1|2|3,2|3|5|7,2:1|3:1|5:1|7:1,True,True,1/44100,1/44100,True,False,False
4,2|3|5|7,4,0|1|3|1,2|3|7|3,2:1|3:2|5:0|7:1,True,True,1/15876,1/15876,True,False,False
4,2|3|5|7,4,0|1|3|2,2|3|7|5,2:1|3:1|5:1|7:1,True,True,1/44100,1/44100,True,False,False
4,2|3|5|7,4,0|1|3|3,2|3|7|7,2:1|3:1|5:0|7:2,True,True,1/86436,1/86436,True,False,False
4,2|3|5|7,4,0|2|0|3,2|5|2|7,2:2|3:0|5:1|7:1,True,True,1/19600,1/19600,True,False,False
4,2|3|5|7,4,0|2|1|1,2|5|3|3,2:1|3:2|5:1|7:0,True,True,1/8100,1/8100,True,False,False
4,2|3|5|7,4,0|2|1|2,2|5|3|5,2:1|3:1|5:2|7:0,True,True,1/22500,1/22500,True,False,False
4,2|3|5|7,4,0|2|1|3,2|5|3|7,2:1|3:1|5:1|7:1,True,True,1/44100,1/44100,True,False,False
4,2|3|5|7,4,0|2|2|1,2|5|5|3,2:1|3:1|5:2|7:0,True,True,1/22500,1/22500,True,False,False
4,2|3|5|7,4,0|2|2|2,2|5|5|5,2:1|3:0|5:3|7:0,True,True,1/62500,1/62500,True,False,False
4,2|3|5|7,4,0|2|2|3,2|5|5|7,2:1|3:0|5:2|7:1,True,True,1/122500,1/122500,True,False,False
4,2|3|5|7,4,0|2|3|1,2|5|7|3,2:1|3:1|5:1|7:1,True,True,1/44100,1/44100,True,False,False
4,2|3|5|7,4,0|2|3|2,2|5|7|5,2:1|3:0|5:2|7:1,True,True,1/122500,1/122500,True,False,False
4,2|3|5|7,4,0|2|3|3,2|5|7|7,2:1|3:0|5:1|7:2,True,True,1/240100,1/240100,True,False,False
4,2|3|5|7,4,0|3|1|1,2|7|3|3,2:1|3:2|5:0|7:1,True,True,1/15876,1/15876,True,False,False
4,2|3|5|7,4,0|3|1|2,2|7|3|5,2:1|3:1|5:1|7:1,True,True,1/44100,1/44100,True,False,False
4,2|3|5|7,4,0|3|1|3,2|7|3|7,2:1|3:1|5:0|7:2,True,True,1/86436,1/86436,True,False,False
4,2|3|5|7,4,0|3|2|1,2|7|5|3,2:1|3:1|5:1|7:1,True,True,1/44100,1/44100,True,False,False
4,2|3|5|7,4,0|3|2|2,2|7|5|5,2:1|3:0|5:2|7:1,True,True,1/122500,1/122500,True,False,False
4,2|3|5|7,4,0|3|2|3,2|7|5|7,2:1|3:0|5:1|7:2,True,True,1/240100,1/240100,True,False,False
4,2|3|5|7,4,0|3|3|1,2|7|7|3,2:1|3:1|5:0|7:2,True,True,1/86436,1/86436,True,False,False
4,2|3|5|7,4,0|3|3|2,2|7|7|5,2:1|3:0|5:1|7:2,True,True,1/240100,1/240100,True,False,False
4,2|3|5|7,4,0|3|3|3,2|7|7|7,2:1|3:0|5:0|7:3,True,True,1/470596,1/470596,True,False,False
4,2|3|5|7,4,1|1|1|2,3|3|3|5,2:0|3:3|5:1|7:0,True,True,1/18225,1/18225,True,False,False
4,2|3|5|7,4,1|1|1|3,3|3|3|7,2:0|3:3|5:0|7:1,True,True,1/35721,1/35721,True,False,False
4,2|3|5|7,4,1|1|2|2,3|3|5|5,2:0|3:2|5:2|7:0,True,True,1/50625,1/50625,True,False,False
4,2|3|5|7,4,1|1|2|3,3|3|5|7,2:0|3:2|5:1|7:1,True,True,1/99225,1/99225,True,False,False
4,2|3|5|7,4,1|1|3|2,3|3|7|5,2:0|3:2|5:1|7:1,True,True,1/99225,1/99225,True,False,False
4,2|3|5|7,4,1|1|3|3,3|3|7|7,2:0|3:2|5:0|7:2,True,True,1/194481,1/194481,True,False,False
4,2|3|5|7,4,1|2|1|3,3|5|3|7,2:0|3:2|5:1|7:1,True,True,1/99225,1/99225,True,False,False
4,2|3|5|7,4,1|2|2|2,3|5|5|5,2:0|3:1|5:3|7:0,True,True,1/140625,1/140625,True,False,False
4,2|3|5|7,4,1|2|2|3,3|5|5|7,2:0|3:1|5:2|7:1,True,True,1/275625,1/275625,True,False,False
4,2|3|5|7,4,1|2|3|2,3|5|7|5,2:0|3:1|5:2|7:1,True,True,1/275625,1/275625,True,False,False
4,2|3|5|7,4,1|2|3|3,3|5|7|7,2:0|3:1|5:1|7:2,True,True,1/540225,1/540225,True,False,False
4,2|3|5|7,4,1|3|2|2,3|7|5|5,2:0|3:1|5:2|7:1,True,True,1/275625,1/275625,True,False,False
4,2|3|5|7,4,1|3|2|3,3|7|5|7,2:0|3:1|5:1|7:2,True,True,1/540225,1/540225,True,False,False
4,2|3|5|7,4,1|3|3|2,3|7|7|5,2:0|3:1|5:1|7:2,True,True,1/540225,1/540225,True,False,False
4,2|3|5|7,4,1|3|3|3,3|7|7|7,2:0|3:1|5:0|7:3,True,True,1/1058841,1/1058841,True,False,False
4,2|3|5|7,4,2|2|2|3,5|5|5|7,2:0|3:0|5:3|7:1,True,True,1/765625,1/765625,True,False,False
4,2|3|5|7,4,2|2|3|3,5|5|7|7,2:0|3:0|5:2|7:2,True,True,1/1500625,1/1500625,True,False,False
4,2|3|5|7,4,2|3|3|3,5|7|7|7,2:0|3:0|5:1|7:3,True,True,1/2941225,1/2941225,True,False,False
4,2|3|5|7,5,0|0|0|0|1,2|2|2|2|3,2:4|3:1|5:0|7:0,True,True,1/2304,1/2304,True,False,False
4,2|3|5|7,5,0|0|0|0|2,2|2|2|2|5,2:4|3:0|5:1|7:0,True,True,1/6400,1/6400,True,False,False
4,2|3|5|7,5,0|0|0|0|3,2|2|2|2|7,2:4|3:0|5:0|7:1,True,True,1/12544,1/12544,True,False,False
4,2|3|5|7,5,0|0|0|1|1,2|2|2|3|3,2:3|3:2|5:0|7:0,True,True,1/5184,1/5184,True,False,False
4,2|3|5|7,5,0|0|0|1|2,2|2|2|3|5,2:3|3:1|5:1|7:0,True,True,1/14400,1/14400,True,False,False
4,2|3|5|7,5,0|0|0|1|3,2|2|2|3|7,2:3|3:1|5:0|7:1,True,True,1/28224,1/28224,True,False,False
4,2|3|5|7,5,0|0|0|2|1,2|2|2|5|3,2:3|3:1|5:1|7:0,True,True,1/14400,1/14400,True,False,False
4,2|3|5|7,5,0|0|0|2|2,2|2|2|5|5,2:3|3:0|5:2|7:0,True,True,1/40000,1/40000,True,False,False
4,2|3|5|7,5,0|0|0|2|3,2|2|2|5|7,2:3|3:0|5:1|7:1,True,True,1/78400,1/78400,True,False,False
4,2|3|5|7,5,0|0|0|3|1,2|2|2|7|3,2:3|3:1|5:0|7:1,True,True,1/28224,1/28224,True,False,False
4,2|3|5|7,5,0|0|0|3|2,2|2|2|7|5,2:3|3:0|5:1|7:1,True,True,1/78400,1/78400,True,False,False
4,2|3|5|7,5,0|0|0|3|3,2|2|2|7|7,2:3|3:0|5:0|7:2,True,True,1/153664,1/153664,True,False,False
4,2|3|5|7,5,0|0|1|0|1,2|2|3|2|3,2:3|3:2|5:0|7:0,True,True,1/5184,1/5184,True,False,False
4,2|3|5|7,5,0|0|1|0|2,2|2|3|2|5,2:3|3:1|5:1|7:0,True,True,1/14400,1/14400,True,False,False
4,2|3|5|7,5,0|0|1|0|3,2|2|3|2|7,2:3|3:1|5:0|7:1,True,True,1/28224,1/28224,True,False,False
4,2|3|5|7,5,0|0|1|1|1,2|2|3|3|3,2:2|3:3|5:0|7:0,True,True,1/11664,1/11664,True,False,False
4,2|3|5|7,5,0|0|1|1|2,2|2|3|3|5,2:2|3:2|5:1|7:0,True,True,1/32400,1/32400,True,False,False
4,2|3|5|7,5,0|0|1|1|3,2|2|3|3|7,2:2|3:2|5:0|7:1,True,True,1/63504,1/63504,True,False,False
4,2|3|5|7,5,0|0|1|2|1,2|2|3|5|3,2:2|3:2|5:1|7:0,True,True,1/32400,1/32400,True,False,False
4,2|3|5|7,5,0|0|1|2|2,2|2|3|5|5,2:2|3:1|5:2|7:0,True,True,1/90000,1/90000,True,False,False
4,2|3|5|7,5,0|0|1|2|3,2|2|3|5|7,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|0|1|3|1,2|2|3|7|3,2:2|3:2|5:0|7:1,True,True,1/63504,1/63504,True,False,False
4,2|3|5|7,5,0|0|1|3|2,2|2|3|7|5,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|0|1|3|3,2|2|3|7|7,2:2|3:1|5:0|7:2,True,True,1/345744,1/345744,True,False,False
4,2|3|5|7,5,0|0|2|0|1,2|2|5|2|3,2:3|3:1|5:1|7:0,True,True,1/14400,1/14400,True,False,False
4,2|3|5|7,5,0|0|2|0|2,2|2|5|2|5,2:3|3:0|5:2|7:0,True,True,1/40000,1/40000,True,False,False
4,2|3|5|7,5,0|0|2|0|3,2|2|5|2|7,2:3|3:0|5:1|7:1,True,True,1/78400,1/78400,True,False,False
4,2|3|5|7,5,0|0|2|1|1,2|2|5|3|3,2:2|3:2|5:1|7:0,True,True,1/32400,1/32400,True,False,False
4,2|3|5|7,5,0|0|2|1|2,2|2|5|3|5,2:2|3:1|5:2|7:0,True,True,1/90000,1/90000,True,False,False
4,2|3|5|7,5,0|0|2|1|3,2|2|5|3|7,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|0|2|2|1,2|2|5|5|3,2:2|3:1|5:2|7:0,True,True,1/90000,1/90000,True,False,False
4,2|3|5|7,5,0|0|2|2|2,2|2|5|5|5,2:2|3:0|5:3|7:0,True,True,1/250000,1/250000,True,False,False
4,2|3|5|7,5,0|0|2|2|3,2|2|5|5|7,2:2|3:0|5:2|7:1,True,True,1/490000,1/490000,True,False,False
4,2|3|5|7,5,0|0|2|3|1,2|2|5|7|3,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|0|2|3|2,2|2|5|7|5,2:2|3:0|5:2|7:1,True,True,1/490000,1/490000,True,False,False
4,2|3|5|7,5,0|0|2|3|3,2|2|5|7|7,2:2|3:0|5:1|7:2,True,True,1/960400,1/960400,True,False,False
4,2|3|5|7,5,0|0|3|0|1,2|2|7|2|3,2:3|3:1|5:0|7:1,True,True,1/28224,1/28224,True,False,False
4,2|3|5|7,5,0|0|3|0|2,2|2|7|2|5,2:3|3:0|5:1|7:1,True,True,1/78400,1/78400,True,False,False
4,2|3|5|7,5,0|0|3|0|3,2|2|7|2|7,2:3|3:0|5:0|7:2,True,True,1/153664,1/153664,True,False,False
4,2|3|5|7,5,0|0|3|1|1,2|2|7|3|3,2:2|3:2|5:0|7:1,True,True,1/63504,1/63504,True,False,False
4,2|3|5|7,5,0|0|3|1|2,2|2|7|3|5,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|0|3|1|3,2|2|7|3|7,2:2|3:1|5:0|7:2,True,True,1/345744,1/345744,True,False,False
4,2|3|5|7,5,0|0|3|2|1,2|2|7|5|3,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|0|3|2|2,2|2|7|5|5,2:2|3:0|5:2|7:1,True,True,1/490000,1/490000,True,False,False
4,2|3|5|7,5,0|0|3|2|3,2|2|7|5|7,2:2|3:0|5:1|7:2,True,True,1/960400,1/960400,True,False,False
4,2|3|5|7,5,0|0|3|3|1,2|2|7|7|3,2:2|3:1|5:0|7:2,True,True,1/345744,1/345744,True,False,False
4,2|3|5|7,5,0|0|3|3|2,2|2|7|7|5,2:2|3:0|5:1|7:2,True,True,1/960400,1/960400,True,False,False
4,2|3|5|7,5,0|0|3|3|3,2|2|7|7|7,2:2|3:0|5:0|7:3,True,True,1/1882384,1/1882384,True,False,False
4,2|3|5|7,5,0|1|0|1|1,2|3|2|3|3,2:2|3:3|5:0|7:0,True,True,1/11664,1/11664,True,False,False
4,2|3|5|7,5,0|1|0|1|2,2|3|2|3|5,2:2|3:2|5:1|7:0,True,True,1/32400,1/32400,True,False,False
4,2|3|5|7,5,0|1|0|1|3,2|3|2|3|7,2:2|3:2|5:0|7:1,True,True,1/63504,1/63504,True,False,False
4,2|3|5|7,5,0|1|0|2|1,2|3|2|5|3,2:2|3:2|5:1|7:0,True,True,1/32400,1/32400,True,False,False
4,2|3|5|7,5,0|1|0|2|2,2|3|2|5|5,2:2|3:1|5:2|7:0,True,True,1/90000,1/90000,True,False,False
4,2|3|5|7,5,0|1|0|2|3,2|3|2|5|7,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|1|0|3|1,2|3|2|7|3,2:2|3:2|5:0|7:1,True,True,1/63504,1/63504,True,False,False
4,2|3|5|7,5,0|1|0|3|2,2|3|2|7|5,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|1|0|3|3,2|3|2|7|7,2:2|3:1|5:0|7:2,True,True,1/345744,1/345744,True,False,False
4,2|3|5|7,5,0|1|1|0|2,2|3|3|2|5,2:2|3:2|5:1|7:0,True,True,1/32400,1/32400,True,False,False
4,2|3|5|7,5,0|1|1|0|3,2|3|3|2|7,2:2|3:2|5:0|7:1,True,True,1/63504,1/63504,True,False,False
4,2|3|5|7,5,0|1|1|1|1,2|3|3|3|3,2:1|3:4|5:0|7:0,True,True,1/26244,1/26244,True,False,False
4,2|3|5|7,5,0|1|1|1|2,2|3|3|3|5,2:1|3:3|5:1|7:0,True,True,1/72900,1/72900,True,False,False
4,2|3|5|7,5,0|1|1|1|3,2|3|3|3|7,2:1|3:3|5:0|7:1,True,True,1/142884,1/142884,True,False,False
4,2|3|5|7,5,0|1|1|2|1,2|3|3|5|3,2:1|3:3|5:1|7:0,True,True,1/72900,1/72900,True,False,False
4,2|3|5|7,5,0|1|1|2|2,2|3|3|5|5,2:1|3:2|5:2|7:0,True,True,1/202500,1/202500,True,False,False
4,2|3|5|7,5,0|1|1|2|3,2|3|3|5|7,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|1|1|3|1,2|3|3|7|3,2:1|3:3|5:0|7:1,True,True,1/142884,1/142884,True,False,False
4,2|3|5|7,5,0|1|1|3|2,2|3|3|7|5,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|1|1|3|3,2|3|3|7|7,2:1|3:2|5:0|7:2,True,True,1/777924,1/777924,True,False,False
4,2|3|5|7,5,0|1|2|0|2,2|3|5|2|5,2:2|3:1|5:2|7:0,True,True,1/90000,1/90000,True,False,False
4,2|3|5|7,5,0|1|2|0|3,2|3|5|2|7,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|1|2|1|1,2|3|5|3|3,2:1|3:3|5:1|7:0,True,True,1/72900,1/72900,True,False,False
4,2|3|5|7,5,0|1|2|1|2,2|3|5|3|5,2:1|3:2|5:2|7:0,True,True,1/202500,1/202500,True,False,False
4,2|3|5|7,5,0|1|2|1|3,2|3|5|3|7,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|1|2|2|1,2|3|5|5|3,2:1|3:2|5:2|7:0,True,True,1/202500,1/202500,True,False,False
4,2|3|5|7,5,0|1|2|2|2,2|3|5|5|5,2:1|3:1|5:3|7:0,True,True,1/562500,1/562500,True,False,False
4,2|3|5|7,5,0|1|2|2|3,2|3|5|5|7,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|1|2|3|1,2|3|5|7|3,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|1|2|3|2,2|3|5|7|5,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|1|2|3|3,2|3|5|7|7,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|1|3|0|2,2|3|7|2|5,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|1|3|0|3,2|3|7|2|7,2:2|3:1|5:0|7:2,True,True,1/345744,1/345744,True,False,False
4,2|3|5|7,5,0|1|3|1|1,2|3|7|3|3,2:1|3:3|5:0|7:1,True,True,1/142884,1/142884,True,False,False
4,2|3|5|7,5,0|1|3|1|2,2|3|7|3|5,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|1|3|1|3,2|3|7|3|7,2:1|3:2|5:0|7:2,True,True,1/777924,1/777924,True,False,False
4,2|3|5|7,5,0|1|3|2|1,2|3|7|5|3,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|1|3|2|2,2|3|7|5|5,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|1|3|2|3,2|3|7|5|7,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|1|3|3|1,2|3|7|7|3,2:1|3:2|5:0|7:2,True,True,1/777924,1/777924,True,False,False
4,2|3|5|7,5,0|1|3|3|2,2|3|7|7|5,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|1|3|3|3,2|3|7|7|7,2:1|3:1|5:0|7:3,True,True,1/4235364,1/4235364,True,False,False
4,2|3|5|7,5,0|2|0|2|1,2|5|2|5|3,2:2|3:1|5:2|7:0,True,True,1/90000,1/90000,True,False,False
4,2|3|5|7,5,0|2|0|2|2,2|5|2|5|5,2:2|3:0|5:3|7:0,True,True,1/250000,1/250000,True,False,False
4,2|3|5|7,5,0|2|0|2|3,2|5|2|5|7,2:2|3:0|5:2|7:1,True,True,1/490000,1/490000,True,False,False
4,2|3|5|7,5,0|2|0|3|1,2|5|2|7|3,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|2|0|3|2,2|5|2|7|5,2:2|3:0|5:2|7:1,True,True,1/490000,1/490000,True,False,False
4,2|3|5|7,5,0|2|0|3|3,2|5|2|7|7,2:2|3:0|5:1|7:2,True,True,1/960400,1/960400,True,False,False
4,2|3|5|7,5,0|2|1|0|3,2|5|3|2|7,2:2|3:1|5:1|7:1,True,True,1/176400,1/176400,True,False,False
4,2|3|5|7,5,0|2|1|1|1,2|5|3|3|3,2:1|3:3|5:1|7:0,True,True,1/72900,1/72900,True,False,False
4,2|3|5|7,5,0|2|1|1|2,2|5|3|3|5,2:1|3:2|5:2|7:0,True,True,1/202500,1/202500,True,False,False
4,2|3|5|7,5,0|2|1|1|3,2|5|3|3|7,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|2|1|2|1,2|5|3|5|3,2:1|3:2|5:2|7:0,True,True,1/202500,1/202500,True,False,False
4,2|3|5|7,5,0|2|1|2|2,2|5|3|5|5,2:1|3:1|5:3|7:0,True,True,1/562500,1/562500,True,False,False
4,2|3|5|7,5,0|2|1|2|3,2|5|3|5|7,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|2|1|3|1,2|5|3|7|3,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|2|1|3|2,2|5|3|7|5,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|2|1|3|3,2|5|3|7|7,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|2|2|0|3,2|5|5|2|7,2:2|3:0|5:2|7:1,True,True,1/490000,1/490000,True,False,False
4,2|3|5|7,5,0|2|2|1|1,2|5|5|3|3,2:1|3:2|5:2|7:0,True,True,1/202500,1/202500,True,False,False
4,2|3|5|7,5,0|2|2|1|2,2|5|5|3|5,2:1|3:1|5:3|7:0,True,True,1/562500,1/562500,True,False,False
4,2|3|5|7,5,0|2|2|1|3,2|5|5|3|7,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|2|2|2|1,2|5|5|5|3,2:1|3:1|5:3|7:0,True,True,1/562500,1/562500,True,False,False
4,2|3|5|7,5,0|2|2|2|2,2|5|5|5|5,2:1|3:0|5:4|7:0,True,True,1/1562500,1/1562500,True,False,False
4,2|3|5|7,5,0|2|2|2|3,2|5|5|5|7,2:1|3:0|5:3|7:1,True,True,1/3062500,1/3062500,True,False,False
4,2|3|5|7,5,0|2|2|3|1,2|5|5|7|3,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|2|2|3|2,2|5|5|7|5,2:1|3:0|5:3|7:1,True,True,1/3062500,1/3062500,True,False,False
4,2|3|5|7,5,0|2|2|3|3,2|5|5|7|7,2:1|3:0|5:2|7:2,True,True,1/6002500,1/6002500,True,False,False
4,2|3|5|7,5,0|2|3|0|3,2|5|7|2|7,2:2|3:0|5:1|7:2,True,True,1/960400,1/960400,True,False,False
4,2|3|5|7,5,0|2|3|1|1,2|5|7|3|3,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|2|3|1|2,2|5|7|3|5,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|2|3|1|3,2|5|7|3|7,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|2|3|2|1,2|5|7|5|3,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|2|3|2|2,2|5|7|5|5,2:1|3:0|5:3|7:1,True,True,1/3062500,1/3062500,True,False,False
4,2|3|5|7,5,0|2|3|2|3,2|5|7|5|7,2:1|3:0|5:2|7:2,True,True,1/6002500,1/6002500,True,False,False
