atom,gamma_code_length,return_marker_degree,digit_marker_degree,return_and_digit_markers_equal,digit_weight_form,return_weight_form,u_equals_one_specialization,first_return_changes_object,whole_codeword_alphabet,original_digit_euler_marker_match
592,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
593,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
594,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
595,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
596,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
597,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
598,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
599,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
600,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
601,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
602,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
603,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
604,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
605,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
606,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
607,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
608,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
609,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
610,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
611,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
612,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
613,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
614,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
615,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
616,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
617,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
618,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
619,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
620,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
621,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
622,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
623,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
624,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
625,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
626,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
627,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
628,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
629,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
630,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
631,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
632,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
633,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
634,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
635,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
636,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
637,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
638,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
639,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
640,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
641,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
642,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
643,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
644,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
645,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
646,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
647,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
648,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
649,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
650,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
651,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
652,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
653,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
654,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
655,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
656,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
657,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
658,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
659,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
660,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
661,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
662,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
663,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
664,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
665,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
666,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
667,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
668,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
669,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
670,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
671,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
672,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
673,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
674,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
675,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
676,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
677,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
678,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
679,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
680,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
681,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
682,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
683,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
684,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
685,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
686,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
687,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
688,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
689,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
690,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
691,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
692,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
693,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
694,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
695,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
696,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
697,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
698,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
699,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
700,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
701,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
702,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
703,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
704,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
705,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
706,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
707,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
708,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
709,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
710,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
711,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
712,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
713,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
714,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
715,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
716,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
717,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
718,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
719,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
720,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
721,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
722,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
723,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
724,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
725,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
726,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
727,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
728,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
729,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
730,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
731,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
732,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
733,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
734,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
735,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
736,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
737,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
738,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
739,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
740,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
741,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
742,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
743,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
744,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
745,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
746,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
747,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
748,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
749,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
750,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
751,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
752,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
753,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
754,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
755,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
756,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
757,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
758,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
759,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
760,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
761,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
762,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
763,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
764,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
765,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
766,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
767,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
768,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
769,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
770,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
771,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
772,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
773,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
774,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
775,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
776,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
777,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
778,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
779,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
780,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
781,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
782,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
783,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
784,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
785,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
786,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
787,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
788,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
789,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
790,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
791,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
792,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
793,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
794,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
795,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
796,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
797,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
798,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
799,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
800,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
801,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
802,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
803,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
804,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
805,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
806,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
807,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
808,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
809,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
810,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
811,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
812,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
813,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
814,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
815,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
816,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
817,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
818,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
819,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
820,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
821,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
822,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
823,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
824,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
825,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
826,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
827,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
828,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
829,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
830,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
831,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
832,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
833,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
834,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
835,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
836,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
837,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
838,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
839,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
840,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
841,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
842,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
843,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
844,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
845,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
846,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
847,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
848,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
849,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
850,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
851,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
852,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
853,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
854,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
855,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
856,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
857,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
858,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
859,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
860,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
861,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
862,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
863,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
864,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
865,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
866,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
867,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
868,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
869,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
870,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
871,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
872,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
873,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
874,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
875,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
876,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
877,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
878,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
879,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
880,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
881,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
882,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
883,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
884,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
885,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
886,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
887,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
888,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
889,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
890,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
891,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
892,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
893,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
894,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
895,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
896,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
897,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
898,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
899,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
900,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
901,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
902,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
903,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
904,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
905,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
906,19,1,19,False,u^19*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
