atom,code_length,q,alpha_from_r1,power,normalized_trace_over_w_power,target,residual,match,r1_fit,r2_plus_failure,q_zero_rank_one_boundary
53,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
54,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
54,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
54,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
54,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
54,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
54,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
55,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
55,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
55,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
55,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
55,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
55,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
56,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
56,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
56,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
56,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
56,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
56,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
57,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
57,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
57,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
57,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
57,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
57,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
58,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
58,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
58,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
58,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
58,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
58,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
59,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
59,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
59,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
59,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
59,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
59,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
60,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
60,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
60,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
60,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
60,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
60,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
61,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
61,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
61,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
61,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
61,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
61,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
62,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
62,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
62,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
62,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
62,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
62,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
63,11,1/2048,2047/2048,1,1/1,1/1,0/1,True,True,False,False
63,11,1/2048,2047/2048,2,2047/2049,1/1,-2/2049,False,False,True,False
63,11,1/2048,2047/2048,3,4190209/4196353,1/1,-6144/4196353,False,False,True,False
63,11,1/2048,2047/2048,4,8577357823/8594130945,1/1,-16773122/8594130945,False,False,True,False
63,11,1/2048,2047/2048,5,17557851463681/17600780175361,1/1,-42928711680/17600780175361,False,False,True,False
63,11,1/2048,2047/2048,6,35940921946155007/36046397799139329,1/1,-105475852984322/36046397799139329,False,False,True,False
64,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
64,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
64,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
64,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
64,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
64,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
65,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
65,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
65,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
65,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
65,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
65,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
66,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
66,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
66,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
66,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
66,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
66,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
67,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
67,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
67,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
67,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
67,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
67,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
68,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
68,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
68,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
68,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
68,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
68,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
69,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
69,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
69,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
69,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
69,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
69,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
70,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
70,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
70,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
70,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
70,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
70,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
71,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
71,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
71,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
71,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
71,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
71,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
72,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
72,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
72,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
72,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
72,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
72,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
73,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
73,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
73,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
73,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
73,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
73,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
74,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
74,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
74,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
74,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
74,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
74,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
75,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
75,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
75,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
75,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
75,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
75,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
76,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
76,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
76,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
76,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
76,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
76,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
77,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
77,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
77,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
77,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
77,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
77,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
78,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
78,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
78,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
78,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
78,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
78,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
79,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
79,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
79,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
79,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
79,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
79,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
80,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
80,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
80,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
80,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
80,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
80,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
81,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
81,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
81,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
81,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
81,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
81,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
82,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
82,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
82,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
82,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
82,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
82,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
83,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
83,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
83,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
83,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
83,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
83,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
84,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
84,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
84,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
84,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
84,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
84,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
85,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
85,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
85,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
85,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
85,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
85,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
86,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
86,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
86,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
86,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
86,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
86,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
87,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
87,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
87,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
87,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
87,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
87,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
88,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
88,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
88,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
88,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
88,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
