trace,norm,adjoint_trace_q,q_mod_8,geodesic_length,log_q_minus_length,relative_period_error,represented_in_frozen_ledger,multiplicity_within_frozen_block_cutoff
2211,4888518.999999795,4888519,7,15.402399952593072,4.184517467142413e-14,2.7167957461317045e-15,False,0
2225,4950622.999999798,4950623,7,15.415023985211164,4.080189084140482e-14,2.6468911680286166e-15,False,0
2227,4959526.999999799,4959527,7,15.416820931250513,4.0655516433574715e-14,2.6370881918440298e-15,False,0
2239,5013118.999999801,5013119,7,15.427568834244322,3.97909192385289e-14,2.579208666384657e-15,False,0
2241,5022078.999999801,5022079,7,15.429354549360449,3.964906221360861e-14,2.5697161917412793e-15,False,0
2247,5049006.999999803,5049007,7,15.434702148253203,3.9227267262095975e-14,2.5414981698584546e-15,False,0
2261,5112118.999999804,5112119,7,15.447124553328779,3.826468041171882e-14,2.4771393717721322e-15,False,0
2269,5148358.999999806,5148359,7,15.454188581086424,3.7727875814072904e-14,2.4412718672429035e-15,False,0
2273,5166526.999999806,5166527,7,15.457711260597886,3.746300353954813e-14,2.4235802382363182e-15,False,0
2277,5184726.999999807,5184727,7,15.461227746379144,3.7200451643227573e-14,2.406047711957379e-15,False,0
2283,5212086.999999808,5212087,7,15.466490909336178,3.6810921323401815e-14,2.380043510786355e-15,False,0
2287,5230366.999999808,5230367,7,15.469992005663254,3.6554064490521195e-14,2.3629013174111143e-15,False,0
2297,5276206.99999981,5276207,7,15.478718026318047,3.592165590852083e-14,2.3207125969633996e-15,False,0
2303,5303806.999999812,5303807,7,15.483935422553778,3.554876976212697e-14,2.295848490193703e-15,False,0
2309,5331478.999999812,5331479,7,15.489139243578597,3.518070953301711e-14,2.271314692170648e-15,False,0
2315,5359222.999999814,5359223,7,15.494329559852277,3.4817400465997275e-14,2.247105970703849e-15,False,0
2337,5461566.999999817,5461567,7,15.51324630288248,3.3524743869239745e-14,2.161039876161221e-15,False,0
2345,5499022.999999818,5499023,7,15.520080998059822,3.306959892276963e-14,2.130762006132804e-15,False,0
2359,5564878.99999982,5564879,7,15.53198579941853,3.2291524488973915e-14,2.0790338663703096e-15,False,0
2375,5640622.999999823,5640623,7,15.545505078366752,3.143010646514681e-14,2.0218131419149017e-15,False,0
2381,5669158.999999823,5669159,7,15.550551340187743,3.111449272116836e-14,2.000861065341021e-15,False,0
2389,5707318.999999825,5707319,7,15.557259944224418,3.069981125294879e-14,1.9733430798876596e-15,False,0
2393,5726446.999999825,5726447,7,15.560605826560074,3.049506117431527e-14,1.959760533376138e-15,False,0
2401,5764798.999999827,5764799,7,15.567280845509366,3.0090656367850816e-14,1.9329423466096776e-15,False,0
2413,5822566.999999829,5822567,7,15.577251787758984,2.949653560682442e-14,1.8935647961987446e-15,False,0
2421,5861238.99999983,5861239,7,15.583871572651365,2.9108587962013404e-14,1.8678662632908847e-15,False,0
2423,5870926.9999998305,5870927,7,15.585523100971375,2.901259926259044e-14,1.8615094966419294e-15,False,0
2431,5909758.9999998305,5909759,7,15.592115610209,2.863257840170295e-14,1.8363498012390062e-15,False,0
2449,5997598.999999833,5997599,7,15.606869780437588,2.7800022610830746e-14,1.78126831337291e-15,False,0
2455,6027022.999999834,6027023,7,15.611763748618483,2.752924509698363e-14,1.7633654685185523e-15,False,0
2465,6076222.999999836,6076223,7,15.619893843801766,2.708523396658384e-14,1.7340216417240037e-15,False,0
2469,6095958.999999836,6095959,7,15.62313665060419,2.6910138020761137e-14,1.7224542435094428e-15,False,0
2485,6175222.999999838,6175223,7,15.63605555318654,2.6223744750885348e-14,1.6771329995397112e-15,False,0
2491,6205078.999999839,6205079,7,15.640878708207781,2.5971998541642874e-14,1.6605204238310244e-15,False,0
2507,6285046.999999842,6285047,7,15.653683878101013,2.5315291966838372e-14,1.6172098634401062e-15,False,0
2511,6305118.999999842,6305119,7,15.656872401112617,2.51543688373273e-14,1.6066024039092078e-15,False,0
2513,6315166.999999842,6315167,7,15.65846475838933,2.5074386780420052e-14,1.6013311117864169e-15,False,0
2515,6325222.999999842,6325223,7,15.660055848873318,2.4994722364543004e-14,1.596081304291213e-15,False,0
2529,6395838.999999844,6395839,7,15.671158180636649,2.4445839397208774e-14,1.5599255087230323e-15,False,0
2533,6416086.9999998445,6416087,7,15.674318988286903,2.4291789639515778e-14,1.549782778930842e-15,False,0
2541,6456678.999999845,6456679,7,15.680625656883587,2.3987313373410713e-14,1.5297421096766354e-15,False,0
2543,6466846.999999845,6466847,7,15.682199221574537,2.391194086043559e-14,1.5247823677395375e-15,False,0
2549,6497398.999999846,6497399,7,15.686912500936774,2.3687592622912868e-14,1.510022614169505e-15,False,0
2555,6528022.999999847,6528023,7,15.691614698904164,2.3465869344043798e-14,1.4954400674700814e-15,False,0
2563,6568966.999999847,6568967,7,15.697867148266292,2.317425810888919e-14,1.4762679471044304e-15,False,0
2569,6599758.999999849,6599759,7,15.702543691178422,2.2958517775558498e-14,1.4620890874168622e-15,False,0
2577,6640926.999999849,6640927,7,15.708762120141978,2.267475417316615e-14,1.443446275381066e-15,False,0
2585,6682222.999999851,6682223,7,15.714961274583487,2.2395361146572903e-14,1.4250980804384098e-15,False,0
2589,6702918.999999851,6702919,7,15.71805366112563,2.2257278365230358e-14,1.41603272549436e-15,False,0
2591,6713278.999999851,6713279,7,15.719598063207233,2.2188636057052498e-14,1.4115269339479136e-15,False,0
2597,6744406.999999852,6744407,7,15.72422412678351,2.198429074699948e-14,1.39811608952794e-15,False,0
2599,6754798.999999852,6754799,7,15.725763773197212,2.1916698799295703e-14,1.3936810393050802e-15,False,0
2603,6775606.999999853,6775607,7,15.728839514812647,2.1782292417294542e-14,1.3848632886603631e-15,False,0
2611,6817318.999999853,6817319,7,15.734976844027821,2.151655646354162e-14,1.3674348984954596e-15,False,0
2619,6859158.999999855,6859159,7,15.74109539743451,2.1254860530055417e-14,1.3502783633164129e-15,False,0
2623,6880126.999999855,6880127,7,15.74414766904146,2.1125504546748092e-14,1.341800457594046e-15,False,0
2637,6953766.999999857,6953767,7,15.754794085092701,2.0680437905395054e-14,1.3126441255721017e-15,False,0
2647,7006606.9999998575,7006607,7,15.762364119009357,2.0369692958240737e-14,1.2922993533485838e-15,False,0
2653,7038406.999999858,7038407,7,15.766892424120293,2.0186045455964373e-14,1.2802805342341023e-15,False,0
2665,7102222.999999858,7102223,7,15.775918391597937,1.9824917611315026e-14,1.256656957725739e-15,False,0
2667,7112886.999999859,7112887,7,15.777418767184269,1.9765517134143383e-14,1.2527725495411204e-15,False,0
2679,7177038.99999986,7177039,7,15.786397460422783,1.9413747984135007e-14,1.229776966708594e-15,False,0
2681,7187758.99999986,7187759,7,15.787889998221095,1.935588288760047e-14,1.2259955503731894e-15,False,0
2701,7295398.999999863,7295399,7,15.80275443343986,1.8788923638269062e-14,1.1889651084187078e-15,False,0
2703,7306206.999999863,7306207,7,15.804234818813065,1.8733376214975468e-14,1.1853390201894233e-15,False,0
2707,7327846.999999864,7327847,7,15.807192306297159,1.8622895830063808e-14,1.178127998268543e-15,False,0
2715,7371222.999999864,7371223,7,15.813094193410693,1.840436763822272e-14,1.1638688426893571e-15,False,0
2717,7382086.999999864,7382087,7,15.81456694792662,1.8350237167150987e-14,1.1603376322332233e-15,False,0
2721,7403838.999999865,7403839,7,15.81750920743638,1.824257193725657e-14,1.1533150825466287e-15,False,0
2725,7425622.999999865,7425623,7,15.820447144857036,1.813569517251736e-14,1.14634529646736e-15,False,0
2729,7447438.999999866,7447439,7,15.823380772868003,1.8029599954066904e-14,1.1394278007252303e-15,False,0
2735,7480222.999999866,7480223,7,15.827773162340472,1.7871907564519413e-14,1.1291485783383979e-15,False,0
2737,7491166.999999867,7491167,7,15.829235151100276,1.7819726833387864e-14,1.1257478117727762e-15,False,0
2739,7502118.999999867,7502119,7,15.830696071934828,1.7767736403883237e-14,1.1223597701040093e-15,False,0
2749,7556998.999999868,7556999,7,15.837984711675187,1.7510609800965272e-14,1.1056084545944199e-15,False,0
2759,7612078.999999868,7612079,7,15.845246885694278,1.7258117690227836e-14,1.0891668532983942e-15,False,0
2773,7689526.99999987,7689527,7,15.855369831137551,1.6912224990418663e-14,1.066655976526362e-15,False,0
2779,7722838.999999871,7722839,7,15.859692600512902,1.676663993135417e-14,1.057185681569384e-15,False,0
2785,7756222.9999998715,7756223,7,15.86400604686532,1.6622618051511962e-14,1.0478196996651124e-15,False,0
2795,7812022.9999998715,7812023,7,15.871174515162783,1.6386000866253872e-14,1.0324378230860748e-15,False,0
2807,7879246.999999873,7879247,7,15.879742898892419,1.6107590123247723e-14,1.014348294289524e-15,False,0
2809,7890478.999999873,7890479,7,15.881167400738468,1.60617648487003e-14,1.0113717992767597e-15,False,0
2821,7958038.999999874,7958039,7,15.889693170685813,1.5790208828417895e-14,9.937390646125585e-16,False,0
2837,8048566.999999876,8048567,7,15.901004621126278,1.543699888017561e-14,9.70819092755045e-16,False,0
2849,8116798.999999877,8116799,7,15.909446422593279,1.517855459516419e-14,9.540592546079323e-16,False,0
2855,8151022.999999877,8151023,7,15.913653998812261,1.5051360673179238e-14,9.458142469543829e-16,False,0
2869,8231158.999999879,8231159,7,15.923437388983597,1.4759716577823475e-14,9.269177387562538e-16,False,0
2871,8242638.999999879,8242639,7,15.924831117601405,1.4718631786704197e-14,9.242566955976045e-16,False,0
2883,8311686.99999988,8311687,7,15.933173154651781,1.4475102224954094e-14,9.084883522230467e-16,False,0
2889,8346318.999999881,8346319,7,15.93733116130589,1.4355226218292318e-14,9.007296185916772e-16,False,0
2897,8392606.99999988,8392607,7,15.94286175723374,1.4197315258699987e-14,8.905123480894664e-16,False,0
2911,8473918.99999988,8473919,7,15.952503651472956,1.3926160086479027e-14,8.729764550276821e-16,False,0
2925,8555622.999999883,8555623,7,15.962099285567536,1.3661447621886883e-14,8.558678515575425e-16,False,0
2931,8590758.999999885,8590759,7,15.966197648613498,1.3549926157551726e-14,8.486633108120384e-16,False,0
2933,8602486.999999885,8602487,7,15.96756190546401,1.351300539069772e-14,8.462785659264383e-16,False,0
2941,8649478.999999885,8649479,7,15.973009645880204,1.3366573868983757e-14,8.368225002876202e-16,False,0
2955,8732022.999999885,8732023,7,15.98250763063841,1.3115059284065461e-14,8.205883323918411e-16,False,0
2973,8838726.999999888,8838727,7,15.99465341971928,1.2800312126001329e-14,8.002869327709369e-16,False,0
2977,8862526.999999888,8862527,7,15.997342496362295,1.2731654875377496e-14,7.958606173664527e-16,False,0
2997,8982006.999999888,8982007,7,16.010733911965954,1.2395190952539426e-14,7.741800607450988e-16,False,0
3023,9138526.999999892,9138527,7,16.028009770705278,1.1974230154429549e-14,7.470815357446991e-16,False,0
3029,9174838.999999892,9174839,7,16.031975404067012,1.1879634966973104e-14,7.40996331865595e-16,False,0
3033,9199086.999999892,9199087,7,16.034614797964295,1.1817090120628688e-14,7.369737452083315e-16,False,0
3039,9235518.999999892,9235519,7,16.03856736927836,1.172404259929365e-14,7.30990638337865e-16,False,0
3043,9259846.999999892,9259847,7,16.041198083807664,1.166251937285013e-14,7.270354316378976e-16,False,0
3047,9284206.999999892,9284207,7,16.043825342551848,1.160139918003518e-14,7.231067985554319e-16,False,0
3053,9320806.999999892,9320807,7,16.04775977089607,1.1510467665229052e-14,7.172632086694257e-16,False,0
3073,9443326.999999894,9443327,7,16.060818912471216,1.1213726070745268e-14,6.982038793823775e-16,False,0
3075,9455622.999999896,9455623,7,16.062120148966894,1.1184580593122752e-14,6.963327686128739e-16,False,0
3079,9480238.999999896,9480239,7,16.064720084883866,1.1126573153850469e-14,6.926092141698774e-16,False,0
3081,9492558.999999896,9492559,7,16.066018786502003,1.1097710456989969e-14,6.90756721031211e-16,False,0
3085,9517222.999999896,9517223,7,16.068613662533654,1.1040265283285654e-14,6.870701801131517e-16,False,0
3089,9541918.999999896,9541919,7,16.07120517623573,1.0983191321495717e-14,6.834080705867911e-16,False,0
3093,9566646.999999896,9566647,7,16.073793336310487,1.0926485696801676e-14,6.797701991177703e-16,False,0
3101,9616198.999999896,9616199,7,16.078959630218524,1.081416808886478e-14,6.725664058849186e-16,False,0
3103,9628606.999999896,9628607,7,16.080249121182405,1.078631447721855e-14,6.707803091812678e-16,False,0
3115,9703222.999999898,9703223,7,16.087968656326037,1.062106275881628e-14,6.601866889291774e-16,False,0
3121,9740638.999999898,9740639,7,16.09181727921623,1.05396236587861e-14,6.549678930544902e-16,False,0
3127,9778126.999999898,9778127,7,16.095658510377543,1.0458963627671867e-14,6.498002937207278e-16,False,0
3129,9790638.999999898,9790639,7,16.096937283061017,1.0432248530801027e-14,6.480890337927196e-16,False,0
3131,9803158.9999999,9803159,7,16.098215238636953,1.0405618676709579e-14,6.463833737130864e-16,False,0
3135,9828222.9999999,9828223,7,16.100768702638465,1.0352613393584276e-14,6.429887656163749e-16,False,0
3141,9865878.9999999,9865879,7,16.104592796358418,1.0273736682282865e-14,6.37938308170447e-16,False,0
3145,9891022.9999999,9891023,7,16.10713813606554,1.0221569278870229e-14,6.345987221642483e-16,False,0
3149,9916198.9999999,9916199,7,16.109680240511874,1.0169732571431292e-14,6.312808460255415e-16,False,0
3165,10017222.9999999,10017223,7,16.11981646950043,9.965642785602365e-15,6.18223092332217e-16,False,0
3193,10195246.999999903,10195247,7,16.13743218925973,9.620651793564678e-15,5.961699284454746e-16,False,0
3197,10220806.999999903,10220807,7,16.139936102440426,9.572593673693585e-15,5.930998495245692e-16,False,0
3211,10310518.999999903,10310519,7,16.14867519420238,9.406735794156316e-15,5.8250820460699285e-16,False,0
3221,10374838.999999903,10374839,7,16.15489410588833,9.290461077005443e-15,5.750864732452277e-16,False,0
3233,10452286.999999903,10452287,7,16.162331364105192,9.15329264711871e-15,5.663349204340155e-16,False,0
3235,10465222.999999903,10465223,7,16.163568222760848,9.130677971331626e-15,5.648924696264893e-16,False,0
3239,10491118.999999903,10491119,7,16.166039647705233,9.085657756478854e-15,5.62021246667458e-16,False,0
3243,10517046.999999905,10517047,7,16.168508022447195,9.040914673804884e-15,5.591681471941085e-16,False,0
3255,10595022.999999907,10595023,7,16.17589492051747,8.908327860346668e-15,5.507162295575597e-16,False,0
3269,10686358.999999907,10686359,7,16.184478626293945,8.756700181063772e-15,5.410554385630492e-16,False,0
3289,10817518.999999907,10817519,7,16.196677507492844,8.545641440463332e-15,5.276169409750843e-16,False,0
3291,10830678.999999907,10830679,7,16.19789331322606,8.52488700433744e-15,5.262960336562171e-16,False,0
3299,10883398.999999907,10883399,7,16.202749158691052,8.442496658889658e-15,5.2105334571332e-16,False,0
3303,10909806.999999909,10909807,7,16.20517266746029,8.401674741710835e-15,5.18456354283793e-16,False,0
3305,10923022.999999907,10923023,7,16.206383321472085,8.381356307767445e-15,5.171638940973864e-16,False,0
3313,10975966.999999909,10975967,7,16.21121862238351,8.300694202360745e-15,5.120339436357749e-16,False,0
3331,11095558.99999991,11095559,7,16.22205549613507,8.122722673912296e-15,5.007209274957507e-16,False,0
3337,11135566.99999991,11135567,7,16.22565477789807,8.064460691621498e-15,4.970191220021873e-16,False,0
3341,11162278.99999991,11162279,7,16.228050705538642,8.025909402932429e-15,4.945701457657621e-16,False,0
3359,11282878.99999991,11282879,7,16.23879700196487,7.855252300944044e-15,4.837336349480547e-16,False,0
3365,11323222.99999991,11323223,7,16.242366307529508,7.799376384948274e-15,4.801871991603033e-16,False,0
3367,11336686.99999991,11336687,7,16.243554661903772,7.78086154976194e-15,4.790122428073269e-16,False,0
3373,11377126.99999991,11377127,7,16.247115494332004,7.725645709235567e-15,4.755087579657291e-16,False,0
3383,11444686.999999912,11444687,7,16.253036162807845,7.634703238084747e-15,4.697401249592608e-16,False,0
3395,11526022.999999914,11526023,7,16.26011790646521,7.527331390453866e-15,4.629321529987743e-16,False,0
3415,11662222.999999914,11662223,7,16.271865372515897,7.35253866272936e-15,4.518559178315358e-16,False,0
3417,11675886.999999914,11675887,7,16.273036332937394,7.33533974629737e-15,4.507665070132176e-16,False,0
3425,11730622.999999914,11730623,7,16.27771333089873,7.267044920944717e-15,4.464413872647727e-16,False,0
3429,11758038.999999914,11758039,7,16.280047734829456,7.233195564046746e-15,4.442981790877726e-16,False,0
3435,11799222.999999914,11799223,7,16.28354423981022,7.182790203419064e-15,4.4110729811870334e-16,False,0
3439,11826718.999999916,11826719,7,16.28587185175593,7.14943041574262e-15,4.3899586591501824e-16,False,0
3451,11909398.999999916,11909399,7,16.292838478261427,7.050506360207307e-15,4.327365283596458e-16,False,0
3453,11923206.999999916,11923207,7,16.293997227039885,7.034185747736809e-15,4.3170412083190835e-16,False,0
3459,11964678.999999916,11964679,7,16.29746945071566,6.985506436239786e-15,4.2862522045918193e-16,False,0
3465,12006222.999999918,12006223,7,16.300935656667733,6.937247496957486e-15,4.2557357706763735e-16,False,0
3473,12061726.999999918,12061727,7,16.30554793967442,6.8735486482791694e-15,4.215466216596468e-16,False,0
3477,12089526.999999918,12089527,7,16.307850098583284,6.841973392804805e-15,4.195509126858596e-16,False,0
3481,12117358.999999918,12117359,7,16.310149610570416,6.810579239706247e-15,4.1756693852105364e-16,False,0
3505,12285022.999999918,12285023,7,16.32389143613753,6.625948441690564e-15,4.059049564016432e-16,False,0
3507,12299046.999999918,12299047,7,16.325032337666137,6.610846568581957e-15,4.049515144499282e-16,False,0
3515,12355222.999999918,12355223,7,16.329589446614676,6.5508676182814384e-15,4.0116548182045756e-16,False,0
3523,12411526.999999918,12411527,7,16.334136195541955,6.491567349717712e-15,3.9742336368478674e-16,False,0
3527,12439726.99999992,12439727,7,16.33640569969688,6.462168842082424e-15,3.9556858227402665e-16,False,0
3541,12538678.99999992,12538679,7,16.344328744717377,6.360575784929949e-15,3.8916102853020117e-16,False,0
3549,12595398.999999922,12595399,7,16.348842146504857,6.3034184786966034e-15,3.855574861027195e-16,False,0
3555,12638022.999999922,12638023,7,16.352220526222087,6.26097136039406e-15,3.8288202818412897e-16,False,0
3561,12680718.999999922,12680719,7,16.3555932088358,6.2188809391144015e-15,3.802296168478173e-16,False,0
3569,12737758.999999922,12737759,7,16.360081289966836,6.163309039037921e-15,3.76728509461484e-16,False,0
3577,12794926.999999922,12794927,7,16.36455932220609,6.108356492474946e-15,3.7326739890796405e-16,False,0
3589,12880918.999999922,12880919,7,16.371257627026797,6.027070916245929e-15,3.681495370457077e-16,False,0
3599,12952798.999999924,12952799,7,16.376822461751285,5.960363513457164e-15,3.639511588635601e-16,False,0
3605,12996022.999999924,12996023,7,16.380153945544873,5.92078181677639e-15,3.6146069423155465e-16,False,0
3607,13010446.999999924,13010447,7,16.381263208084462,5.907660973668808e-15,3.6063525130059956e-16,False,0
3617,13082686.999999924,13082687,7,16.386800311030406,5.8425992381532546e-15,3.565430179936005e-16,False,0
3621,13111638.999999924,13111639,7,16.389010866995058,5.816825469303463e-15,3.5492230229816075e-16,False,0
3641,13256878.999999925,13256879,7,16.4000271454858,5.690067459906679e-15,3.469547586372684e-16,False,0
3647,13300606.999999925,13300607,7,16.40332023124829,5.652714840030082e-15,3.446079671883544e-16,False,0
3653,13344406.999999925,13344407,7,16.406607903715045,5.615668220772493e-15,3.4228088180865843e-16,False,0
3655,13359022.999999925,13359023,7,16.407702594656218,5.603386827748181e-15,3.4150953160091603e-16,False,0
3669,13461558.999999925,13461559,7,16.41534870013937,5.518350508073569e-15,3.3617016664572686e-16,False,0
3689,13608718.999999925,13608719,7,16.426221248228753,5.399648713794531e-15,3.2872129458117314e-16,False,0
3701,13697398.999999927,13697399,7,16.432716518759193,5.329957995579013e-15,3.243503890238999e-16,False,0
3705,13727022.999999927,13727023,7,16.434876929762364,5.30697787802992e-15,3.2290949915294877e-16,False,0
3709,13756678.999999927,13756679,7,16.43703500959526,5.284121475589771e-15,3.2147656024977237e-16,False,0
3711,13771518.999999927,13771519,7,16.43811317689394,5.272739417808162e-15,3.207630560190893e-16,False,0
3723,13860726.99999993,13860727,7,16.444570003452863,5.205086851032007e-15,3.1652313498857645e-16,False,0
3745,14025022.99999993,14025023,7,16.456353649300382,5.083851259499954e-15,3.089293878729985e-16,False,0
3757,14115046.99999993,14115047,7,16.462751949455182,5.019209724940531e-15,3.048827887555358e-16,False,0
3765,14175222.99999993,14175223,7,16.46700613937674,4.9766855445638254e-15,3.0222163655258023e-16,False,0
3771,14220438.99999993,14220439,7,16.470190853874087,4.9450876365009046e-15,3.002447075674129e-16,False,0
3781,14295958.99999993,14295959,7,16.475487467882196,4.892979678626907e-15,2.969854268752548e-16,False,0
3787,14341366.99999993,14341367,7,16.478658716346875,4.862044177903143e-15,2.950509663192418e-16,False,0
3799,14432398.999999931,14432399,7,16.484986167798155,4.800903163681099e-15,2.9122882572138294e-16,False,0
3803,14462806.999999931,14462807,7,16.487090877570783,4.780736622563137e-15,2.899684764318793e-16,False,0
3807,14493246.999999931,14493247,7,16.489193374769698,4.7606758591062204e-15,2.8871490259739347e-16,False,0
3809,14508478.999999931,14508479,7,16.49024379510679,4.7506849359682755e-15,2.8809064286714567e-16,False,0
3815,14554222.999999931,14554223,7,16.49339175001996,4.720869009677815e-15,2.8622790759045064e-16,False,0
3841,14753278.999999933,14753279,7,16.50697592112873,4.594337434278585e-15,2.783270210261764e-16,False,0
3845,14784022.999999933,14784023,7,16.509057628598317,4.575249065142884e-15,2.7713568927261285e-16,False,0
3851,14830198.999999933,14830199,7,16.512176132769866,4.546802003050141e-15,2.753605561429672e-16,False,0
3855,14861022.999999933,14861023,7,16.514252437414626,4.527960059505671e-15,2.741849851614924e-16,False,0
3857,14876446.999999933,14876447,7,16.515289781975756,4.51857568821683e-15,2.735995400545895e-16,False,0
3863,14922766.999999933,14922767,7,16.518398591309165,4.490568068249024e-15,2.7185250697435335e-16,False,0
3873,15000126.999999933,15000127,7,16.523569225697305,4.444369186140997e-15,2.6897149916188527e-16,False,0
3879,15046638.999999933,15046639,7,16.52666520195989,4.416934886729006e-15,2.6726111001541935e-16,False,0
3885,15093222.999999933,15093223,7,16.5297563930937,4.389711944833912e-15,2.655642249312263e-16,False,0
3897,15186606.999999933,15186607,7,16.535924478982437,4.335892350633826e-15,2.622104591820584e-16,False,0
3911,15295918.999999935,15295919,7,16.5430966187572,4.274141046461396e-15,2.5836402609262455e-16,False,0
3925,15405622.999999935,15405623,7,16.550243130610294,4.21348515780311e-15,2.545875081442224e-16,False,0
3927,15421326.999999937,15421327,7,16.551261979465497,4.204908090447288e-15,2.5405362416860736e-16,False,0
3935,15484222.999999935,15484223,7,16.555332192539282,4.1708172917506416e-15,2.5193196024361467e-16,False,0
3943,15547246.999999937,15547247,7,16.55939413911512,4.1370712778192585e-15,2.498322851104219e-16,False,0
3947,15578806.999999937,15578807,7,16.561422022946164,4.120326257823816e-15,2.487906082047197e-16,False,0
3971,15768838.999999937,15768839,7,16.573546335430088,4.0216156466856885e-15,2.4265269274859306e-16,False,0
4003,16024006.999999937,16024007,7,16.589598593172425,3.894554161920159e-15,2.3475879419547805e-16,False,0
4013,16104166.999999937,16104167,7,16.594588616342378,3.855879638680255e-15,2.323576515107448e-16,False,0
4037,16297366.999999939,16297367,7,16.606514118986677,3.765001113255979e-15,2.267183278970841e-16,False,0
4039,16313518.999999939,16313519,7,16.607504708529124,3.757549355866117e-15,2.2625610661042593e-16,False,0
4051,16410598.999999939,16410599,7,16.613437964532928,3.713223865931456e-15,2.2350725201241327e-16,False,0
4061,16491718.99999994,16491719,7,16.618368934099614,3.676784256120077e-15,2.2124820255829068e-16,False,0
4065,16524222.99999994,16524223,7,16.62033792292939,3.662333633649325e-15,2.2035253739316423e-16,False,0
4081,16654558.99999994,16654559,7,16.628194550724377,3.605236217162403e-15,2.1681465213584156e-16,False,0
4087,16703566.99999994,16703567,7,16.631132847393655,3.584111840503304e-15,2.1550617588055563e-16,False,0
4093,16752646.99999994,16752647,7,16.63406683360069,3.5631419566158374e-15,2.142075051314761e-16,False,0
4095,16769022.99999994,16769023,7,16.63504387330681,3.5561860926441906e-15,2.1377677869251515e-16,False,0
4097,16785406.99999994,16785407,7,16.63602043594263,3.5492471941907872e-15,2.1334712877140555e-16,False,0
4107,16867446.99999994,16867447,7,16.640896109341533,3.514805453525979e-15,2.1121491477570775e-16,False,0
4121,16982638.99999994,16982639,7,16.647702144910312,3.467285825669677e-15,2.0827413870626745e-16,False,0
4149,17214198.99999994,17214199,7,16.66124512448258,3.3746315430851e-15,2.0254377856348234e-16,False,0
4151,17230798.99999994,17230799,7,16.66220898003485,3.3681324945423523e-15,2.0214201481797205e-16,False,0
4153,17247406.99999994,17247407,7,16.66317237130205,3.3616490837454823e-15,2.0174124163385848e-16,False,0
4163,17330566.99999994,17330567,7,16.66798237898692,3.3294650216829962e-15,1.9975213232049027e-16,False,0
4167,17363886.99999994,17363887,7,16.669903147663327,3.316699293147909e-15,1.9896332112840264e-16,False,0
4173,17413926.999999944,17413927,7,16.672780846332508,3.2976651977962168e-15,1.9778735342290545e-16,False,0
4179,17464038.99999994,17464039,7,16.67565441037479,3.278767449429864e-15,1.9662001674668744e-16,False,0
4195,17598022.999999944,17598023,7,16.683297124153487,3.229031175588728e-15,1.9354874228750926e-16,False,0
4209,17715678.999999944,17715679,7,16.689960624646798,3.186283356735584e-15,1.9091017818401912e-16,False,0
4213,17749366.999999944,17749367,7,16.69186041127796,3.1741998103842153e-15,1.9016453122502428e-16,False,0
4219,17799958.999999944,17799959,7,16.69470671188887,3.156181690308971e-15,1.8905283841023368e-16,False,0
4221,17816838.999999944,17816839,7,16.695654579311643,3.150204074477299e-15,1.8868407102653296e-16,False,0
4229,17884438.999999944,17884439,7,16.699441563115922,3.1264346588763617e-15,1.8721791666265787e-16,False,0
4235,17935222.999999944,17935223,7,16.7022771026599,3.1087545806078736e-15,1.8612758975917077e-16,False,0
4241,17986078.999999944,17986079,7,16.705108627752075,3.0911993025340827e-15,1.8504514824876355e-16,False,0
4249,18053998.999999944,18053999,7,16.708877769450844,3.0679845756809942e-15,1.8361404147023254e-16,False,0
4251,18070998.999999944,18070999,7,16.709818946043015,3.062214977060216e-15,1.8325841751776528e-16,False,0
4263,18173166.999999948,18173167,7,16.71545672347806,3.0278807366334762e-15,1.811425668304115e-16,False,0
4265,18190222.999999948,18190223,7,16.716394809902386,3.0222052347824956e-15,1.807928844198041e-16,False,0
4269,18224358.999999944,18224359,7,16.7182696637727,3.010894068457054e-15,1.8009603439890952e-16,False,0
4271,18241438.999999944,18241439,7,16.719206432042462,3.0052583294331606e-15,1.7974886198387764e-16,False,0
4285,18361222.999999948,18361223,7,16.725751553138558,2.9661751323965686e-15,1.7734181468455272e-16,False,0
4291,18412678.999999944,18412679,7,16.72855006136225,2.949619774917339e-15,1.7632250040187542e-16,False,0
4303,18515806.999999948,18515807,7,16.734135357661387,2.9168541206925237e-15,1.7430563685246517e-16,False,0
4305,18533022.999999948,18533023,7,16.73506472580819,2.9114374936753443e-15,1.7397228761149837e-16,False,0
4311,18584718.999999948,18584719,7,16.737850241878977,2.895262878304402e-15,1.7297698548289687e-16,False,0
4313,18601966.999999948,18601967,7,16.738777885780177,2.8898963122032114e-15,1.7264679249123782e-16,False,0
4349,18913798.999999948,18913799,7,16.755402319452376,2.795390347325083e-15,1.6683516719140442e-16,False,0
4373,19123126.999999948,19123127,7,16.766408998240436,2.734526783533551e-15,1.6309555515558086e-16,False,0
4383,19210686.999999948,19210687,7,16.7709772967289,2.7096563031776242e-15,1.6156818146227703e-16,False,0
4395,19316022.999999948,19316023,7,16.776445516697574,2.680183765840684e-15,1.5975873811726686e-16,False,0
4423,19562926.999999948,19562927,7,16.789146853502466,2.612957412019758e-15,1.556337218811482e-16,False,0
4437,19686966.999999948,19686967,7,16.79546740116777,2.5801346631096253e-15,1.53620890772604e-16,False,0
