schema_version,row_id,k_index,t,u,v,sigma_tu_exp,sigma_tplusu_v_exp,sigma_uv_exp,sigma_t_uplusv_exp,lhs_exp_mod24,rhs_exp_mod24,norm_t0,norm_0u,cocycle_holds,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,CM-0159,-1,-1,-1,1,22,4,2,0,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0160,-1,-1,-1,2,22,8,4,2,6,6,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0161,-1,-1,0,-2,0,20,0,20,20,20,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0162,-1,-1,0,-1,0,22,0,22,22,22,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0163,-1,-1,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0164,-1,-1,0,1,0,2,0,2,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0165,-1,-1,0,2,0,4,0,4,4,4,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0166,-1,-1,1,-2,2,0,4,22,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0167,-1,-1,1,-1,2,0,2,0,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0168,-1,-1,1,0,2,0,0,2,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0169,-1,-1,1,1,2,0,22,4,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0170,-1,-1,1,2,2,0,20,6,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0171,-1,-1,2,-2,4,4,8,0,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0172,-1,-1,2,-1,4,2,4,2,6,6,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0173,-1,-1,2,0,4,0,0,4,4,4,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0174,-1,-1,2,1,4,22,20,6,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0175,-1,-1,2,2,4,20,16,8,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0176,-1,0,-2,-2,0,16,16,0,16,16,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0177,-1,0,-2,-1,0,20,20,0,20,20,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0178,-1,0,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0179,-1,0,-2,1,0,4,4,0,4,4,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0180,-1,0,-2,2,0,8,8,0,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0181,-1,0,-1,-2,0,20,20,0,20,20,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0182,-1,0,-1,-1,0,22,22,0,22,22,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
