modulus,element_relabel_sha256,clone_add_table_sha256,clone_mul_table_sha256,source_row_sha256,matched_clone_row_sha256,transport_certificate_sha256,semiring_transport_exact,graph_transport_exact,exact_equal
54,84d50968708898a890ad3c4b54f34cfe90a32dc4832dac01dded95653df42516,06d11c607e3cdefde878eb363a936a5e58cc68369e08268664b3a82e3fa9c841,d4cbfa4f49553c7d64cd031377be1d3d658ae251d80c7d18a55a1185353a9960,c67d06368e929db28441a4666b90a0468831725c80a07a271834b35f9c8498ed,c67d06368e929db28441a4666b90a0468831725c80a07a271834b35f9c8498ed,213af1bb92adb12211cb50a60f09b4fa0ee2f4c456f2b0d99e43d716f8bf3e6b,1,1,1
55,643d00ec9da5fc16a31b7387e85edc24424bad98be96cdb8ff373def1c900c8c,149b0b22768104fab363b480542ba947ca4901e181910f871395739b0267ef21,96a2e3ed0626f55d98becafbae9596080446f0191e70fd7493fe0849a39d0953,9087f690674e4f0651f9ee99fb350324054bd0d8143dfa4695e385f56b2b355b,9087f690674e4f0651f9ee99fb350324054bd0d8143dfa4695e385f56b2b355b,d85676a12758b60794882d57c07cbaec2e4d14d08b5f18c470c4e48851ab51fb,1,1,1
56,123e630afd3321f949f6fca3c94d3b9e772f2c47e38de26b37537ea977a31621,8323e583d15c84ef439d3ee8847919bea21d483976efcf719da727caa912c4bb,073e96cc2abdacecffaea9b97fd608b862aef2375f04ff26fe8c7d62c4e3c83c,f4fff55e9c6621181d57bc5da23c0c46c883b1f63c7f7a6d52dab69122d9989a,f4fff55e9c6621181d57bc5da23c0c46c883b1f63c7f7a6d52dab69122d9989a,de9b9bd06a044af370d2c402dbe9164eda57f14cee3fd00bf5e8753abf9f0cdd,1,1,1
57,fa370097e7af52010c84fd9cccc509f4ee18bdaa0470db4375e2fa5fe6edc379,ee1c49b594f766974b3b1d00602998859795037e3ab98d6024ee9f662aa1fddf,c03979aae8500e4d052d395ecb4683e381c837c39777474d057d1ed115bf5357,92a4097c433c9462d1f84f5be570323db2ff764c062c7b59c3c43f054d98ab18,92a4097c433c9462d1f84f5be570323db2ff764c062c7b59c3c43f054d98ab18,8efbcaa33fe291233cc050c28273f71967eddc682135ca85e528cc9276b93e69,1,1,1
58,089a3d70fd08240baa84d3d9f7d454008aacc021d744f6637492d6fa17448666,d615422f4311124cdf56760758ad084d4e9302af21fa23e9e87919bb3d107256,c68fc5dc472b1474b53db7ee4e9f34906d0424cb6541dcd7feb59b5a1ba4691c,e459b0471e0cabcf2944ffc4dcf42f32b3d9356dc44ea95c0064830f756ba094,e459b0471e0cabcf2944ffc4dcf42f32b3d9356dc44ea95c0064830f756ba094,ec08be310fd1d953248621c174347ad642fcf3a1146c6f9336ec56d4be8fc03b,1,1,1
59,5c99a0e1a16afc3451defd70b2dff0319a88580ee275325bd5ef76943278f46f,4307a52e4bdd8cc05cf0ff9a7d629696e37324e19ef23dfc107f9168eae57aa7,bf198cc0a692bf33223c409d020d2c67ed409a7e90f320061778c879a84683af,9fffc180c176060253a846d4e38cc53b2081226daaef89dd82915df0e8108b23,9fffc180c176060253a846d4e38cc53b2081226daaef89dd82915df0e8108b23,1d14aaf71162be5afde0e2ea9102789b38d5d057c28ea1ea5faa9393be59ae94,1,1,1
60,d479e847170e62756e423dabbf0a9a4e7caf3a2a46e3e8c8dfcf608711db051c,658464bd18f162cbf8e630acfcbf251cad40c1249ad435d629210c75b4927ef7,61d25fd590273a6e5126eca70fa1c5738407346673dff668276648522122f643,16a63481f3efe163e0b7e8166a7454e0d474f6d1d2437c4ab0a03d8f9ca26080,16a63481f3efe163e0b7e8166a7454e0d474f6d1d2437c4ab0a03d8f9ca26080,a58d888f7674cb6d909ec5aa8a835b86969adbb902c6c66281c67a2f6002f229,1,1,1
61,2abd54fed9ef942162d1a95ec44d3d1eff822a95a1350386577f73d6fe6cc7ab,1c377777f0e6bdbe5e35614a218c5730df4ae506431822b5de153dbd2ad95b9c,bb6360ad064a8b86a0728c6a01fff4f8c92e490ab8812a1ae978588e4e8a3c67,af0cf2281bdc5209ea4a6fa1e9e18b659faded8263d36d26c7bddca775c3360d,af0cf2281bdc5209ea4a6fa1e9e18b659faded8263d36d26c7bddca775c3360d,7e082fda6d1a6656acaeac72bf1d5622927cc01c88148d98b1bc470ceb8df2da,1,1,1
62,42ee5f96392c119aa9aedc02c2bf63dfb377514ab63f07c27815fb37cc55746f,bdffe53532728e89d21a21a36cb023b8df7f5a3b843929418b7b146485ffcbee,02db09c1c4aa5890646e29cceebeae4ccc4ec0dc031f6d10fbea33ee1fb3a8f7,0483c0b343d679e958e7baa2123eaf05886bc06d5bdee064371c6253c56fcf46,0483c0b343d679e958e7baa2123eaf05886bc06d5bdee064371c6253c56fcf46,fd13987808765e523bb9245ac290638b087c67b52f28f0b5a6db2fbb254081f5,1,1,1
63,c4ab59620b7b6b2809d07879953d707becf2d1e9421778443c2393b7f4c009b2,ad4034a77357f413e54644b0caf217b1ee8403e3a774a1f6fb751dc4faf9b27b,2935394a6f47a37b58843279c1e0a93c4b4c8a4b8f78e7070d672dd82ac8c413,056b56c9f10863cd4b96f887352cd122327b3a5cd9926e8e01638e3e72e2aac9,056b56c9f10863cd4b96f887352cd122327b3a5cd9926e8e01638e3e72e2aac9,796f49307081d21cf31b122400a3e6aab9b1f7847a34bb9caa8485877f0785c0,1,1,1
64,412c4285f8d3e5a1fb833d9321aa733d2d0269a03815263a8097617ce5f5a9b3,479ffd896576a371a243d461feee0a3438bfff4d86e5e0fc62fdaa1511f81561,11f448d73097dd56e2c645accd03c8cc126e23d0d444c432c9f0ba6c4b9d3b85,259c641c01c3722e853ff238e91a47075f058415139d05fb0aea785a98f3d637,259c641c01c3722e853ff238e91a47075f058415139d05fb0aea785a98f3d637,44ecb7308a7ba70a65a82ea77404fddb90cbad9e06c08c934fb7a5db3a0e534d,1,1,1
65,28dff5ff2b1fdc8ac056b0a91f599069506837e6c99a7e9f7052b02ef31ef5eb,ba50f1ba783eacda6ff7630e45331b084f9662a9cf4ebd0880859f2fa7d2b8d2,6ed2e3b85b3ea987d9feb03376dd721e9d6fb3f23c61c5433747f109c36eff58,2097a006a6b3f4c72c15885b97de00a90b4056fe6b2d52c71d624dd5bea456cd,2097a006a6b3f4c72c15885b97de00a90b4056fe6b2d52c71d624dd5bea456cd,3c100dd6c364074d2e744c449d5c1cd40c3171b5530747b1bed2a2c39c792140,1,1,1
66,4001a538697096eaea7326906beb69c279f2b8376f82203bed2fbfd718a27955,fb716887da20d39b81705dc33e0820cee21ac3e890dce0a75092fd5e6fbb01f5,0f03504ab098705cf4de2c77bbcadec1be4f41f50a3bc686158ada6c3a0800e5,dd9c89143f5f838f362ab21d6e7a5c7f5c9437b42fcc0d147cf232fcc355c767,dd9c89143f5f838f362ab21d6e7a5c7f5c9437b42fcc0d147cf232fcc355c767,150c6d8c9d9437934044f81fd3ee49527128c03f240b1d7d029ab71bbdcb42c7,1,1,1
67,93e2f535d9e07d7d4a255a9ea1ef6a9b15125499ac130d2203b5cd4de43092f5,e45d7db64842c7d4633319a00ca76b684e2dfdf0e6085fe20d153c8a34689f44,9ec4b25498343b29c7df4d19e9e47895a70b302f40931241cdbaf21f90a882f2,ca1cf7be5990ba9f110a54d34f739c779fff263c7ee3e404a1d91c6620349c87,ca1cf7be5990ba9f110a54d34f739c779fff263c7ee3e404a1d91c6620349c87,1bd79bc0ff48a3099abd077cb200856ca4d72e8fd3a50831f21f55160ad251ee,1,1,1
68,479dfb7e4d3e743bb810fbf3f8bfb9daacf53689217b7175c7210d0f42bf9a66,62139ac136159ffac9e172d7317baa2f51fd15329360f09e39ae4cc0d8bd572e,8f7d116a96c1184fed3c2221d5bd895533f91ef7835c41a3b1e3c99cbd55e3c3,488cb2e9939cc4898a3e0ddc01fdff60024241601ac485347a0659c394b6573f,488cb2e9939cc4898a3e0ddc01fdff60024241601ac485347a0659c394b6573f,ce1a8361722b521bbc1eff5f0ce39214b4cef63e00cb6b3b9aa88e07b6d0ff7d,1,1,1
69,2b173a4bc7348ecae487d65eaabb65ed6ed1f45e1f90bb66b683da3c2de6107f,5409ac57dc821f2f9266cfa4311257182dd4562f940cfe47d7be3a4dc35a1409,aceca810c28246f48636329fdce007b08acff471b3a1c5cbf2362218d313a286,688f413e2a1fb9a1e74f000173d612825b22bf41c7220ad4b095492cc3ac08fd,688f413e2a1fb9a1e74f000173d612825b22bf41c7220ad4b095492cc3ac08fd,3061955d0f16380d96b63e2297ab0142edc4787cebd513c513e386fbe7a3ac42,1,1,1
70,1829dbb5b7f7c28ad6cf63151d5dfce990d6019760b1c968105748590da773f5,7612986866c00c7f1107d59679ebd91f13cbf950e2e904c45ad2c40a2b9ce423,f2e91cff3fcb8b99dd8a33cf2611f0af8d3b6724b95c9bde037fc3c26e50220a,c1835daf627f7cda72738e4b83672ffdfce9748d9411b4e99ea3cd9048079c1b,c1835daf627f7cda72738e4b83672ffdfce9748d9411b4e99ea3cd9048079c1b,30cc34861f8cd3b218c9ece6cef1b9fd4a413c6f642cb1795a6a632e456b21f1,1,1,1
71,08991947581c310a55f195df780f0cec44ad4358955c3ec7ff356a61491cee94,b20cae4b2d440be2b5bdbcfde32ddb823c15f8ecd43c430cd63f8c73eac95f44,84a7f823bd64fc32e40474ad4a4061b4a4f8ec76eba30479eeb9aedccac090dc,22ff14894b9d3cd9e1bd5a84cf43e260f93738e7688217298cb6e85b071b78cf,22ff14894b9d3cd9e1bd5a84cf43e260f93738e7688217298cb6e85b071b78cf,7c453c0d1a122cb3e9848c2b9bc942ea5cd46f24c1f31f12fb42a01553f086a8,1,1,1
72,768face00c8761b6ff4ffc5e51fa48a03873a31a4b0c7757bf81df9b4556feea,7d2fde6734d56b5cfcfc732df44243d0eea1772d14f2688a5f356028742a9b0a,56e1ea3fd98b4d4c18b41f6ee0cde8e1d2234ba91742e8f3a423070080769677,f0130c823b594257298d885ceaa5f3178686c3bd5d0c3da0fb6cafd416e56ffb,f0130c823b594257298d885ceaa5f3178686c3bd5d0c3da0fb6cafd416e56ffb,4302ce8c3c660ec3dce2bcc742e9af6d030d9823296bf1e948be1c0104364234,1,1,1
73,00be9ba36502a11ac666d43567077e70b7afc7a5ae6d4065f8eaa7ac261e060d,c83439528307719f100e1dee752cfcd2f21f775d6a4f22fe60fef1866d759fb8,e7c2583ad8efa4df6b55c4040cdeeb82906a92151953f2c5a8aedbb01bfafade,7fccbf43505a4c73c4d308c23cfe31b09b61cc63956dd1d8ec9206ab337f07c6,7fccbf43505a4c73c4d308c23cfe31b09b61cc63956dd1d8ec9206ab337f07c6,9d8ffdcd7b7d8ac0c201327f18cdab8f4346047ad096761b0c6834d6a2c4aaad,1,1,1
74,1161958ead0b68c4868d32d4d8b7dfbc38781f9b37d5f64432a76eb4786dd46f,92b58afc0727ebbf37cdf6bf94a3ea9534c34ea6bf3559aea2b88bcb4528e3a0,b36c9fc79d3611e02826663736fe6a3f75e71c26a6f8606d10f0edad6001e6c0,ea23a46fe0519c6bafffd0e0f0321f8db44ab6fa07c4436ef4e5b7e76166a91b,ea23a46fe0519c6bafffd0e0f0321f8db44ab6fa07c4436ef4e5b7e76166a91b,fc9f2d8a1fe2d8a75aa5bee6576780407b7665f2d9c4c6aaa86bad7ab4259532,1,1,1
75,4e9b8f99eef4adaf8a057f7bd5d75bbcddb2266c9524aa8e5a4a7dbfcc46c912,091da37398f233ee6da63b071e63ad3f2286aa624f76f748fc3caa122b9759a4,733d5efca1397baceebaf42a112cef3726f883370bf84b0ffefa1d3116c509a7,0132dec1ebaf46dc50276af4237701b24d199fd62d96a6472899bca2d36f32b3,0132dec1ebaf46dc50276af4237701b24d199fd62d96a6472899bca2d36f32b3,38658c47a82a23e96a44f77faeb7a741c2a3209392137d06afcc98a19ad20826,1,1,1
76,cac13cf07a6913ba5e40973cc7ed2224daccdba01ca25fd6494df10fc22c581b,3395a4b508d351dce128545d75a1981bcbd1bc40291d2b112044514c38b09ff1,10bcf73ea90930c26893f8e7090a8010ac8b846d86507121a85772ea0177e546,1b307ee1ab1bbdd1fea66719d36c15432155cdba670ba6ae515fb97588bd3218,1b307ee1ab1bbdd1fea66719d36c15432155cdba670ba6ae515fb97588bd3218,bc121eda17b9c99ce47d94fa7a8eb42053c8cd7ca99ce833f8559e014047c9b3,1,1,1
77,00ed96a952a4b78a094ef8371d0bd2ca9fdc3697e6a56a4198115e9551b3f81c,68176766ac5bdfd505da8fe71597672fa7da9679322485c00b30473e71393985,bde3ef73ee982cc0351b2e486c9d456e12830bb4cf01f1ee87e9a15d9e437d31,d6bf8a64df6db492730d30d0ab9007560eabe0ee807ab8acdf21367ab3b1ed22,d6bf8a64df6db492730d30d0ab9007560eabe0ee807ab8acdf21367ab3b1ed22,05f0ddaec3d19b4795a48a46f64c0a603e4d19bb5955d619b2128f97e63abe0f,1,1,1
78,6f585357cf0b091cf4717d95a730e80da563352453c1397d582fdea4aef219ac,42ded3878e2f817e765cac801f9bb8ae9e0a5b69fa8b0faf8ff638923693dae7,6e02d565c8ecfbc0e48ea877962bedc6d180efb37b7bae262c5a22cfdb077ff4,828e4742378ce0500e5b79eb804af17fd82e46d20f902fc1a9c16ebbb8f24311,828e4742378ce0500e5b79eb804af17fd82e46d20f902fc1a9c16ebbb8f24311,ec844890cfc5daf247b0601da50ac183d743261824906a12dfcf45dd58d76b53,1,1,1
79,4d59b5ae1b321c0457b77f7702b20ff2b536b3a545017244727bb113e5f1e00d,05f9396043df95295ce6acfd73bbf5d520b2e609fc573e3f693ef595f5b99f29,5b900e894337707bf3bcc888cc57d0d23ff23caa09a19a80dfadf01d96ecb7f8,5d76c398aec26a3a4d6b3c47ab90a1e9bca8429d6edde2b7330f1c4f99ea2b0b,5d76c398aec26a3a4d6b3c47ab90a1e9bca8429d6edde2b7330f1c4f99ea2b0b,ea20f0add873a10bb46a1d1071a5b11452ef2aa54b0b5053735633765afecb24,1,1,1
80,8a4aa4ba4296963cf2a6abe37764872ac8144a7925aa8bd65ecb54f62e4782f5,a8d4cfb2ae440db17d723fca652ddbeea63cfd8886ef26e9110259c575fa8ccc,f06412cd0e2e8a46be11d387d7f4917db0040c3aa296761ca068d06e28ea7d84,becc6456639acd0756c230ed4efcd93f77c320f51ff533bade08ffa066dc01d0,becc6456639acd0756c230ed4efcd93f77c320f51ff533bade08ffa066dc01d0,45a526d0e7140811fa7d8fea423fc89341a4ab308eeac8dd92dbdf5f604707f2,1,1,1
81,bfb8dd807bd98ab50de555bf2a8efdde614eb3b8e3a99335f9e1ef0e375227df,911bfb8826c616463840932e65342aa67bd3b1f0470dd1379b4f03639f15a24e,33b385cbdb7d1811274ea14ef176a2fbf150fcb005a095aae246083c52eda262,246449f10da2940d4db598c744763f627d19021eed5aaf406f9347be20643f9b,246449f10da2940d4db598c744763f627d19021eed5aaf406f9347be20643f9b,b6c25f1a39d0b20740d69ba26e229bed512d7fccf0e33b621afa4058a6722fda,1,1,1
82,d5bfb4af55bf7252a405882f3bac0ccf33aa02f9389054cbd2400645234d3193,25c1ad17ee2227c6b9147ceefc9173c728d1e49dc048e5a878af43c8fd9fc152,1b2caed1a943a750a57b42b18138f16ce2c608532a2690f7e2b14c01b57b5f11,f1337309e1e539f1fa0fd62a7e2a12e99a04c68c28a4299b4a85533dbae8f5f5,f1337309e1e539f1fa0fd62a7e2a12e99a04c68c28a4299b4a85533dbae8f5f5,893ea92d4e4271aa1d9e20eb9fa296026451bdf64886ba8ec9c1d63436ebaf13,1,1,1
83,e1f34b383544d973dbe671211956de89f04f58de454e1b4592374a6ae352d66e,b51af7ff30bf322ac1ef9f4b4acc4db0686c16c3437125117e5ae1c1f9efcca2,c9a38b3c9765f6fc3d501c38b17d22a8b6d4640cceb05afc4d00618a50886e55,ac426d619e2c004dea09bee877f5c1c135ffa6640cad617a123c018bd869eebd,ac426d619e2c004dea09bee877f5c1c135ffa6640cad617a123c018bd869eebd,195faec1430210ef4df33b2e9074f6e2ee0542059f43e79686168c730260e4e6,1,1,1
84,fc7181781c04378d1b7b4fa42a6114bf2923a103250423904cfd173c9f62034e,de040b485b2fd1b992965f85b8263696e244d533fe4a76f6ee2890c371c9dba6,66d8f98053c6d33633921aab25c02fde7ed4d1438305ddc913cf94d6e0b0c920,461c311b4a17508729895b1d3c7ca5038f1e81c28e5dde53ec4983288892eb2a,461c311b4a17508729895b1d3c7ca5038f1e81c28e5dde53ec4983288892eb2a,51a3a0642defa81e2ce8895980c1f025758f855411a90d60ee1cb0d2831ed2a6,1,1,1
85,aac89d4b7f0f7a3989168cd549f2a446975109ded0a50ac0f18a73d41642132d,36827fc607b49d5eef20c3c28ce570d463a2c625d7e8b6a142218400787ed08e,5cc18b53937d1afdf938a8a61667cab9038c35580c91a338a801e7e979190edb,d6d96dab8c365c3a5d6f9f7181dfa24a6b863df658bf1b16e62d2417907aa254,d6d96dab8c365c3a5d6f9f7181dfa24a6b863df658bf1b16e62d2417907aa254,7c2032138fe82f2e364b8e981005f647f676fe0a1fcfc84353f422202fb6535d,1,1,1
86,92f0cab67ec874a63fd89327221812a29a2f9e9b238dd071b9cbae31b71ae794,9a500ba346dd6eff49bdaea47b98aad4e85ee714d7880ba7d15da9b59b6b6363,80bb9979238fba9640b21a505a52d0e2b24647e49a8ecbb6ce452a75e2c1b9a4,03694d416560485e796e8d94f466a732a051dabcacbc6acb3d9a135c87191b6c,03694d416560485e796e8d94f466a732a051dabcacbc6acb3d9a135c87191b6c,4e4e64f8219d2783bfc267f5aa7d09d1f061c7b502cec3f7ce5bf9c346993397,1,1,1
87,c5cb8b420ccd69e6401782835b56b096089eba066ec4b359e71a3c1ec075bbc5,62654e9ad1cf904d4a477336d37089619f5a119e2e3d5285069c9d84e27a38a1,74d4ff38121169439ce6a5b472714d556e822b4f8045b3a97f2172e6b6b4949f,8ad2ea6cf47ca145cd24bc4c34b703f708000875f598f0176b73c2b254515474,8ad2ea6cf47ca145cd24bc4c34b703f708000875f598f0176b73c2b254515474,aab21967a1e4d8331d142407d772917ccbe6e8d05233d023fbebb569045606fb,1,1,1
88,156cb705401e469d06e22d9fc8ad011c97139937144ad99792c0ff3dde861d98,236be16b5f5cd9348d0e3cac5be6744061f7661fa59c065572df5dc08f7680ba,f4f40f1ff822b73281dba871325d00bd3b8db63bb86a79d66d8d954b2880e90f,25ce0d7c7a9e3db67cf49fae1bf0536deaae318e3699cfbbb8bcd3540f74ac84,25ce0d7c7a9e3db67cf49fae1bf0536deaae318e3699cfbbb8bcd3540f74ac84,39a3844acd16e9368bc9d392b2829ccc831ceab3d11bdccdc4c20f80b20cb0be,1,1,1
89,f877644074a1b0f8b723287514e61828e7eaf3aae5412fef10925bc7f72ab41c,acb6fb3c0397daae6eeec4780d9129bcc397a08ae20f2a518eaa7f877dd9ad5b,49a299aaa2f35d23df26ffdad684ee4e6e27740262e54acd5699091d7dbb8b41,a3e712c34b1a81a69d3f741250de6e456931a241690fe3ef0fd98191982af6e7,a3e712c34b1a81a69d3f741250de6e456931a241690fe3ef0fd98191982af6e7,ba278235eaf8568ee62990203f02c0624b77d93db20c32e5fe0176e1ed80cf14,1,1,1
90,e9635695f0175fa2e0b34d6d954f2f5292397f863aea689737b5a897c8d0c348,e2f44a886f2f9c996151c7206cbbd028727c4846ee40955fff83d2cc43daa612,782c2c533e6f8ab794189d3b2d1d11dda7bc3d60bd18bd60d9efe0c6cb0510a4,14a6dc482572c1b5e418b27c4163190c74a641d081033d94f8177340fcfa1835,14a6dc482572c1b5e418b27c4163190c74a641d081033d94f8177340fcfa1835,6ecde4ddec06f58c67e3f463a1907ec25ea7bcb0611cc11a8b37c4fd39652ef8,1,1,1
91,3a15d1d7fdb97d42797f050de846e698a48ad22c4a5cc0aff55af17e071c173c,db05541dd1f43c66206014439671d4d4eedf29a10179cbb770f53655abcdb01e,dbaf2e23dff44716b95f667ae1fe60746853f8d116d2430b4b2a1430a76bfc20,c9330d841cedff77dd4639cac395ad22e8948cd1898271b1419231a70fe1b21f,c9330d841cedff77dd4639cac395ad22e8948cd1898271b1419231a70fe1b21f,1528bca1b672ca8f9b166b007c58d52d96885ac286dd6db01612e6b847cbb37b,1,1,1
92,bd17a1e63a2e1db6350b7953cff93aaf64f17792e438586deecbcbba4a7fbcf1,33c3fcdeb05ad2b730ba39558ab1312178ec1f7572a5ebc06abbe927abe5b887,e2c6d9cd666b8191c1e67854f7641806fb21e955ed23b274afb561232ccb1b3c,12935e22b663217a5f638fe12a35522e3748c96ae76df1addbb20c289082affc,12935e22b663217a5f638fe12a35522e3748c96ae76df1addbb20c289082affc,a420d966a6151f2e7a33aae39a8ad43cee4fe1b463e5ea35f47482acd055f276,1,1,1
93,29428908a6bad76e083746f9f57d934bbb4ad81cbfa5d18ddc77563b29c32d5d,0af92240b4b0927e12240fde189582b766da3fea0a9270dd9e8d3e5a295ed325,d1699f4f2d3e31617b343efa9946866f271a9f3200e7ab060aa0df129d5c3ed0,fe93c1e9a2f21d6045598c4cb2d1f4450d6618c3833e735a669944efdc7e4426,fe93c1e9a2f21d6045598c4cb2d1f4450d6618c3833e735a669944efdc7e4426,c063a6b52a60720dc3cbe88da4dab05e7565800a986eb665664b0fda66853c44,1,1,1
94,78b3862a4177516b5097c1e94ba0966da90dc0cbea0616d0737ebfb2abd7e4e2,53d5d93e9f9f7cfa19c1775b063d12534dc08257f246d68e0682ad2c17bd1eb1,b83fdda2b7d10378872fc31ca46692f6c6d20abf30456c796d10fb0f41ddd78b,8428d7c46256ce66199064c123c61e2d57bda733cbc0307f8a3c266307968c7e,8428d7c46256ce66199064c123c61e2d57bda733cbc0307f8a3c266307968c7e,c486f67b676006aba25fa2a7b8a0fef617ca239bc56868b6ecafdecd3074e3f2,1,1,1
95,80e6d617f0cfc50c8365ac74f60f7e96c7eeed71e540468b5151ba24e02fc159,7f5ec1aa48847aec92a0d1c412009f0512807f0833bbd1deda576aa9f481fa7c,c409890fec6ee19676b585bb74577a2e7c6e273b992cb4e2e3bb8ef171eafcf8,299f608f45a59b35fb40e01e8e82b0b751067b91067640996bc7d363d9d01273,299f608f45a59b35fb40e01e8e82b0b751067b91067640996bc7d363d9d01273,a182cd3010ff78e42d0718cfc081ade38c464a3c9d1e60c2c81da9a2af7de194,1,1,1
96,d9b4a0d5cfb87fdc1fb28513baa81d6d1dbbdc5b78909b33066e9c594efb09bf,60f511153151801069358f537747b51f8a8861de49877af82d6b3824c37e9f5d,b4198097304759d49dfe8e0c1d77a8b66e8704aa03224eea2a71bcfde9151aa4,325bef914123f26ee9c4e68f04d72b2b0e27f4a3b706c3cebb1c3457aaa255d1,325bef914123f26ee9c4e68f04d72b2b0e27f4a3b706c3cebb1c3457aaa255d1,57c87ddc49d05bb3ece4460d924be774f9e37c1828c6528b374d1c6a9d6e90fd,1,1,1
97,71fd217fb871b42e9869a8de4749f1a22f09b1dd7c140946ea53ec94bcfbee93,ccfdd51488ebb75783569937b1a986f92fc9f0a89cdc981bd1a0e5bec2dfb9c7,297a8d2697836d19260d7b955045bb9519c62b635fe657398f5a68a05071ed15,70bcffa241b2b3896ebbe4deb0ece707c40795a15083da9f0dab3f655e8d172b,70bcffa241b2b3896ebbe4deb0ece707c40795a15083da9f0dab3f655e8d172b,fbd3d8da934f6f352c1a07e3b137e179ab3ede682acadbf33bc31f7edc043925,1,1,1
98,554a1b5f8f923a3695069096b220b4fe396762ec15db5fb9584505d0d8bfa424,4036878e6d5c3900968f30542e589c17299fbf4b029f681fceda640d6421fb48,6932c2bf15cb15b344d6dd7a36cc4f3b4861e26329b336b06e85e20709509e96,7a47d2d8ece858af2352f34c27c0370612c7621b981f13cd5b354c00c0900cf7,7a47d2d8ece858af2352f34c27c0370612c7621b981f13cd5b354c00c0900cf7,02c0acfd0e83e87a477301e47fb015b4c0b2d926408c965a85c29b084360ae06,1,1,1
99,c6289d79e75ae64b490c56031008a8e109222c41155eeb9764a32d8afb0aa0ba,9b18d35330859163985ae1b30a67c473378338020a582e5a1dc996631d163a24,e679e4c2361d89b02b746030a0fe149c237681d7efc757666347c8750e9af971,5fc6d02018dd1e105b85a991e3289f135630ba1af6c587050bbe25b3936c9d49,5fc6d02018dd1e105b85a991e3289f135630ba1af6c587050bbe25b3936c9d49,5c302ab37442f0d5020eff6ac89625e38b1e57950702bb59eb19c65bac40715a,1,1,1
100,f76058bc25dd57aaa7e0d53dc30bd0bf1d18cb44072507d0073ca2054d2847da,58baeaee8fcf3de99fa1904dbf3e945220de27399444c425249f3b4b730393d8,0a0301e43ef5328bff1fb043b923d30c9c5f85c42ecb204258b201f5be1f494c,3f2bd73fe5a9d95f9ce07a749c381d870637b3c1ad47983d51cc412cc927e20d,3f2bd73fe5a9d95f9ce07a749c381d870637b3c1ad47983d51cc412cc927e20d,185c82e767b112ed94b4776c3a6e68f6758013b1652b52a75d3f0f0b8b01d1c5,1,1,1
101,766fcf9e0de1ca431fb6e67189f92f950caeed129ac233abc45da75a78cb1a30,7bf9bfc402b620e73766c342356b88041d48dbceddb2cd50587d15659ee7d461,085fc735bed1eee40df3456b0485242d077ceac1ef2058847f8bf89c72c8c35a,02754bba5c7cc796c621bdac0c2d7159d17bd03b6fbc62a44997ee7efee4da84,02754bba5c7cc796c621bdac0c2d7159d17bd03b6fbc62a44997ee7efee4da84,653496a94f641d872561b2f5fcf00282b160e43822b79d50e229a8de06b238c5,1,1,1
102,a8a45ee292864a398558550abe9be2e8f20fee02e19c2ce830020ec96db49c6e,288947cebca25fae10c34dcb50605289f656ecfcc38b7fa6556813db341e80e8,5d1bb7e240101d701001fed67478905bc45625590bf4c29b10bb1f39a7f6e38b,499ea8b78fdd579d03f1c8ef30063c1524257c4f979a4dad77fef13b7e446db1,499ea8b78fdd579d03f1c8ef30063c1524257c4f979a4dad77fef13b7e446db1,472d186ed393128419910ec93c5c254a9e7762a3c01312552753fdef20412e35,1,1,1
103,23494f25d3b5db794919d54bdc0198c7eadaf80532bf4793134734d9a5bdc5b4,08751d4b706732144ef1cad3a12bf367c9ef745bdedfd9df4bec0b1efdc02eda,a568168851660b58c1f80855697d88c5df515a116d083a53aad0b6b4b2d1c8c9,28d9f28037b1b74b6f3610057e88f23c670276356576fdbbedc7ac273592d30d,28d9f28037b1b74b6f3610057e88f23c670276356576fdbbedc7ac273592d30d,5ff05b97f7bc11027474ce17c66b6ffa1c494e490d2bc94faa985b24d92e48e2,1,1,1
104,b472022c29e8e68820a1c43f62e88aa47959b24ac66930d23dff0911e4aec378,6670b0674eecc6023a51b24638865ca37bc24dace873e28f8f3e052488fa7f15,a130771a82d1859b4040ecc9217359b97b5ad28e0fe4209927a380bc4146a8f3,dd43521f3237423a43df93e770d7747cda2a89a03f2b521f7eacdcb116efcd71,dd43521f3237423a43df93e770d7747cda2a89a03f2b521f7eacdcb116efcd71,f43785e63450e95b8d2b0ea9b74481df4c6395c873c84d9174ead2dafddcc46b,1,1,1
105,0c6ac5a72d192110d892f4febcd5890cb77850e7707126174a0a8a8e0026ef2e,0adb501d52873037965608357a23163274a0dad45a2c3190c23d7392287ff5dc,6c0fc0902ce49a8cb8c356d0ba65bf839cb6d9013d0d5304daf067ef23cb30dd,6730f80dbdca0beb5c1dcf72edd7ced363036e05d8ae0218897d9748997fb86d,6730f80dbdca0beb5c1dcf72edd7ced363036e05d8ae0218897d9748997fb86d,3883f8dcb01d4845d1b84d354fe0770867dec8e171cfb2fc1001b81ad157d4dc,1,1,1
