edge_id,r,origin_b,origin_k,token_forward,target_b,target_k,token_reverse,length,closed,primitive,immediate_backtrack,hashimoto_allowed
495,5,10,2,V+,10,3,V-,2,True,True,True,False
496,5,10,3,U+,135,3,U-,2,True,True,True,False
497,5,10,3,V+,10,4,V-,2,True,True,True,False
498,5,10,4,U+,635,4,U-,2,True,True,True,False
499,5,10,4,V+,10,5,V-,2,True,True,True,False
500,5,11,0,U+,12,0,U-,2,True,True,True,False
501,5,11,0,V+,11,1,V-,2,True,True,True,False
502,5,11,1,U+,16,1,U-,2,True,True,True,False
503,5,11,1,V+,11,2,V-,2,True,True,True,False
504,5,11,2,U+,36,2,U-,2,True,True,True,False
505,5,11,2,V+,11,3,V-,2,True,True,True,False
506,5,11,3,U+,136,3,U-,2,True,True,True,False
507,5,11,3,V+,11,4,V-,2,True,True,True,False
508,5,11,4,U+,636,4,U-,2,True,True,True,False
509,5,11,4,V+,11,5,V-,2,True,True,True,False
510,5,12,0,U+,13,0,U-,2,True,True,True,False
511,5,12,0,V+,12,1,V-,2,True,True,True,False
512,5,12,1,U+,17,1,U-,2,True,True,True,False
513,5,12,1,V+,12,2,V-,2,True,True,True,False
514,5,12,2,U+,37,2,U-,2,True,True,True,False
515,5,12,2,V+,12,3,V-,2,True,True,True,False
516,5,12,3,U+,137,3,U-,2,True,True,True,False
517,5,12,3,V+,12,4,V-,2,True,True,True,False
518,5,12,4,U+,637,4,U-,2,True,True,True,False
519,5,12,4,V+,12,5,V-,2,True,True,True,False
